Entity,Field Name,Display Label,Data Type,Example Value,Source Status,Source File,Source Line / Location,Required?,Nullable?,Default Value,Enum / Allowed Values,Current Usage,Used On Screens,Editable By User?,Dynamic / Computed?,Persistence Needed?,Notes,Recommendation,Approval Status
NIL,recruit NIL demand,Recruit Nil Demand,,,missing-but-needed,,,,,,,,,,,TBD,Not found as a current field in scanned code/data; included from requested inventory scope or implied game concept.,Review/approve field,pending-review
NIL,offer amount,Offer Amount,,,missing-but-needed,,,,,,,,,,,TBD,Not found as a current field in scanned code/data; included from requested inventory scope or implied game concept.,Review/approve field,pending-review
NIL,risk,Risk,string,,spec-only,ai-pack/24_TRAIT_ARCHETYPES_CREATORS_AND_ADVANCED_IDENTITY_SYSTEMS.md,309,,,,,Present in docs/spec/stub pack.,,,,TBD,,Review/approve field,pending-review
NIL,activity,Activity,string,,spec-only,ai-pack/CFB_FM_CORE_SYSTEMS_BLOWOUT_PART_II.md,317,,,,,Present in docs/spec/stub pack.,,,,TBD,,Review/approve field,pending-review
NIL,brand health,Brand Health,string,,spec-only,cfl_agent_repo_pack/specs/screens/nil-management.visual-spec.md,7,,,,,Present in docs/spec/stub pack.,,,,TBD,,Review/approve field,pending-review
NIL,social following,Social Following,,,missing-but-needed,,,,,,,,,,,TBD,Not found as a current field in scanned code/data; included from requested inventory scope or implied game concept.,Review/approve field,pending-review
NIL,engagement,Engagement,string,,spec-only,ai-pack/CFB_FM_UI_NARRATIVE_VIBE_PACK/10_COPYWRITING_INTERACTION_LANGUAGE_AND_TONE_GUIDE.md,26,,,,,Present in docs/spec/stub pack.,,,,TBD,,Review/approve field,pending-review
NIL,top earners,Top Earners,string,,spec-only,cfl_agent_repo_pack/specs/screens/nil-management.visual-spec.md,13,,,,,Present in docs/spec/stub pack.,,,,TBD,,Review/approve field,pending-review
NIL,nilCapacity,Nil Capacity,string,nilCapacity,existing-code,app.js,276,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,,Review/approve field,pending-review
NIL,nilStructure,Nil Structure,string,nilStructure,existing-code,app.js,276,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,,Review/approve field,pending-review
NIL,academic,Academic,string,0.5,existing-code,harness/scenarios/registry.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,academicScore,Academic Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,accessor,Accessor,string,"(r) => r.scoutTag || r.evaluation || ""—",existing-code,app.js,6080,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,activeId,Active Id,string,state.tab,existing-code,app.js,6397,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,ambition,Ambition,string,10,existing-code,app.js,9664,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,amountSpent,Amount Spent,string,0,existing-code,js/sim/nil/nil-engine.js,67,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,attrs,Attrs,string,{,existing-code,js/sim/tests/portal-v2-tests.js,106,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,bids,Bids,string,[{schoolId,existing-code,js/sim/ai/ai-nil-bidding.js,96,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,boardPatience,Board Patience,string,13,mock-only,data/demo-world.js,401,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,body,Body,string,`Head coach personally visited ${prospect.name,existing-code,app.js,2908,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,boosterStrength,Booster Strength,string,14,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,boosterTemperature,Booster Temperature,string,+5,existing-code,js/sim/pulse/campus-pulse.js,48,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,brandReach,Brand Reach,string,14,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,breakdown,Breakdown,string,{input: contribution,existing-code,js/sim/recruiting/recruiting-v2.js,73,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,campusAppeal,Campus Appeal,string,16,mock-only,data/demo-world.js,402,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,cat,Cat,string,Personality,existing-code,app.js,612,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,cellType,Cell Type,string,rating,existing-code,app.js,6231,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,classYear,Class Year,string,HS_SR,existing-code,js/sim/tests/m18-tests.js,86,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,coach,Coach,string,0.80,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,coachability,Coachability,string,10,existing-code,app.js,9664,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,coachRep,Coach Rep,string,10,existing-code,app.js,9180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,coachStyle,Coach Style,string,0.6,existing-code,harness/scenarios/registry.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,commitBonus,Commit Bonus,string,6,existing-code,app.js,370,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,communityFit,Community Fit,string,0.5,existing-code,harness/scenarios/registry.js,70,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,communityScore,Community Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,complianceCulture,Compliance Culture,string,16,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,consequence,Consequence,string,Increases interest,existing-code,app.js,2902,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,dataAttr,Data Attr,string,roster-tab,existing-code,app.js,6397,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,dataGrid,Data Grid,string,dgHtml,existing-code,app.js,6770,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,depthAtPosition,Depth At Position,string,30,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,details,Details,string,CGM_NIL not loaded,existing-code,harness/scenarios/registry.js,36,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,devCurve,Dev Curve,string,Steady,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,devReputation,Dev Reputation,string,0.5,existing-code,harness/scenarios/registry.js,68,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,disciplineCulture,Discipline Culture,string,14,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,distance,Distance,string,0.55,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,distanceFromProspect,Distance From Prospect,string,30,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,donorReliability,Donor Reliability,string,14,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,existingInterest,Existing Interest,string,s.interest,existing-code,js/sim/ai/ai-nil-bidding.js,147,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,exposure,Exposure,string,0.6,existing-code,harness/scenarios/registry.js,68,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,exposureScore,Exposure Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,facilitiesQuality,Facilities Quality,string,15,mock-only,data/demo-world.js,404,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,facilitiesScore,Facilities Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,familyInfluence,Family Influence,string,10,existing-code,app.js,9664,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,fanBase,Fan Base,string,large,existing-code,js/sim/tests/m18-tests.js,149,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,fanCulture,Fan Culture,string,0.5,existing-code,harness/scenarios/registry.js,70,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,fanMood,Fan Mood,string,+4,existing-code,js/sim/pulse/campus-pulse.js,48,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,fanPassion,Fan Passion,string,15,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,fiscalHealth,Fiscal Health,string,14,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,followUpNote,Follow Up Note,string,"{ title:""HC Visit Confirmed",existing-code,app.js,2908,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,history,History,string,clone((data.pulseState.history || []).slice(0,existing-code,app.js,10643,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,html,Html,string,"`<p><span class=""inspector-badge ${leaderBadge",existing-code,app.js,6504,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,icon,Icon,string,staff,existing-code,app.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,id,Id,string,staff,existing-code,app.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,innovationAppetite,Innovation Appetite,string,15,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,input,Input,string,weight 0-1,existing-code,js/sim/recruiting/recruiting-v2.js,71,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,interest,Interest,string,80,existing-code,js/sim/tests/ai-nil-tests.js,119,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,interestDelta,Interest Delta,string,8,existing-code,app.js,2908,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,label,Label,string,Staff,existing-code,app.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,localMediaTone,Local Media Tone,string,+3,existing-code,js/sim/pulse/campus-pulse.js,48,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,lockerRoomTone,Locker Room Tone,string,+1,existing-code,js/sim/pulse/campus-pulse.js,54,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,loyalty,Loyalty,string,10,existing-code,app.js,9664,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,medicalSupport,Medical Support,string,14,mock-only,data/demo-world.js,404,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,name,Name,string,Pocket Distributor,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nationalPerception,National Perception,string,+2,existing-code,js/sim/pulse/campus-pulse.js,48,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,needsByPosition,Needs By Position,string,{ QB: 90,existing-code,js/sim/tests/portal-v2-tests.js,107,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nil,Nil,string,0.45,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,NIL Support Package,Nil Support Package,string,NIL Support Package,existing-code,app.js,373,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nilActual,Nil Actual,string,0,existing-code,app.js,7442,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nilBudgetK,Nil Budget K,string,800,existing-code,js/sim/tests/portal-v2-tests.js,107,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nilExpected,Nil Expected,string,200,existing-code,js/sim/tests/portal-v2-tests.js,61,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nilOpportunity,Nil Opportunity,string,nilOpportunity,existing-code,js/sim/recruiting/recruiting-v2.js,23,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nilPitch,Nil Pitch,string,nilPitch,existing-code,js/sim/staff/coaching-carousel.js,39,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nilPool,Nil Pool,string,1,existing-code,app.js,9180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nilStateMillions,Nil State Millions,string,0.01,existing-code,js/sim/tests/ai-nil-tests.js,10,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nilSupport,Nil Support,string,nilSupport,existing-code,app.js,373,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nilTier,Nil Tier,string,8,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,nutritionProgram,Nutrition Program,string,15,mock-only,data/demo-world.js,404,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,ok,Ok,string,bool,existing-code,js/sim/nil/nil-engine.js,55,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,opinion,Opinion,string,Three of our top-5 targets have NIL expectations above our current cap.,existing-code,app.js,3064,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,ovr,Ovr,string,88,existing-code,js/sim/tests/ai-nil-tests.js,11,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,passed,Passed,string,false,existing-code,harness/scenarios/registry.js,36,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,playerTeamId,Player Team Id,string,p0,existing-code,js/sim/tests/m18-tests.js,92,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,playingTime,Playing Time,string,0.70,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,playingTimeOpen,Playing Time Open,string,false,existing-code,app.js,9180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,pos,Pos,string,null,existing-code,app.js,612,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,position,Position,string,WR,existing-code,js/sim/tests/m18-tests.js,86,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,positive,Positive,string,true,existing-code,app.js,4265,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,pref,Pref,string,{playingTime:0.70,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,preferences,Preferences,string,{ playingTime: 0.9,existing-code,js/sim/tests/m18-tests.js,19,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,preferredScheme,Preferred Scheme,string,spread,existing-code,js/sim/tests/portal-v2-tests.js,106,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,prestige,Prestige,string,0.85,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,programPrestige,Program Prestige,string,0.65,existing-code,harness/scenarios/registry.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,programRating,Program Rating,string,70 + i,existing-code,js/sim/tests/m18-tests.js,82,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,prospect,Prospect,string,p,existing-code,js/sim/ai/ai-nil-bidding.js,151,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,prospectId,Prospect Id,string,evt.prospectId,existing-code,app.js,3280,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,prospectName,Prospect Name,string,prospect.name,existing-code,js/sim/nil/nil-engine.js,72,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,QB,Qb,string,90,existing-code,js/sim/tests/portal-v2-tests.js,107,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,random,Random,string,makeRng(7),existing-code,js/sim/tests/m18-tests.js,92,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,reasonCodes,Reason Codes,string,reasons,existing-code,js/sim/nil/nil-engine.js,67,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,recentSuccess,Recent Success,string,65,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,recentWinPct,Recent Win Pct,string,0.75,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,recruitBuzz,Recruit Buzz,string,+12,existing-code,js/sim/pulse/campus-pulse.js,48,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,recruitingFootprint,Recruiting Footprint,string,14,mock-only,data/demo-world.js,401,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,recruitingTier,Recruiting Tier,string,8,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,requested,Requested,string,before + 5,existing-code,harness/scenarios/registry.js,52,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,riskBase,Risk Base,string,0.20,existing-code,app.js,370,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,rivalryHeat,Rivalry Heat,string,15,mock-only,data/demo-world.js,403,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,role,Role,string,Recruiting Director,existing-code,app.js,3064,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,runnerUpId,Runner Up Id,string,evt.runnerUpId,existing-code,app.js,3280,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,scheme,Scheme,string,0.90,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,schemeFit,Scheme Fit,string,0.5,existing-code,app.js,9180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
NIL,school,School,string,"{ id: ""rich",existing-code,js/sim/tests/ai-nil-tests.js,85,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
