Entity,Field Name,Display Label,Data Type,Example Value,Source Status,Source File,Source Line / Location,Required?,Nullable?,Default Value,Enum / Allowed Values,Current Usage,Used On Screens,Editable By User?,Dynamic / Computed?,Persistence Needed?,Notes,Recommendation,Approval Status
News Event,avgYardsMax,Avg Yards Max,string,6.5,existing-code,harness/run.js,191,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,avgYardsMin,Avg Yards Min,string,3.0,existing-code,harness/run.js,191,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,away,Away,string,new Set(),existing-code,js/sim/stats/stat-accumulator.js,133,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,awayGamePlan,Away Game Plan,string,{ aggression: 0.5,existing-code,harness/scenarios/registry.js,106,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,awayId,Away Id,string,opponentId,existing-code,js/sim/ai/ai-school.js,142,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,awayPoints,Away Points,string,result.bPoints,existing-code,js/sim/ai/ai-school.js,144,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,awayScore,Away Score,string,result.oppScore,existing-code,harness/soak.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,awayShort,Away Short,string,teamB.shortName,existing-code,js/sim/ai/ai-school.js,143,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,awayTeamId,Away Team Id,string,A,existing-code,js/sim/tests/stat-tests.js,48,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,backupOvr,Backup Ovr,string,backup.ovr,existing-code,harness/scenarios/registry.js,27,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,behavior,Behavior,string,smooth,existing-code,app.js,13651,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,blitzRate,Blitz Rate,string,22,existing-code,harness/scenarios/registry.js,105,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,block,Block,string,start,existing-code,app.js,13651,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,BoomBust,Boom Bust,string,Boom/Bust,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,boosterTemperature,Booster Temperature,string,+2,existing-code,js/sim/pulse/campus-pulse.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,breakouts,Breakouts,string,[],existing-code,app.js,4127,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,bubbles,Bubbles,string,true,existing-code,scripts/m11_sandbox_customization.js,9,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,byActor,By Actor,string,{,existing-code,js/sim/persistence/event-log.js,88,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,byCategory,By Category,string,{,existing-code,js/sim/persistence/event-log.js,88,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,cadencePercent,Cadence Percent,string,100,existing-code,js/sim/tests/injury-tests.js,126,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,campusTownMood,Campus Town Mood,string,+5,existing-code,js/sim/pulse/campus-pulse.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,candidatePool,Candidate Pool,string,pool,existing-code,app.js,7280,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,category,Category,string,game_played,existing-code,js/sim/tests/m18-tests.js,105,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,cfpBracket,Cfp Bracket,string,[],existing-code,js/sim/tests/invariants-tests.js,29,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,chargedPlayType,Charged Play Type,string,rushing_attempt,existing-code,js/sim/tests/stat-tests.js,37,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,coachTeaching,Coach Teaching,string,14,existing-code,js/sim/tests/dev-engine-tests.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,colId,Col Id,string,position,existing-code,app.js,6364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,commitBonus,Commit Bonus,string,6,existing-code,app.js,370,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,comp,Comp,string,0,existing-code,js/sim/stats/player-stat-accumulator.js,12,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,componentId,Component Id,string,delta,existing-code,js/sim/pulse/campus-pulse.js,37,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,components,Components,string,[...],existing-code,js/sim/pulse/campus-pulse.js,118,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,count,Count,string,0,existing-code,js/sim/persistence/reducers.js,39,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,currentWeek,Current Week,string,1,existing-code,js/sim/tests/m18-tests.js,106,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,dataGrid,Data Grid,string,contentHtml,existing-code,app.js,8048,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,deepRate,Deep Rate,string,18,existing-code,harness/scenarios/registry.js,105,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,defenders,Defenders,string,{,existing-code,app.js,5312,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,defenseTeamId,Defense Team Id,string,A,existing-code,js/sim/tests/stat-tests.js,38,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,defUnits,Def Units,string,defUnits.units,existing-code,js/sim/playgen/game-engine.js,77,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,desc,Desc,string,Up-tempo attack. More plays without going full no-huddle.,existing-code,app.js,68,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,descriptionKey,Description Key,string,a.descriptionKey || a.outcome,existing-code,js/sim/events/play-event.js,83,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,detail,Detail,string,One slot remains,existing-code,app.js,4964,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,details,Details,string,No punt in this game (acceptable),existing-code,harness/scenarios/registry.js,112,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,display,Display,string,displayLabel || `OWN ${100 - ytg,existing-code,js/sim/events/play-event.js,34,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,distanceBefore,Distance Before,string,10,existing-code,js/sim/tests/play-event-tests.js,11,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,downBefore,Down Before,string,1,existing-code,js/sim/tests/play-event-tests.js,11,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,driveId,Drive Id,string,d1,existing-code,js/sim/tests/stat-tests.js,38,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,drivePlayNumber,Drive Play Number,string,3,existing-code,js/sim/tests/play-event-tests.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,Early,Early,string,Early Bloomer,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,emptyMessage,Empty Message,string,No facility impact history yet.,existing-code,app.js,7820,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,event,Event,string,e,existing-code,js/sim/scrapbook/scrapbook-engine.js,119,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,eventCount,Event Count,string,state.movements.length,existing-code,js/sim/staff/coaching-carousel.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,events,Events,string,[],existing-code,app.js,10582,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,experienceMode,Experience Mode,string,career.experienceMode,existing-code,app.js,10780,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,explosivePrevention,Explosive Prevention,string,"front === ""prevent"" ? 80 : 40",existing-code,js/sim/playgen/play-selector.js,154,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,fanMood,Fan Mood,string,+6,existing-code,js/sim/pulse/campus-pulse.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,fatigueDefense,Fatigue Defense,string,0,existing-code,js/sim/playgen/play-resolver.js,191,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,fatigueNote,Fatigue Note,string,Moderate fatigue increase — monitor your lines,existing-code,app.js,68,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,fatigueOffense,Fatigue Offense,string,0,existing-code,js/sim/playgen/play-resolver.js,191,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,finalRecord,Final Record,string,11-2,existing-code,js/sim/tests/scrapbook-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,Finance,Finance,string,Finance,existing-code,app.js,367,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,fromWeek,From Week,string,currentWeek,existing-code,js/m0/foundation.js,475,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,gains,Gains,string,{attrKey: delta,existing-code,js/sim/dev/dev-engine.js,5,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,gamePlan,Game Plan,string,args.gamePlan,existing-code,js/sim/playgen/drive-engine.js,78,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,gamesIncluded,Games Included,string,0,existing-code,app.js,5312,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,GameWeek,Game Week,string,GameWeek,existing-code,app.js,367,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,historic,Historic,string,tc-pos,existing-code,app.js,8808,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,home,Home,string,new Set(),existing-code,js/sim/stats/stat-accumulator.js,133,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,homeScore,Home Score,string,result.ourScore,existing-code,harness/soak.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,homeTeamId,Home Team Id,string,H,existing-code,js/sim/tests/stat-tests.js,48,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,html,Html,string,"`<button class=""data-row clickable-row"" data-open-view=""schedule""><span>${docume",existing-code,app.js,8043,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,inboxFilter,Inbox Filter,string,All,existing-code,app.js,7495,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,index,Index,string,driveIndex + 1,existing-code,js/sim/playgen/game-engine.js,100,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,int,Int,string,0,existing-code,js/sim/stats/player-stat-accumulator.js,12,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,intBy,Int By,string,CB1,existing-code,js/sim/tests/player-stat-tests.js,60,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,isPostseason,Is Postseason,string,false,existing-code,app.js,8642,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,isRivalry,Is Rivalry,string,true,existing-code,js/sim/tests/scrapbook-tests.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,keyPrefix,Key Prefix,string,facility-impact,existing-code,app.js,7820,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,label,Label,string,No Redshirt,existing-code,app.js,370,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,Late,Late,string,Late Bloomer,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,left,Left,string,0,existing-code,js/m0/foundation.js,480,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,limit,Limit,string,16,existing-code,app.js,7404,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,localMediaTone,Local Media Tone,string,+3,existing-code,js/sim/pulse/campus-pulse.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,lockerRoomTone,Locker Room Tone,string,+4,existing-code,js/sim/pulse/campus-pulse.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,losses,Losses,string,0,existing-code,js/sim/tests/invariants-tests.js,31,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,major,Major,string,tc-pos,existing-code,app.js,8808,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,maxRetained,Max Retained,string,4000,existing-code,app.js,10581,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,minor,Minor,string,tc-neutral,existing-code,app.js,8808,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,minTier,Min Tier,string,SB.TIER.NOTABLE,existing-code,app.js,7404,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,minutes,Minutes,string,Math.max(0,existing-code,js/sim/events/play-event.js,29,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,moraleScore,Morale Score,string,70,existing-code,js/sim/tests/dev-engine-tests.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,nationalPerception,National Perception,string,+1,existing-code,js/sim/pulse/campus-pulse.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,newStarterId,New Starter Id,string,newQbs[0].id,existing-code,harness/scenarios/registry.js,27,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,notable,Notable,string,tc-neutral,existing-code,app.js,8808,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,officialsFacilities,Officials Facilities,string,9,mock-only,data/demo-world.js,483,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,offTeamId,Off Team Id,string,summary.possessionTeamId,existing-code,js/sim/playgen/game-engine.js,100,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,ok,Ok,string,bool,existing-code,js/sim/nil/nil-engine.js,55,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,open,Open,string,false,existing-code,app.js,10979,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,opponent,Opponent,string,game.opponent,existing-code,app.js,5355,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,opponentRanked,Opponent Ranked,string,true,existing-code,js/sim/tests/scrapbook-tests.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,oppPoints,Opp Points,string,result.oppScore,existing-code,app.js,5355,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,outcome,Outcome,string,gain,existing-code,js/sim/tests/stat-tests.js,37,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,p1,P1,string,{ wins: 0,existing-code,js/sim/tests/invariants-tests.js,31,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,p2,P2,string,{ wins: 0,existing-code,js/sim/tests/invariants-tests.js,31,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,pace,Pace,string,65,existing-code,harness/scenarios/registry.js,105,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,passed,Passed,string,true,existing-code,harness/scenarios/registry.js,112,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,passers,Passers,string,{,existing-code,app.js,5312,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
News Event,passRate,Pass Rate,string,52,existing-code,harness/scenarios/registry.js,105,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
