Entity,Field Name,Display Label,Data Type,Example Value,Source Status,Source File,Source Line / Location,Required?,Nullable?,Default Value,Enum / Allowed Values,Current Usage,Used On Screens,Editable By User?,Dynamic / Computed?,Persistence Needed?,Notes,Recommendation,Approval Status
Staff,Aiken,Aiken,string,Aiken,existing-code,js/sim/staff/coaching-carousel.js,25,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,all,All,string,[...],existing-code,js/sim/staff/coaching-carousel.js,135,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,ambition,Ambition,string,ambition,existing-code,js/sim/staff/coaching-carousel.js,42,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,analytics,Analytics,string,analytics,existing-code,js/sim/staff/coaching-carousel.js,39,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Bellamy,Bellamy,string,Bellamy,existing-code,js/sim/staff/coaching-carousel.js,25,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Bobby,Bobby,string,Bobby,existing-code,js/sim/staff/coaching-carousel.js,21,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,BoomBust,Boom Bust,string,Boom/Bust,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,boosterPressure,Booster Pressure,string,70,existing-code,js/sim/tests/coaching-carousel-tests.js,47,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Bryce,Bryce,string,Bryce,existing-code,js/sim/staff/coaching-carousel.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,budgetControl,Budget Control,string,13,mock-only,data/demo-world.js,356,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,byRole,By Role,string,{ HC: [...],existing-code,js/sim/staff/coaching-carousel.js,135,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Calloway,Calloway,string,Calloway,existing-code,js/sim/staff/coaching-carousel.js,27,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,candidateId,Candidate Id,string,c1,existing-code,js/sim/tests/reducers-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,cat,Cat,string,Work/Prep,existing-code,app.js,538,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,cellType,Cell Type,string,rating,existing-code,app.js,6817,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Cody,Cody,string,Cody,existing-code,js/sim/staff/coaching-carousel.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Coleman,Coleman,string,Coleman,existing-code,js/sim/staff/coaching-carousel.js,21,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,colId,Col Id,string,grade,existing-code,app.js,6782,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,commitBonus,Commit Bonus,string,6,existing-code,app.js,370,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,composure,Composure,string,15,mock-only,data/demo-world.js,358,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,consequence,Consequence,string,Reduces flip risk,existing-code,app.js,2933,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,controls,Controls,string,rosterFilterControls(state),existing-code,app.js,6400,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,coordinators,Coordinators,string,coordinators,existing-code,app.js,6775,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Crouse,Crouse,string,Crouse,existing-code,js/sim/staff/coaching-carousel.js,25,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,current,Current,string,{,existing-code,js/sim/persistence/reducers.js,102,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Curtis,Curtis,string,Curtis,existing-code,js/sim/staff/coaching-carousel.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Dak,Dak,string,Dak,existing-code,js/sim/staff/coaching-carousel.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Dale,Dale,string,Dale,existing-code,js/sim/staff/coaching-carousel.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,dataAnalysis,Data Analysis,string,14,mock-only,data/demo-world.js,355,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,dataAttr,Data Attr,string,roster-tab,existing-code,app.js,6397,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,dataGrid,Data Grid,string,dgHtml,existing-code,app.js,6770,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,DB_COACH,Db Coach,string,DB_COACH,existing-code,js/sim/staff/coaching-carousel.js,33,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,DC,Dc,string,DC,existing-code,js/sim/staff/coaching-carousel.js,32,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,delegation,Delegation,string,delegation,existing-code,app.js,6778,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,departingStaff,Departing Staff,string,"{ role: ""HC",existing-code,js/sim/tests/coaching-carousel-tests.js,140,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,determination,Determination,string,17,mock-only,data/demo-world.js,357,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,development,Development,string,development,existing-code,js/sim/staff/coaching-carousel.js,37,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Devon,Devon,string,Devon,existing-code,js/sim/staff/coaching-carousel.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,direction,Direction,string,desc,existing-code,app.js,6782,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,discipline,Discipline,string,discipline,existing-code,js/sim/staff/coaching-carousel.js,38,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,DL_COACH,Dl Coach,string,DL_COACH,existing-code,js/sim/staff/coaching-carousel.js,33,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Dorsey,Dorsey,string,Dorsey,existing-code,js/sim/staff/coaching-carousel.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Doyle,Doyle,string,Doyle,existing-code,js/sim/staff/coaching-carousel.js,27,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Dwight,Dwight,string,Dwight,existing-code,js/sim/staff/coaching-carousel.js,21,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Early,Early,string,Early Bloomer,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Eddie,Eddie,string,Eddie,existing-code,js/sim/staff/coaching-carousel.js,21,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,ego,Ego,string,ego,existing-code,js/sim/staff/coaching-carousel.js,42,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,emptyMessage,Empty Message,string,No pressure trace yet.,existing-code,app.js,8016,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,evaluation,Evaluation,string,evaluation,existing-code,js/sim/staff/coaching-carousel.js,37,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,eventCount,Event Count,string,state.movements.length,existing-code,js/sim/staff/coaching-carousel.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,expectedWins,Expected Wins,string,7,existing-code,js/sim/tests/coaching-carousel-tests.js,47,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Finance,Finance,string,cat-finance,existing-code,app.js,11380,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,fullName,Full Name,string,`${first,existing-code,js/sim/staff/coaching-carousel.js,65,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,gamePlanning,Game Planning,string,gamePlanning,existing-code,js/sim/staff/coaching-carousel.js,38,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Garrett,Garrett,string,Garrett,existing-code,js/sim/staff/coaching-carousel.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Gentry,Gentry,string,Gentry,existing-code,js/sim/staff/coaching-carousel.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Glen,Glen,string,Glen,existing-code,js/sim/staff/coaching-carousel.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,groups,Groups,string,[{ controls: [],existing-code,app.js,6868,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Hank,Hank,string,Hank,existing-code,js/sim/staff/coaching-carousel.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Hargrove,Hargrove,string,Hargrove,existing-code,js/sim/staff/coaching-carousel.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Hatcher,Hatcher,string,Hatcher,existing-code,js/sim/staff/coaching-carousel.js,28,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,HC,Hc,string,HC,existing-code,js/sim/staff/coaching-carousel.js,32,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,hidden,Hidden,string,1.0,existing-code,app.js,639,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,high,High,string,v,existing-code,app.js,12060,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,hires,Hires,string,[],existing-code,js/sim/persistence/reducers.js,102,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Holloway,Holloway,string,Holloway,existing-code,js/sim/staff/coaching-carousel.js,25,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,hour,Hour,string,2-digit,existing-code,app.js,12709,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,html,Html,string,<p>Select a player to see their staff briefing,existing-code,app.js,6294,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,icon,Icon,string,roster,existing-code,app.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,id,Id,string,roster,existing-code,app.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,impact,Impact,string,Fan experience score,existing-code,app.js,12447,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,incomingStaff,Incoming Staff,string,null,existing-code,js/sim/tests/coaching-carousel-tests.js,140,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,integrity,Integrity,string,integrity,existing-code,js/sim/staff/coaching-carousel.js,42,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Kerrigan,Kerrigan,string,Kerrigan,existing-code,js/sim/staff/coaching-carousel.js,27,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,key,Key,string,scoreboardTech,existing-code,app.js,12447,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,keyPrefix,Key Prefix,string,pressure-home,existing-code,app.js,8016,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Kingsley,Kingsley,string,Kingsley,existing-code,js/sim/staff/coaching-carousel.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,label,Label,string,Roster,existing-code,app.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Lance,Lance,string,Lance,existing-code,js/sim/staff/coaching-carousel.js,21,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Late,Late,string,Late Bloomer,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Lattimer,Lattimer,string,Lattimer,existing-code,js/sim/staff/coaching-carousel.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,LB_COACH,Lb Coach,string,LB_COACH,existing-code,js/sim/staff/coaching-carousel.js,33,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,leadership,Leadership,string,16,mock-only,data/demo-world.js,357,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,length,Length,string,20,existing-code,js/sim/tests/coaching-carousel-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Lockwood,Lockwood,string,Lockwood,existing-code,js/sim/staff/coaching-carousel.js,27,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,losses,Losses,string,9,existing-code,js/sim/tests/coaching-carousel-tests.js,47,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,low,Low,string,v,existing-code,app.js,12060,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,loyalty,Loyalty,string,loyalty,existing-code,js/sim/staff/coaching-carousel.js,42,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,manManagement,Man Management,string,16,mock-only,data/demo-world.js,356,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Marcus,Marcus,string,Marcus,existing-code,js/sim/staff/coaching-carousel.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Marston,Marston,string,Marston,existing-code,js/sim/staff/coaching-carousel.js,27,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Marv,Marv,string,Marv,existing-code,js/sim/staff/coaching-carousel.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,McMillan,Mc Millan,string,McMillan,existing-code,js/sim/staff/coaching-carousel.js,25,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,mediaHandling,Media Handling,string,14,mock-only,data/demo-world.js,356,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Mike,Mike,string,Mike,existing-code,js/sim/staff/coaching-carousel.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,minute,Minute,string,2-digit,existing-code,app.js,12709,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,motivation,Motivation,string,motivation,existing-code,js/sim/staff/coaching-carousel.js,38,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,negotiating,Negotiating,string,14,mock-only,data/demo-world.js,356,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,nilPitch,Nil Pitch,string,nilPitch,existing-code,js/sim/staff/coaching-carousel.js,39,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,OC,Oc,string,OC,existing-code,js/sim/staff/coaching-carousel.js,32,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,OL_COACH,Ol Coach,string,OL_COACH,existing-code,js/sim/staff/coaching-carousel.js,33,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Open Roles,Open Roles,string,Open Roles,existing-code,app.js,6777,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,openings,Openings,string,openings,existing-code,app.js,6777,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,openView,Open View,string,staff,existing-code,app.js,6862,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,opinion,Opinion,string,"`We are currently ${prospect.interest > 60 ? ""leading"" : ""in the mix",existing-code,app.js,2898,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,opponentAnalysis,Opponent Analysis,string,15,mock-only,data/demo-world.js,355,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,patience,Patience,string,patience,existing-code,js/sim/staff/coaching-carousel.js,42,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
