Value List,Value,Source Status,Source File,Source Line / Location,Used By Entity,Notes,Approval Status
ATTR_KEYS,agility,existing-code,harness/seeded-roster.js,26,,Discovered constant/list value.,pending-review
ATTR_KEYS,balance,existing-code,harness/seeded-roster.js,26,,Discovered constant/list value.,pending-review
ATTR_KEYS,jumping,existing-code,harness/seeded-roster.js,26,,Discovered constant/list value.,pending-review
ATTR_KEYS,stamina,existing-code,harness/seeded-roster.js,26,,Discovered constant/list value.,pending-review
ATTR_KEYS,bravery,existing-code,harness/seeded-roster.js,26,,Discovered constant/list value.,pending-review
ATTR_KEYS,flair,existing-code,harness/seeded-roster.js,26,,Discovered constant/list value.,pending-review
ATTR_KEYS,leadership,existing-code,harness/seeded-roster.js,27,,Discovered constant/list value.,pending-review
ATTR_KEYS,workRate,existing-code,harness/seeded-roster.js,27,,Discovered constant/list value.,pending-review
ATTR_KEYS,kicking,existing-code,harness/seeded-roster.js,27,,Discovered constant/list value.,pending-review
ATTR_KEYS,punting,existing-code,harness/seeded-roster.js,27,,Discovered constant/list value.,pending-review
ATTR_KEYS,offTheBall,existing-code,harness/seeded-roster.js,27,,Discovered constant/list value.,pending-review
ATTR_KEYS,handling,existing-code,harness/seeded-roster.js,27,,Discovered constant/list value.,pending-review
ATTR_KEYS,reflexes,existing-code,harness/seeded-roster.js,27,,Discovered constant/list value.,pending-review
ATTR_KEYS,recruiting,existing-code,js/sim/staff/coaching-carousel.js,37,,Discovered constant/list value.,pending-review
ATTR_KEYS,evaluation,existing-code,js/sim/staff/coaching-carousel.js,37,,Discovered constant/list value.,pending-review
ATTR_KEYS,development,existing-code,js/sim/staff/coaching-carousel.js,37,,Discovered constant/list value.,pending-review
ATTR_KEYS,positionTeaching,existing-code,js/sim/staff/coaching-carousel.js,37,,Discovered constant/list value.,pending-review
ATTR_KEYS,tactical,existing-code,js/sim/staff/coaching-carousel.js,37,,Discovered constant/list value.,pending-review
ATTR_KEYS,gamePlanning,existing-code,js/sim/staff/coaching-carousel.js,38,,Discovered constant/list value.,pending-review
ATTR_KEYS,playCalling,existing-code,js/sim/staff/coaching-carousel.js,38,,Discovered constant/list value.,pending-review
ATTR_KEYS,motivation,existing-code,js/sim/staff/coaching-carousel.js,38,,Discovered constant/list value.,pending-review
ATTR_KEYS,discipline,existing-code,js/sim/staff/coaching-carousel.js,38,,Discovered constant/list value.,pending-review
ATTR_KEYS,relationships,existing-code,js/sim/staff/coaching-carousel.js,38,,Discovered constant/list value.,pending-review
ATTR_KEYS,analytics,existing-code,js/sim/staff/coaching-carousel.js,39,,Discovered constant/list value.,pending-review
ATTR_KEYS,nilPitch,existing-code,js/sim/staff/coaching-carousel.js,39,,Discovered constant/list value.,pending-review
BENEFIT_BUCKET_KEYS,retention,existing-code,app.js,102,,Discovered constant/list value.,pending-review
BENEFIT_BUCKET_KEYS,recruiting,existing-code,app.js,102,,Discovered constant/list value.,pending-review
BENEFIT_BUCKET_KEYS,development,existing-code,app.js,102,,Discovered constant/list value.,pending-review
BENEFIT_BUCKET_KEYS,emergency,existing-code,app.js,102,,Discovered constant/list value.,pending-review
CANDIDATE_GRADES,A-,existing-code,app.js,4694,,Discovered constant/list value.,pending-review
CANDIDATE_GRADES,B-,existing-code,app.js,4694,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Derrick Haas,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Calvin Norwood,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Randall Voss,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Preston Foley,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Terrance Obi,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Jamie Stroud,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Marcus Weil,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Elias Pruitt,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Lorenzo Bass,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Sean Covington,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Brad Whitmore,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CANDIDATE_NAMES,Damon Yates,existing-code,app.js,4687,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,local_paper,existing-code,js/sim/media/voices-engine.js,70,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,City Beat,existing-code,js/sim/media/voices-engine.js,70,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,neutral,existing-code,js/sim/media/voices-engine.js,70,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,regional_rec,existing-code,js/sim/media/voices-engine.js,71,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,Regional Recruit Notebook,existing-code,js/sim/media/voices-engine.js,71,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,neutral,existing-code,js/sim/media/voices-engine.js,71,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,national,existing-code,js/sim/media/voices-engine.js,72,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,National CFB Wire,existing-code,js/sim/media/voices-engine.js,72,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,neutral,existing-code,js/sim/media/voices-engine.js,72,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,campus_paper,existing-code,js/sim/media/voices-engine.js,73,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,Campus Paper,existing-code,js/sim/media/voices-engine.js,73,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,neutral,existing-code,js/sim/media/voices-engine.js,73,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,radio,existing-code,js/sim/media/voices-engine.js,74,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,Local Radio Show,existing-code,js/sim/media/voices-engine.js,74,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,neutral,existing-code,js/sim/media/voices-engine.js,74,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,conference,existing-code,js/sim/media/voices-engine.js,75,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,Conference Notebook,existing-code,js/sim/media/voices-engine.js,75,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,neutral,existing-code,js/sim/media/voices-engine.js,75,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,draft_buzz,existing-code,js/sim/media/voices-engine.js,76,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,Draft Insider,existing-code,js/sim/media/voices-engine.js,76,,Discovered constant/list value.,pending-review
CLIPPING_SOURCES,neutral,existing-code,js/sim/media/voices-engine.js,76,,Discovered constant/list value.,pending-review
COACH_ATTRS,tacticalKnowledge,existing-code,app.js,266,,Discovered constant/list value.,pending-review
COACH_ATTRS,offensiveStrategy,existing-code,app.js,266,,Discovered constant/list value.,pending-review
COACH_ATTRS,defensiveStrategy,existing-code,app.js,266,,Discovered constant/list value.,pending-review
COACH_ATTRS,playCalling,existing-code,app.js,266,,Discovered constant/list value.,pending-review
COACH_ATTRS,qbDevelopment,existing-code,app.js,266,,Discovered constant/list value.,pending-review
COACH_ATTRS,skillDevelopment,existing-code,app.js,267,,Discovered constant/list value.,pending-review
COACH_ATTRS,lineDevelopment,existing-code,app.js,267,,Discovered constant/list value.,pending-review
COACH_ATTRS,strengthConditioning,existing-code,app.js,267,,Discovered constant/list value.,pending-review
COACH_ATTRS,specialTeams,existing-code,app.js,267,,Discovered constant/list value.,pending-review
COACH_ATTRS,gameManagement,existing-code,app.js,267,,Discovered constant/list value.,pending-review
COACH_ATTRS,inGameAdaptation,existing-code,app.js,268,,Discovered constant/list value.,pending-review
COACH_ATTRS,opponentAnalysis,existing-code,app.js,268,,Discovered constant/list value.,pending-review
COACH_ATTRS,dataAnalysis,existing-code,app.js,268,,Discovered constant/list value.,pending-review
COACH_ATTRS,recruitment,existing-code,app.js,268,,Discovered constant/list value.,pending-review
COACH_ATTRS,scoutingCurrent,existing-code,app.js,268,,Discovered constant/list value.,pending-review
COACH_ATTRS,scoutingPotential,existing-code,app.js,269,,Discovered constant/list value.,pending-review
COACH_ATTRS,negotiating,existing-code,app.js,269,,Discovered constant/list value.,pending-review
COACH_ATTRS,budgetControl,existing-code,app.js,269,,Discovered constant/list value.,pending-review
COACH_ATTRS,mediaHandling,existing-code,app.js,269,,Discovered constant/list value.,pending-review
COACH_ATTRS,manManagement,existing-code,app.js,269,,Discovered constant/list value.,pending-review
COACH_ATTRS,motivation,existing-code,app.js,270,,Discovered constant/list value.,pending-review
COACH_ATTRS,discipline,existing-code,app.js,270,,Discovered constant/list value.,pending-review
COACH_ATTRS,determination,existing-code,app.js,270,,Discovered constant/list value.,pending-review
COACH_ATTRS,professionalism,existing-code,app.js,270,,Discovered constant/list value.,pending-review
COACH_ATTRS,leadership,existing-code,app.js,270,,Discovered constant/list value.,pending-review
COACH_ATTRS,adaptability,existing-code,app.js,270,,Discovered constant/list value.,pending-review
COACH_ATTRS,decisionMaking,existing-code,app.js,271,,Discovered constant/list value.,pending-review
COACH_ATTRS,composure,existing-code,app.js,271,,Discovered constant/list value.,pending-review
COACH_ATTRS,pressureHandling,existing-code,app.js,271,,Discovered constant/list value.,pending-review
COACH_ATTRS,loyalty,existing-code,app.js,271,,Discovered constant/list value.,pending-review
COACH_ATTRS,ambition,existing-code,app.js,271,,Discovered constant/list value.,pending-review
COACH_ATTRS,teaching,existing-code,app.js,271,,Discovered constant/list value.,pending-review
COACH_ATTRS,sportsScience,existing-code,app.js,272,,Discovered constant/list value.,pending-review
COACH_ATTRS,academyDevelopment,existing-code,app.js,272,,Discovered constant/list value.,pending-review
COACH_ATTRS,staffDelegation,existing-code,app.js,272,,Discovered constant/list value.,pending-review
COACH_KEYS,tacticalKnowledge,mock-only,data/fbs-world.js,53,,Discovered constant/list value.,pending-review
COACH_KEYS,offensiveStrategy,mock-only,data/fbs-world.js,53,,Discovered constant/list value.,pending-review
COACH_KEYS,defensiveStrategy,mock-only,data/fbs-world.js,53,,Discovered constant/list value.,pending-review
COACH_KEYS,playCalling,mock-only,data/fbs-world.js,53,,Discovered constant/list value.,pending-review
COACH_KEYS,qbDevelopment,mock-only,data/fbs-world.js,53,,Discovered constant/list value.,pending-review
COACH_KEYS,skillDevelopment,mock-only,data/fbs-world.js,54,,Discovered constant/list value.,pending-review
COACH_KEYS,lineDevelopment,mock-only,data/fbs-world.js,54,,Discovered constant/list value.,pending-review
COACH_KEYS,strengthConditioning,mock-only,data/fbs-world.js,54,,Discovered constant/list value.,pending-review
COACH_KEYS,specialTeams,mock-only,data/fbs-world.js,54,,Discovered constant/list value.,pending-review
COACH_KEYS,gameManagement,mock-only,data/fbs-world.js,54,,Discovered constant/list value.,pending-review
COACH_KEYS,inGameAdaptation,mock-only,data/fbs-world.js,55,,Discovered constant/list value.,pending-review
COACH_KEYS,opponentAnalysis,mock-only,data/fbs-world.js,55,,Discovered constant/list value.,pending-review
COACH_KEYS,dataAnalysis,mock-only,data/fbs-world.js,55,,Discovered constant/list value.,pending-review
COACH_KEYS,recruitment,mock-only,data/fbs-world.js,55,,Discovered constant/list value.,pending-review
COACH_KEYS,scoutingCurrent,mock-only,data/fbs-world.js,55,,Discovered constant/list value.,pending-review
COACH_KEYS,scoutingPotential,mock-only,data/fbs-world.js,56,,Discovered constant/list value.,pending-review
COACH_KEYS,negotiating,mock-only,data/fbs-world.js,56,,Discovered constant/list value.,pending-review
COACH_KEYS,budgetControl,mock-only,data/fbs-world.js,56,,Discovered constant/list value.,pending-review
COACH_KEYS,mediaHandling,mock-only,data/fbs-world.js,56,,Discovered constant/list value.,pending-review
COACH_KEYS,manManagement,mock-only,data/fbs-world.js,56,,Discovered constant/list value.,pending-review
COACH_KEYS,motivation,mock-only,data/fbs-world.js,57,,Discovered constant/list value.,pending-review
COACH_KEYS,discipline,mock-only,data/fbs-world.js,57,,Discovered constant/list value.,pending-review
COACH_KEYS,determination,mock-only,data/fbs-world.js,57,,Discovered constant/list value.,pending-review
COACH_KEYS,professionalism,mock-only,data/fbs-world.js,57,,Discovered constant/list value.,pending-review
COACH_KEYS,leadership,mock-only,data/fbs-world.js,57,,Discovered constant/list value.,pending-review
COACH_KEYS,adaptability,mock-only,data/fbs-world.js,57,,Discovered constant/list value.,pending-review
COACH_KEYS,decisionMaking,mock-only,data/fbs-world.js,58,,Discovered constant/list value.,pending-review
COACH_KEYS,composure,mock-only,data/fbs-world.js,58,,Discovered constant/list value.,pending-review
COACH_KEYS,pressureHandling,mock-only,data/fbs-world.js,58,,Discovered constant/list value.,pending-review
COACH_KEYS,loyalty,mock-only,data/fbs-world.js,58,,Discovered constant/list value.,pending-review
COACH_KEYS,ambition,mock-only,data/fbs-world.js,58,,Discovered constant/list value.,pending-review
COACH_KEYS,teaching,mock-only,data/fbs-world.js,58,,Discovered constant/list value.,pending-review
COACH_KEYS,sportsScience,mock-only,data/fbs-world.js,59,,Discovered constant/list value.,pending-review
COACH_KEYS,academyDevelopment,mock-only,data/fbs-world.js,59,,Discovered constant/list value.,pending-review
COACH_KEYS,staffDelegation,mock-only,data/fbs-world.js,59,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,fanMood,existing-code,js/sim/pulse/campus-pulse.js,13,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,Fan Mood,existing-code,js/sim/pulse/campus-pulse.js,13,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,studentEnergy,existing-code,js/sim/pulse/campus-pulse.js,14,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,Student Energy,existing-code,js/sim/pulse/campus-pulse.js,14,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,boosterTemperature,existing-code,js/sim/pulse/campus-pulse.js,15,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,Booster Temperature,existing-code,js/sim/pulse/campus-pulse.js,15,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,localMediaTone,existing-code,js/sim/pulse/campus-pulse.js,16,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,Local Media Tone,existing-code,js/sim/pulse/campus-pulse.js,16,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,lockerRoomTone,existing-code,js/sim/pulse/campus-pulse.js,17,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,Locker Room Tone,existing-code,js/sim/pulse/campus-pulse.js,17,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,recruitBuzz,existing-code,js/sim/pulse/campus-pulse.js,18,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,Recruit Buzz,existing-code,js/sim/pulse/campus-pulse.js,18,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,nationalPerception,existing-code,js/sim/pulse/campus-pulse.js,19,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,National Perception,existing-code,js/sim/pulse/campus-pulse.js,19,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,campusTownMood,existing-code,js/sim/pulse/campus-pulse.js,20,,Discovered constant/list value.,pending-review
COMPONENT_DEFS,Campus Town Mood,existing-code,js/sim/pulse/campus-pulse.js,20,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,General,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Field General,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Dual-Threat,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Speed Cutter,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Power Back,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Possession Receiver,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Speed Burner,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Blocking Back,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Pocket Passer,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Scrambler,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Pass Rusher,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Run Stuffer,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Coverage Corner,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Press Corner,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Single High Safety,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Box Safety,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Versatile Backer,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Pass Coverage LB,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_ARCHETYPES,Mauler,existing-code,app.js,1026,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,Head Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,Offensive Coordinator,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,Defensive Coordinator,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,QB Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,WR Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,RB Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,TE Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,OL Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,DL Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,LB Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,DB Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,ST Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,Recruiting Coordinator,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_COACH_ROLES,Strength Coach,existing-code,app.js,1025,,Discovered constant/list value.,pending-review
CREATOR_DEV_CURVES,Early,existing-code,app.js,1022,,Discovered constant/list value.,pending-review
CREATOR_DEV_CURVES,Normal,existing-code,app.js,1022,,Discovered constant/list value.,pending-review
CREATOR_DEV_CURVES,Late,existing-code,app.js,1022,,Discovered constant/list value.,pending-review
CREATOR_DEV_CURVES,BoomBust,existing-code,app.js,1022,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,QB,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,HB,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,WR,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,TE,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,LT,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,OT,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,OG,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,EDGE,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,DE,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,DT,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,LB,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,CB,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POSITIONS,DB,existing-code,app.js,1020,,Discovered constant/list value.,pending-review
CREATOR_POTENTIAL_GRADES,A-,existing-code,app.js,1023,,Discovered constant/list value.,pending-review
CREATOR_POTENTIAL_GRADES,B-,existing-code,app.js,1023,,Discovered constant/list value.,pending-review
CREATOR_YEARS,FR,existing-code,app.js,1021,,Discovered constant/list value.,pending-review
CREATOR_YEARS,SO,existing-code,app.js,1021,,Discovered constant/list value.,pending-review
CREATOR_YEARS,JR,existing-code,app.js,1021,,Discovered constant/list value.,pending-review
CREATOR_YEARS,SR,existing-code,app.js,1021,,Discovered constant/list value.,pending-review
CREATOR_YEARS,GR,existing-code,app.js,1021,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Round 1 lock,existing-code,js/sim/draft/draft-engine.js,18,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Top-15 NFL prospect,existing-code,js/sim/draft/draft-engine.js,18,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Day 2 prospect,existing-code,js/sim/draft/draft-engine.js,20,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Mid-round projection,existing-code,js/sim/draft/draft-engine.js,21,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Late-round value,existing-code,js/sim/draft/draft-engine.js,22,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Late-round flier,existing-code,js/sim/draft/draft-engine.js,23,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Priority UDFA,existing-code,js/sim/draft/draft-engine.js,24,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Priority undrafted free agent,existing-code,js/sim/draft/draft-engine.js,24,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Undrafted,existing-code,js/sim/draft/draft-engine.js,25,,Discovered constant/list value.,pending-review
DRAFT_TIERS,Undrafted,existing-code,js/sim/draft/draft-engine.js,25,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Pacific,existing-code,app.js,9499,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Atlantic,existing-code,app.js,9499,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Cascade,existing-code,app.js,9499,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Sierra,existing-code,app.js,9499,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Granite,existing-code,app.js,9499,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Crescent,existing-code,app.js,9499,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Bayfield,existing-code,app.js,9500,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Hilltop,existing-code,app.js,9500,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Riverside,existing-code,app.js,9500,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Lakeside,existing-code,app.js,9500,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Pine Valley,existing-code,app.js,9500,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Cedar,existing-code,app.js,9500,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Iron Range,existing-code,app.js,9501,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Sundown,existing-code,app.js,9501,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Western,existing-code,app.js,9501,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Eastern,existing-code,app.js,9501,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Northern,existing-code,app.js,9501,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Southern,existing-code,app.js,9501,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Heartland,existing-code,app.js,9502,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Gulf Shore,existing-code,app.js,9502,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Liberty,existing-code,app.js,9502,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Capitol,existing-code,app.js,9502,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Frontier,existing-code,app.js,9502,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Summit,existing-code,app.js,9502,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Fairview,existing-code,app.js,9503,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Brookline,existing-code,app.js,9503,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Stonewall,existing-code,app.js,9503,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Marshfield,existing-code,app.js,9503,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Harbor,existing-code,app.js,9503,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_PREFIXES,Aurora,existing-code,app.js,9503,,Discovered constant/list value.,pending-review
FICTIONAL_PROGRAM_SUFFIXES,State,existing-code,app.js,9506,,Discovered constant/list value.,pending-review
