Entity,Field Name,Display Label,Data Type,Example Value,Source Status,Source File,Source Line / Location,Required?,Nullable?,Default Value,Enum / Allowed Values,Current Usage,Used On Screens,Editable By User?,Dynamic / Computed?,Persistence Needed?,Notes,Recommendation,Approval Status
Playbook / Scheme,stressed defenders,Stressed Defenders,,,missing-but-needed,,,,,,,,,,,TBD,Not found as a current field in scanned code/data; included from requested inventory scope or implied game concept.,Review/approve field,pending-review
Playbook / Scheme,vulnerable to,Vulnerable To,string,,spec-only,ai-pack/football_sim_engine_realism_roadmap.md,392,,,,,Present in docs/spec/stub pack.,,,,TBD,,Review/approve field,pending-review
Playbook / Scheme,counters,Counters,string,,spec-only,ai-pack/college-football-management-ai-pack/10_SIMULATION_SYSTEMS.md,445,,,,,Present in docs/spec/stub pack.,,,,TBD,,Review/approve field,pending-review
Playbook / Scheme,situation preferences,Situation Preferences,,,missing-but-needed,,,,,,,,,,,TBD,Not found as a current field in scanned code/data; included from requested inventory scope or implied game concept.,Review/approve field,pending-review
Playbook / Scheme,red zone suitability,Red Zone Suitability,,,missing-but-needed,,,,,,,,,,,TBD,Not found as a current field in scanned code/data; included from requested inventory scope or implied game concept.,Review/approve field,pending-review
Playbook / Scheme,short-yardage suitability,Short Yardage Suitability,,,missing-but-needed,,,,,,,,,,,TBD,Not found as a current field in scanned code/data; included from requested inventory scope or implied game concept.,Review/approve field,pending-review
Playbook / Scheme,explosive potential,Explosive Potential,,,missing-but-needed,,,,,,,,,,,TBD,Not found as a current field in scanned code/data; included from requested inventory scope or implied game concept.,Review/approve field,pending-review
Playbook / Scheme,risk level,Risk Level,,,missing-but-needed,,,,,,,,,,,TBD,Not found as a current field in scanned code/data; included from requested inventory scope or implied game concept.,Review/approve field,pending-review
Playbook / Scheme,aggressive,Aggressive,string,Aggressive,existing-code,app.js,63,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,,Review/approve field,pending-review
Playbook / Scheme,tempo,Tempo,string,Balanced,existing-code,runtime/sim-core.js,95,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,,Review/approve field,pending-review
Playbook / Scheme,academic,Academic,string,0.5,existing-code,harness/scenarios/registry.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,academicScore,Academic Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,accessor,Accessor,string,(r) => r.nilDemand ? `$${Number(r.nilDemand).toFixed(1),existing-code,app.js,6084,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,actorId,Actor Id,string,U,existing-code,js/sim/tests/persistence-tests.js,66,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,advantage,Advantage,string,-100..100,existing-code,js/sim/matchup/matchup.js,10,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,aggressiveness,Aggressiveness,string,0.5,existing-code,js/sim/playgen/play-selector.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,ambition,Ambition,string,10,existing-code,app.js,9664,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,attrs,Attrs,string,{,existing-code,js/sim/tests/portal-v2-tests.js,106,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,blurb,Blurb,string,Steady mix. No bonuses or penalties.,existing-code,app.js,3159,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,breakdown,Breakdown,string,{input: contribution,existing-code,js/sim/recruiting/recruiting-v2.js,73,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,cat,Cat,string,Football IQ,existing-code,app.js,596,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,CB,Cb,string,6,existing-code,app.js,9254,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,classYear,Class Year,string,HS_SR,existing-code,js/sim/tests/m18-tests.js,86,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,coach,Coach,string,0.80,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,coachability,Coachability,string,10,existing-code,app.js,9664,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,coachRep,Coach Rep,string,10,existing-code,app.js,9180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,coachStyle,Coach Style,string,0.6,existing-code,harness/scenarios/registry.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,communityFit,Community Fit,string,0.5,existing-code,harness/scenarios/registry.js,70,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,communityScore,Community Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,confidence,Confidence,string,0..1,existing-code,js/sim/matchup/matchup.js,10,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,consequence,Consequence,string,Increases interest,existing-code,app.js,2902,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,DE,De,string,3,existing-code,app.js,9253,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,departingStaff,Departing Staff,string,"{ role: ""HC",existing-code,js/sim/tests/coaching-carousel-tests.js,140,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,depth,Depth,string,0-100,existing-code,js/sim/matchup/matchup.js,78,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,depthAtPosition,Depth At Position,string,30,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,desc,Desc,string,Traditional huddle. Controls the clock and maximizes precision.,existing-code,app.js,66,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,devCurve,Dev Curve,string,Steady,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,devReputation,Dev Reputation,string,0.5,existing-code,harness/scenarios/registry.js,68,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,distance,Distance,string,0.55,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,distanceFromProspect,Distance From Prospect,string,30,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,DT,Dt,string,5,existing-code,app.js,9253,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,exposure,Exposure,string,0.6,existing-code,harness/scenarios/registry.js,68,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,exposureScore,Exposure Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,facilitiesScore,Facilities Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,familyInfluence,Family Influence,string,10,existing-code,app.js,9664,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,fanCulture,Fan Culture,string,0.5,existing-code,harness/scenarios/registry.js,70,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,fatigueDefense,Fatigue Defense,string,0,existing-code,js/sim/playgen/play-resolver.js,166,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,fatigueNote,Fatigue Note,string,Low fatigue load — depth matters less,existing-code,app.js,66,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,fatigueOffense,Fatigue Offense,string,0,existing-code,js/sim/playgen/play-resolver.js,166,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,html,Html,string,"`<div class=""data-list""><button class=""data-row clickable-row"" data-open-view=""d",existing-code,app.js,7559,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,id,Id,string,assignment_sound,existing-code,app.js,596,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,incomingStaff,Incoming Staff,string,null,existing-code,js/sim/tests/coaching-carousel-tests.js,140,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,injuryDelta,Injury Delta,string,0,existing-code,app.js,3160,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,input,Input,string,weight 0-1,existing-code,js/sim/recruiting/recruiting-v2.js,71,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,interest,Interest,string,0-100,existing-code,js/sim/recruiting/recruiting-v2.js,73,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,iq,Iq,string,0.10,existing-code,app.js,4202,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,label,Label,string,Assignment Sound,existing-code,app.js,596,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,loyalty,Loyalty,string,10,existing-code,app.js,9664,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,LS,Ls,string,1,existing-code,app.js,9255,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,mental,Mental,string,0.15,existing-code,app.js,4202,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,mentalBoost,Mental Boost,string,true,existing-code,app.js,3164,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,message,Message,string,Wind/rain shrinks deep windows,existing-code,js/sim/matchup/matchup.js,56,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,moraleDelta,Morale Delta,string,0,existing-code,app.js,3160,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,name,Name,string,Pocket Distributor,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,needsByPosition,Needs By Position,string,{ QB: 90,existing-code,js/sim/tests/portal-v2-tests.js,107,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,nil,Nil,string,0.45,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,nilActual,Nil Actual,string,0,existing-code,app.js,7442,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,nilBudgetK,Nil Budget K,string,800,existing-code,js/sim/tests/portal-v2-tests.js,107,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,nilPool,Nil Pool,string,1,existing-code,app.js,9180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,nilTier,Nil Tier,string,8,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,opinion,Opinion,string,"`We are currently ${prospect.interest > 60 ? ""leading"" : ""in the mix",existing-code,app.js,2898,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,ovr,Ovr,string,85,existing-code,js/sim/tests/portal-v2-tests.js,106,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,P,P,string,1,existing-code,app.js,9255,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,physical,Physical,string,0.55,existing-code,app.js,4202,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,playerTeamId,Player Team Id,string,p0,existing-code,js/sim/tests/m18-tests.js,92,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,playFamily,Play Family,string,spike,existing-code,js/sim/playgen/play-selector.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,playingTime,Playing Time,string,0.70,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,playingTimeOpen,Playing Time Open,string,false,existing-code,app.js,9180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,plays,Plays,string,58,existing-code,app.js,66,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,pos,Pos,string,true,existing-code,app.js,596,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,posAttrBoost,Pos Attr Boost,string,true,existing-code,app.js,3166,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,position,Position,string,WR,existing-code,js/sim/tests/m18-tests.js,86,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,pref,Pref,string,{playingTime:0.70,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,preferences,Preferences,string,{ playingTime: 0.9,existing-code,js/sim/tests/m18-tests.js,19,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,preferredScheme,Preferred Scheme,string,spread,existing-code,js/sim/tests/portal-v2-tests.js,106,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,prestige,Prestige,string,0.85,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,programPrestige,Program Prestige,string,0.65,existing-code,harness/scenarios/registry.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,QB,Qb,string,90,existing-code,js/sim/tests/portal-v2-tests.js,107,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,random,Random,string,makeRng(7),existing-code,js/sim/tests/m18-tests.js,92,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,rating,Rating,string,0-100,existing-code,js/sim/matchup/matchup.js,78,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,reasonCodes,Reason Codes,string,[...],existing-code,js/sim/matchup/matchup.js,10,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,recentSuccess,Recent Success,string,65,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,recentWinPct,Recent Win Pct,string,0.75,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,recruitingTier,Recruiting Tier,string,8,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,recruitNote,Recruit Note,string,Appeals to power-run and pro-style recruits,existing-code,app.js,66,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,role,Role,string,Recruiting Coordinator,existing-code,app.js,2898,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,S,S,string,5,existing-code,app.js,9254,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,scheme,Scheme,string,0.90,existing-code,app.js,305,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,schemeBias,Scheme Bias,string,ourBall ? tactical.offense : -tactical.defense,existing-code,runtime/sim-core.js,161,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,schemeFit,Scheme Fit,string,0.5,existing-code,app.js,9180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,schemeTag,Scheme Tag,string,Pro-Style / Power Run,existing-code,app.js,66,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,score,Score,string,Math.round(score),existing-code,js/sim/portal/portal-v2.js,203,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,side,Side,string,defense,existing-code,js/sim/matchup/matchup.js,56,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,staminaDelta,Stamina Delta,string,0,existing-code,app.js,3160,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,stars,Stars,string,4-star,existing-code,js/sim/tests/m18-tests.js,86,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,status,Status,string,`${player.name,existing-code,app.js,7562,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,summary,Summary,string,scout,existing-code,js/sim/tests/persistence-tests.js,66,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,talentFloor,Talent Floor,string,78,existing-code,js/sim/tests/portal-v2-tests.js,107,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,technical,Technical,string,0.20,existing-code,app.js,4202,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,tempoMode,Tempo Mode,string,No-Huddle,existing-code,js/sim/playgen/play-selector.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,trueRating,True Rating,string,75,existing-code,js/sim/tests/m18-tests.js,87,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,type,Type,string,recruit_action,existing-code,js/sim/tests/persistence-tests.js,66,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Playbook / Scheme,units,Units,string,offUnits,existing-code,js/sim/playgen/play-resolver.js,167,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
