Entity,Field Name,Display Label,Data Type,Example Value,Source Status,Source File,Source Line / Location,Required?,Nullable?,Default Value,Enum / Allowed Values,Current Usage,Used On Screens,Editable By User?,Dynamic / Computed?,Persistence Needed?,Notes,Recommendation,Approval Status
Program,_id,Id,string,`n${i,existing-code,app.js,8518,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,academic,Academic,string,0.5,existing-code,harness/scenarios/registry.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,academicScore,Academic Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,accessor,Accessor,string,(r) => r.name,existing-code,app.js,6804,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,activeId,Active Id,string,state.tab,existing-code,app.js,6696,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,actorName,Actor Name,string,prog.shortName,existing-code,app.js,7289,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,align,Align,string,center,existing-code,app.js,8520,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,amountSpent,Amount Spent,string,0,existing-code,js/sim/nil/nil-engine.js,67,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Atlantic,Atlantic,string,Atlantic,existing-code,app.js,9499,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,atmosphere,Atmosphere,string,15,mock-only,data/demo-world.js,447,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Aurora,Aurora,string,Aurora,existing-code,app.js,9503,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,award,Award,string,All-Conference,existing-code,js/sim/tests/alumni-tests.js,61,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,awardsWon,Awards Won,string,[],existing-code,js/sim/tests/alumni-tests.js,71,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,band,Band,string,p.band,existing-code,js/sim/realignment/realignment-engine.js,281,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,bandLabel,Band Label,string,bandLabels[result.band] || result.band,existing-code,app.js,7489,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Bayfield,Bayfield,string,Bayfield,existing-code,app.js,9500,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,behavior,Behavior,string,smooth,existing-code,app.js,13671,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,block,Block,string,start,existing-code,app.js,13671,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,boardPatience,Board Patience,string,13,mock-only,data/demo-world.js,401,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,boise,Boise,string,0.85,existing-code,js/sim/tests/realignment-tests.js,120,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,boosterStrength,Booster Strength,string,14,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,bowls,Bowls,string,0,existing-code,app.js,7321,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,brandReach,Brand Reach,string,14,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,breakdown,Breakdown,string,{input: contribution,existing-code,js/sim/recruiting/recruiting-v2.js,73,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Brookline,Brookline,string,Brookline,existing-code,app.js,9503,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,campusAppeal,Campus Appeal,string,16,mock-only,data/demo-world.js,402,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,candidatePool,Candidate Pool,string,pool,existing-code,app.js,7280,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Capitol,Capitol,string,Capitol,existing-code,app.js,9502,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,career,Career,string,"{ programId: ""ghost",existing-code,js/sim/tests/invariants-tests.js,55,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,careerStats,Career Stats,string,{ totals: {,existing-code,js/sim/tests/alumni-tests.js,71,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,careerTotals,Career Totals,string,{ passing_yards: 12000,existing-code,js/sim/tests/alumni-tests.js,119,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Cascade,Cascade,string,Cascade,existing-code,app.js,9499,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,cat,Cat,string,Football IQ,existing-code,app.js,602,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,category,Category,string,bowl_appearance,existing-code,js/sim/tests/scrapbook-tests.js,41,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Catholic,Catholic,string,Catholic,existing-code,app.js,9507,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Cedar,Cedar,string,Cedar,existing-code,app.js,9500,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,cellType,Cell Type,string,rating,existing-code,app.js,8523,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Christian,Christian,string,Christian,existing-code,app.js,9506,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,classYear,Class Year,string,HS_SR,existing-code,js/sim/tests/m18-tests.js,86,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,coach,Coach,string,0.8,existing-code,js/sim/tests/m18-tests.js,19,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,coachRep,Coach Rep,string,88,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,coachStyle,Coach Style,string,0.6,existing-code,harness/scenarios/registry.js,69,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,colId,Col Id,string,position,existing-code,app.js,6364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,College,College,string,College,existing-code,app.js,9506,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,columns,Columns,string,cols,existing-code,app.js,8735,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,communityFit,Community Fit,string,0.5,existing-code,harness/scenarios/registry.js,70,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,communityScore,Community Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,complianceCulture,Compliance Culture,string,16,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,concessionQuality,Concession Quality,string,14,mock-only,data/demo-world.js,449,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,conference,Conference,string,teams[id].conference,existing-code,harness/soak.js,179,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,conferenceMap,Conference Map,string,CONFS,existing-code,js/sim/tests/realignment-tests.js,51,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,conferences,Conferences,string,world.conferences,existing-code,app.js,7364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,confId,Conf Id,string,int,existing-code,js/sim/realignment/realignment-engine.js,168,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,controls,Controls,string,[],existing-code,app.js,6697,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,coyAwards,Coy Awards,string,0,existing-code,app.js,7321,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Crescent,Crescent,string,Crescent,existing-code,app.js,9499,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,crowdNoise,Crowd Noise,string,14,mock-only,data/demo-world.js,448,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,currentTier,Current Tier,string,cand.currentTier,existing-code,js/sim/realignment/realignment-engine.js,235,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,dataAnalysis,Data Analysis,string,14,mock-only,data/demo-world.js,355,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,dataAttr,Data Attr,string,portal-tab,existing-code,app.js,6696,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,defenders,Defenders,string,{,existing-code,app.js,5312,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,defense,Defense,string,81,existing-code,js/m0/foundation.js,816,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,defensiveStrategy,Defensive Strategy,string,13,mock-only,data/demo-world.js,353,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,departReason,Depart Reason,string,drafted,existing-code,js/sim/tests/alumni-tests.js,78,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,departureReason,Departure Reason,string,drafted,existing-code,js/sim/tests/alumni-tests.js,119,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,departureSeason,Departure Season,string,2025,existing-code,js/sim/tests/alumni-tests.js,119,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,depthAtPosition,Depth At Position,string,30,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,details,Details,string,CGM_NIL not loaded,existing-code,harness/scenarios/registry.js,36,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,devCurve,Dev Curve,string,Steady,existing-code,app.js,9343,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,developmentQuality,Development Quality,string,50,existing-code,app.js,3872,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,devReputation,Dev Reputation,string,0.5,existing-code,harness/scenarios/registry.js,68,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,digitalEngagement,Digital Engagement,string,14,mock-only,data/demo-world.js,406,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,disciplineCulture,Discipline Culture,string,14,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,distance,Distance,string,0.4,existing-code,js/sim/tests/m18-tests.js,19,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,distanceFromProspect,Distance From Prospect,string,30,existing-code,js/sim/tests/m18-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,donorReliability,Donor Reliability,string,14,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,draft,Draft,string,{ round: 1,existing-code,js/sim/tests/alumni-tests.js,119,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,draftedOnly,Drafted Only,string,true,existing-code,js/sim/tests/alumni-tests.js,129,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,draftPick,Draft Pick,string,7,existing-code,js/sim/tests/alumni-tests.js,47,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,draftRound,Draft Round,string,1,existing-code,js/sim/tests/alumni-tests.js,47,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,draftTier,Draft Tier,string,Top-10,existing-code,js/sim/tests/alumni-tests.js,47,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Eastern,Eastern,string,Eastern,existing-code,app.js,9501,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,emphasis,Emphasis,string,previous,existing-code,app.js,3556,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,emptyMessage,Empty Message,string,No projection table yet.,existing-code,app.js,7920,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,endYear,End Year,string,2031,existing-code,js/sim/tests/alumni-tests.js,95,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,expected,Expected,string,state.programs.length,existing-code,js/sim/qc/invariants.js,91,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,experienceMode,Experience Mode,string,career.experienceMode,existing-code,app.js,10780,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,exposure,Exposure,string,0.6,existing-code,harness/scenarios/registry.js,68,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,exposureScore,Exposure Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,facilitiesQuality,Facilities Quality,string,15,mock-only,data/demo-world.js,404,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,facilitiesScore,Facilities Score,string,70,existing-code,harness/scenarios/registry.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Fairview,Fairview,string,Fairview,existing-code,app.js,9503,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,fanBase,Fan Base,string,large,existing-code,js/sim/tests/m18-tests.js,149,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,fanBaseScore,Fan Base Score,string,teams[id].fanBaseScore,existing-code,harness/soak.js,180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,fanCulture,Fan Culture,string,0.5,existing-code,harness/scenarios/registry.js,70,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,fanPassion,Fan Passion,string,15,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,finalRecord,Final Record,string,11-2,existing-code,js/sim/tests/scrapbook-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,fiscalHealth,Fiscal Health,string,14,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,fromConf,From Conf,string,mwc,existing-code,js/sim/tests/realignment-tests.js,150,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,Frontier,Frontier,string,Frontier,existing-code,app.js,9502,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,fullName,Full Name,string,Dan Carter,existing-code,js/sim/tests/alumni-tests.js,93,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,gameManagement,Game Management,string,16,mock-only,data/demo-world.js,354,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Program,gamesIncluded,Games Included,string,0,existing-code,app.js,5293,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
