Entity,Field Name,Display Label,Data Type,Example Value,Source Status,Source File,Source Line / Location,Required?,Nullable?,Default Value,Enum / Allowed Values,Current Usage,Used On Screens,Editable By User?,Dynamic / Computed?,Persistence Needed?,Notes,Recommendation,Approval Status
Conference,awardsWon,Awards Won,string,[,existing-code,js/sim/tests/alumni-tests.js,60,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,ballots,Ballots,string,ballotsResult.ballots,existing-code,app.js,7210,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,band,Band,string,p.band,existing-code,js/sim/realignment/realignment-engine.js,281,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,beta,Beta,string,[],existing-code,harness/soak.js,135,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,blend,Blend,string,qb,existing-code,js/sim/tests/awards-tests.js,12,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,boardPatience,Board Patience,string,13,mock-only,data/demo-world.js,401,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,boise,Boise,string,0.85,existing-code,js/sim/tests/realignment-tests.js,120,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,BoomBust,Boom Bust,string,Boom/Bust,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,boosterStrength,Booster Strength,string,14,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,brandReach,Brand Reach,string,14,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,breaks,Breaks,string,breaks.breaks,existing-code,app.js,7210,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,campusAppeal,Campus Appeal,string,16,mock-only,data/demo-world.js,402,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,candidates,Candidates,string,[{playerId,existing-code,js/sim/awards/awards-engine.js,118,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,careerStats,Career Stats,string,{ totals: { rushing_yards: 500,existing-code,js/sim/tests/alumni-tests.js,60,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,cat,Cat,string,Dev Curve,existing-code,app.js,528,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,category,Category,string,practice,existing-code,js/sim/tests/scrapbook-tests.js,49,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,check,Check,string,realignmentTotal,existing-code,harness/soak.js,225,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,coach,Coach,string,0.90,existing-code,app.js,358,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,complianceCulture,Compliance Culture,string,16,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,conf,Conf,string,conferenceByTeamId[p.teamId] || null,existing-code,js/sim/awards/awards-engine.js,179,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,conferenceMap,Conference Map,string,CONFS,existing-code,js/sim/tests/realignment-tests.js,51,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,conferences,Conferences,string,world.conferences,existing-code,app.js,7364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,conferenceStrength,Conference Strength,string,0.9,existing-code,js/sim/tests/awards-tests.js,12,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,confId,Conf Id,string,[{position,existing-code,js/sim/awards/awards-engine.js,156,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,currentTier,Current Tier,string,G5+,existing-code,js/sim/tests/realignment-tests.js,65,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,dataAttr,Data Attr,string,rankings-tab,existing-code,app.js,8547,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,devCurve,Dev Curve,string,Late,existing-code,app.js,358,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,digitalEngagement,Digital Engagement,string,14,mock-only,data/demo-world.js,406,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,disciplineCulture,Discipline Culture,string,14,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,distance,Distance,string,0.60,existing-code,app.js,358,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,donorReliability,Donor Reliability,string,14,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,Early,Early,string,Early Bloomer,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,emptyMessage,Empty Message,string,No rivalry ledger yet.,existing-code,app.js,8706,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,equality,Equality,string,true,existing-code,harness/soak.js,215,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,expected,Expected,string,`${SOAK_BANDS.realignmentTotal.min,existing-code,harness/soak.js,225,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,facilitiesQuality,Facilities Quality,string,15,mock-only,data/demo-world.js,404,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,fanBaseScore,Fan Base Score,string,teams[id].fanBaseScore,existing-code,harness/soak.js,180,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,fanPassion,Fan Passion,string,15,mock-only,data/demo-world.js,400,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,finalRecord,Final Record,string,11-2,existing-code,js/sim/tests/scrapbook-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,fiscalHealth,Fiscal Health,string,14,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,fit,Fit,string,rejected_full,existing-code,js/sim/realignment/realignment-engine.js,122,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,from,From,string,c,mock-only,data/fbs-world.js,377,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,G5,G5,string,G5,existing-code,js/sim/realignment/realignment-engine.js,25,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,geoFit,Geo Fit,string,0.7,existing-code,js/sim/tests/realignment-tests.js,65,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,history,History,string,clone((data.pulseState.history || []).slice(0,existing-code,app.js,10643,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,html,Html,string,"`<div class=""data-list""><div class=""data-row""><span>Rank</span><span>${selectedR",existing-code,app.js,8563,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,idx,Idx,string,5,mock-only,data/fbs-world.js,377,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,Indep,Indep,string,Indep,existing-code,js/sim/realignment/realignment-engine.js,25,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,innovationAppetite,Innovation Appetite,string,15,mock-only,data/demo-world.js,405,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,issues,Issues,string,v.issues,existing-code,harness/soak.js,271,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,keyPrefix,Key Prefix,string,rivalry,existing-code,app.js,8706,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,label,Label,string,High Ceiling,existing-code,app.js,528,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,Late,Late,string,Late Bloomer,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,length,Length,string,18,existing-code,js/sim/tests/realignment-tests.js,75,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,limit,Limit,string,3,existing-code,js/sim/tests/scrapbook-tests.js,55,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,longTermVision,Long Term Vision,string,16,mock-only,data/demo-world.js,406,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,losses,Losses,string,0,existing-code,app.js,2275,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,max,Max,string,60,existing-code,harness/soak.js,212,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,medicalSupport,Medical Support,string,14,mock-only,data/demo-world.js,404,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,memphis,Memphis,string,0.82,existing-code,js/sim/tests/realignment-tests.js,120,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,merchandisingPower,Merchandising Power,string,13,mock-only,data/demo-world.js,406,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,min,Min,string,1,existing-code,harness/soak.js,212,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,minTier,Min Tier,string,S.TIER.NOTABLE,existing-code,js/sim/tests/scrapbook-tests.js,55,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,moves,Moves,string,[{programId,existing-code,js/sim/realignment/realignment-engine.js,172,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,nil,Nil,string,0.40,existing-code,app.js,358,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,nilCapacity,Nil Capacity,string,14,mock-only,data/demo-world.js,401,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,nilStructure,Nil Structure,string,15,mock-only,data/demo-world.js,401,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,nutritionProgram,Nutrition Program,string,15,mock-only,data/demo-world.js,404,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,openView,Open View,string,rankings,existing-code,app.js,8543,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,opinion,Opinion,string,Three of our top-5 targets have NIL expectations above our current cap.,existing-code,app.js,3064,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,OSU,Osu,string,0.7,existing-code,js/sim/tests/awards-tests.js,91,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,ovr,Ovr,string,88,existing-code,js/sim/tests/awards-tests.js,10,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,P4,P4,string,P4,existing-code,js/sim/realignment/realignment-engine.js,25,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,passing_ints,Passing Ints,string,6,existing-code,js/sim/tests/awards-tests.js,11,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,passing_tds,Passing Tds,string,36,existing-code,js/sim/tests/awards-tests.js,11,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,passing_yards,Passing Yards,string,3800,existing-code,js/sim/tests/awards-tests.js,11,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,pipelineAccess,Pipeline Access,string,14,mock-only,data/demo-world.js,406,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,player,Player,string,p,existing-code,js/sim/awards/awards-engine.js,179,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,playerId,Player Id,string,b.winner.playerId,existing-code,app.js,7172,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,playerName,Player Name,string,b.winner.playerName,existing-code,app.js,7172,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,playingTime,Playing Time,string,0.55,existing-code,app.js,358,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,pos,Pos,string,true,existing-code,app.js,528,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,position,Position,string,b.winner.position,existing-code,app.js,7172,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,postseasonPerformance,Postseason Performance,string,true,existing-code,js/sim/tests/awards-tests.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,pref,Pref,string,{playingTime:0.55,existing-code,app.js,358,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,pressure,Pressure,string,p.pressure,existing-code,js/sim/realignment/realignment-engine.js,281,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,prestige,Prestige,string,0.65,existing-code,app.js,358,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,program,Program,string,p,existing-code,js/sim/realignment/realignment-engine.js,196,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,programName,Program Name,string,Lakeview,existing-code,js/sim/tests/scrapbook-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,random,Random,string,rand,existing-code,js/sim/tests/realignment-tests.js,139,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,rating,Rating,string,Number(row[3]) || 70,existing-code,app.js,9592,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,realignmentMoves,Realignment Moves,array,"[{'programId': 'T08', 'programName': 'T08', 'fromConf': 'beta', 'toConf': 'alpha', 'year': 2032, 'pressure': 56, 'reasonCodes': ['ambition_above_conference', 'recent_success', 'tie",mock-only,harness/runs/soak/seed_1.json,JSON traversal,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,reasonCodes,Reason Codes,string,list[0].reasonCodes,existing-code,js/sim/awards/awards-engine.js,193,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,recentMovesInConf,Recent Moves In Conf,string,0,existing-code,js/sim/tests/realignment-tests.js,40,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,recentWinPct,Recent Win Pct,string,0.78,existing-code,js/sim/tests/realignment-tests.js,32,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,recruitingFootprint,Recruiting Footprint,string,14,mock-only,data/demo-world.js,401,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,recursive,Recursive,string,true,existing-code,harness/soak.js,269,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,rivalriesAtRisk,Rivalries At Risk,string,4,existing-code,js/sim/tests/realignment-tests.js,56,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,rivalryHeat,Rivalry Heat,string,15,mock-only,data/demo-world.js,403,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,role,Role,string,Recruiting Director,existing-code,app.js,3064,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,rushing_tds,Rushing Tds,string,12,existing-code,js/sim/tests/awards-tests.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,rushing_yards,Rushing Yards,string,500,existing-code,js/sim/tests/alumni-tests.js,60,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,scheme,Scheme,string,0.55,existing-code,app.js,358,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,score,Score,string,b.winner.score,existing-code,app.js,7172,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,season,Season,string,2030,existing-code,js/sim/tests/scrapbook-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,seasons,Seasons,string,[],existing-code,js/sim/tests/alumni-tests.js,60,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,seasonYear,Season Year,string,2030,existing-code,js/sim/tests/alumni-tests.js,65,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,sentiment,Sentiment,string,neutral,existing-code,js/sim/media/voices-engine.js,71,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,severity,Severity,string,MAJOR,existing-code,harness/soak.js,225,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,shortName,Short Name,string,id,existing-code,harness/soak.js,109,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Conference,snapshot,Snapshot,string,clone(data.pulseState.snapshot),existing-code,app.js,10643,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
