gameId,seasonYear,week,date,homeProgramId,awayProgramId,neutralSite,stadiumId,conferenceGame,rivalryGame,kickoffTime,tvNetwork,status,homeScore,awayScore
game_2026_w01_0026,2026,1,2026-08-08,program_baylor,program_lsu,False,stadium_baylor,False,False,19:00 CT,Streaming,scheduled,,
game_2026_w01_0027,2026,1,2026-08-08,program_iowa,program_colorado,False,stadium_iowa,False,False,18:30 CT,ESPN,scheduled,,
game_2026_w01_0028,2026,1,2026-08-08,program_hawaii,program_penn_state,False,stadium_hawaii,False,False,18:30 CT,NBC,scheduled,,
game_2026_w01_0029,2026,1,2026-08-08,program_texas,program_new_mexico,False,stadium_texas,False,False,14:30 CT,FOX,scheduled,,
game_2026_w01_0030,2026,1,2026-08-08,program_boise_state,program_florida_state,False,stadium_boise_state,False,False,14:30 CT,Streaming,scheduled,,
game_2026_w01_0031,2026,1,2026-08-08,program_louisiana,program_smu,False,stadium_louisiana,False,False,14:30 CT,ESPN2,scheduled,,
game_2026_w01_0032,2026,1,2026-08-08,program_western_michigan,program_arizona_state,False,stadium_western_michigan,False,False,11:00 CT,FOX,scheduled,,
game_2026_w01_0033,2026,1,2026-08-08,program_appalachian_state,program_eastern_michigan,False,stadium_appalachian_state,False,False,19:00 CT,CBS,scheduled,,
game_2026_w01_0034,2026,1,2026-08-08,program_utah_state,program_troy,False,stadium_utah_state,False,False,14:30 CT,CW,scheduled,,
game_2026_w01_0035,2026,1,2026-08-08,program_north_carolina,program_maryland,False,stadium_north_carolina,False,False,19:00 CT,TBD,scheduled,,
game_2026_w01_0036,2026,1,2026-08-08,program_kansas_state,program_tulsa,False,stadium_kansas_state,False,False,18:30 CT,TBD,scheduled,,
game_2026_w01_0037,2026,1,2026-08-08,program_oklahoma,program_florida_atlantic,False,stadium_oklahoma,False,False,11:00 CT,FOX,scheduled,,
game_2026_w01_0038,2026,1,2026-08-08,program_ulm,program_usf,False,stadium_ulm,False,False,11:00 CT,ESPN,scheduled,,
game_2026_w01_0039,2026,1,2026-08-08,program_ball_state,program_wyoming,False,stadium_ball_state,False,False,18:30 CT,CW,scheduled,,
game_2026_w01_0040,2026,1,2026-08-08,program_iowa_state,program_mississippi_state,False,stadium_iowa_state,False,False,11:00 CT,CBS,scheduled,,
game_2026_w01_0041,2026,1,2026-08-08,program_miami_fl,program_kennesaw_state,False,stadium_miami_fl,False,False,19:00 CT,CBS,scheduled,,
game_2026_w01_0042,2026,1,2026-08-08,program_san_diego_state,program_tcu,False,stadium_san_diego_state,False,False,11:00 CT,ABC,scheduled,,
game_2026_w01_0043,2026,1,2026-08-08,program_coastal_carolina,program_wisconsin,False,stadium_coastal_carolina,False,False,11:00 CT,NBC,scheduled,,
game_2026_w01_0044,2026,1,2026-08-08,program_georgia_state,program_rice,False,stadium_georgia_state,False,False,18:30 CT,ESPN,scheduled,,
game_2026_w01_0045,2026,1,2026-08-08,program_northwestern,program_utah,False,stadium_northwestern,False,False,14:30 CT,FOX,scheduled,,
game_2026_w01_0046,2026,1,2026-08-08,program_oklahoma_state,program_rutgers,False,stadium_oklahoma_state,False,False,11:00 CT,FS1,scheduled,,
game_2026_w01_0047,2026,1,2026-08-08,program_central_michigan,program_arkansas_state,False,stadium_central_michigan,False,False,18:30 CT,FS1,scheduled,,
game_2026_w01_0048,2026,1,2026-08-08,program_old_dominion,program_sam_houston,False,stadium_old_dominion,False,False,18:30 CT,Streaming,scheduled,,
game_2026_w01_0049,2026,1,2026-08-08,program_south_alabama,program_colorado_state,False,stadium_south_alabama,False,False,14:30 CT,FS1,scheduled,,
game_2026_w01_0050,2026,1,2026-08-08,program_stanford,program_texas_tech,False,stadium_stanford,False,False,11:00 CT,FS1,scheduled,,
game_2026_w01_0051,2026,1,2026-08-08,program_tennessee,program_utsa,False,stadium_tennessee,False,False,19:00 CT,ESPN2,scheduled,,
game_2026_w01_0052,2026,1,2026-08-08,program_texas_a_m,program_california,False,stadium_texas_a_m,False,False,18:30 CT,Streaming,scheduled,,
game_2026_w01_0053,2026,1,2026-08-08,program_arkansas,program_boston_college,False,stadium_arkansas,False,False,14:30 CT,CBS,scheduled,,
game_2026_w01_0054,2026,1,2026-08-08,program_georgia,program_nc_state,False,stadium_georgia,False,False,14:30 CT,FS1,scheduled,,
game_2026_w01_0055,2026,1,2026-08-08,program_houston,program_kent_state,False,stadium_houston,False,False,18:30 CT,ABC,scheduled,,
game_2026_w01_0056,2026,1,2026-08-08,program_auburn,program_fresno_state,False,stadium_auburn,False,False,14:30 CT,ABC,scheduled,,
game_2026_w01_0057,2026,1,2026-08-08,program_north_texas,program_ohio,False,stadium_north_texas,False,False,19:00 CT,ESPN,scheduled,,
game_2026_w01_0058,2026,1,2026-08-08,program_vanderbilt,program_louisiana_tech,False,stadium_vanderbilt,False,False,18:30 CT,TBD,scheduled,,
game_2026_w01_0059,2026,1,2026-08-08,program_unlv,program_missouri,False,stadium_unlv,False,False,14:30 CT,Streaming,scheduled,,
game_2026_w01_0060,2026,1,2026-08-08,program_charlotte,program_liberty,False,stadium_charlotte,False,False,14:30 CT,FS1,scheduled,,
game_2026_w01_0061,2026,1,2026-08-08,program_miami_oh,program_pittsburgh,False,stadium_miami_oh,False,False,11:00 CT,FS1,scheduled,,
game_2026_w01_0062,2026,1,2026-08-08,program_akron,program_wake_forest,False,stadium_akron,False,False,14:30 CT,ESPN2,scheduled,,
game_2026_w01_0063,2026,1,2026-08-08,program_georgia_southern,program_arizona,False,stadium_georgia_southern,False,False,19:00 CT,CBS,scheduled,,
game_2026_w01_0064,2026,1,2026-08-08,program_air_force,program_jacksonville_state,False,stadium_air_force,False,False,11:00 CT,Streaming,scheduled,,
game_2026_w01_0065,2026,1,2026-08-08,program_oregon,program_virginia_tech,False,stadium_oregon,False,False,18:30 CT,ABC,scheduled,,
game_2026_w01_0066,2026,1,2026-08-08,program_missouri_state,program_cincinnati,False,stadium_missouri_state,False,False,14:30 CT,ESPN2,scheduled,,
game_2026_w01_0067,2026,1,2026-08-08,program_james_madison,program_usc,False,stadium_james_madison,False,False,11:00 CT,CW,scheduled,,
game_2026_w01_0068,2026,1,2026-08-08,program_oregon_state,program_purdue,False,stadium_oregon_state,False,False,19:00 CT,FOX,scheduled,,
game_2026_w01_0069,2026,1,2026-08-08,program_utep,program_clemson,False,stadium_utep,False,False,18:30 CT,NBC,scheduled,,
game_2026_w02_0070,2026,2,2026-09-15,program_purdue,program_ohio,False,stadium_purdue,False,False,19:00 CT,Streaming,scheduled,,
game_2026_w02_0071,2026,2,2026-09-15,program_appalachian_state,program_minnesota,False,stadium_appalachian_state,False,False,14:30 CT,ABC,scheduled,,
game_2026_w02_0072,2026,2,2026-09-15,program_memphis,program_boston_college,False,stadium_memphis,False,False,19:00 CT,FS1,scheduled,,
game_2026_w02_0073,2026,2,2026-09-15,program_houston,program_wyoming,False,stadium_houston,False,False,19:00 CT,CBS,scheduled,,
game_2026_w02_0074,2026,2,2026-09-15,program_tennessee,program_oklahoma_state,False,stadium_tennessee,False,False,18:30 CT,ABC,scheduled,,
game_2026_w02_0075,2026,2,2026-09-15,program_ball_state,program_utep,False,stadium_ball_state,False,False,18:30 CT,CW,scheduled,,
game_2026_w02_0076,2026,2,2026-09-15,program_wake_forest,program_missouri,False,stadium_wake_forest,False,False,11:00 CT,TBD,scheduled,,
game_2026_w02_0077,2026,2,2026-09-15,program_fiu,program_buffalo,False,stadium_fiu,False,False,14:30 CT,CBS,scheduled,,
game_2026_w02_0078,2026,2,2026-09-15,program_pittsburgh,program_tulane,False,stadium_pittsburgh,False,False,19:00 CT,TBD,scheduled,,
game_2026_w02_0079,2026,2,2026-09-15,program_texas,program_james_madison,False,stadium_texas,False,False,19:00 CT,FOX,scheduled,,
game_2026_w02_0080,2026,2,2026-09-15,program_ole_miss,program_smu,False,stadium_ole_miss,False,False,11:00 CT,CW,scheduled,,
game_2026_w02_0081,2026,2,2026-09-15,program_alabama,program_kansas,False,stadium_alabama,False,False,19:00 CT,ESPN,scheduled,,
game_2026_w02_0082,2026,2,2026-09-15,program_new_mexico,program_north_texas,False,stadium_new_mexico,False,False,18:30 CT,CBS,scheduled,,
game_2026_w02_0083,2026,2,2026-09-15,program_georgia,program_marshall,False,stadium_georgia,False,False,18:30 CT,FOX,scheduled,,
game_2026_w02_0084,2026,2,2026-09-15,program_unlv,program_south_alabama,False,stadium_unlv,False,False,11:00 CT,NBC,scheduled,,
game_2026_w02_0085,2026,2,2026-09-15,program_north_dakota_state,program_jacksonville_state,False,stadium_north_dakota_state,False,False,11:00 CT,ESPN,scheduled,,
game_2026_w02_0086,2026,2,2026-09-15,program_army,program_iowa_state,False,stadium_army,False,False,19:00 CT,ABC,scheduled,,
game_2026_w02_0087,2026,2,2026-09-15,program_fresno_state,program_ohio_state,False,stadium_fresno_state,False,False,14:30 CT,ABC,scheduled,,
game_2026_w02_0088,2026,2,2026-09-15,program_oklahoma,program_rice,False,stadium_oklahoma,False,False,18:30 CT,CBS,scheduled,,
game_2026_w02_0089,2026,2,2026-09-15,program_old_dominion,program_texas_tech,False,stadium_old_dominion,False,False,14:30 CT,CBS,scheduled,,
game_2026_w02_0090,2026,2,2026-09-15,program_ucf,program_uab,False,stadium_ucf,False,False,14:30 CT,CW,scheduled,,
game_2026_w02_0091,2026,2,2026-09-15,program_bowling_green,program_kentucky,False,stadium_bowling_green,False,False,14:30 CT,CBS,scheduled,,
game_2026_w02_0092,2026,2,2026-09-15,program_indiana,program_texas_state,False,stadium_indiana,False,False,18:30 CT,NBC,scheduled,,
game_2026_w02_0093,2026,2,2026-09-15,program_sacramento_state,program_ucla,False,stadium_sacramento_state,False,False,11:00 CT,TBD,scheduled,,
game_2026_w02_0094,2026,2,2026-09-15,program_baylor,program_florida,False,stadium_baylor,False,False,19:00 CT,FOX,scheduled,,
game_2026_w02_0095,2026,2,2026-09-15,program_wisconsin,program_miami_oh,False,stadium_wisconsin,False,False,11:00 CT,FOX,scheduled,,
game_2026_w02_0096,2026,2,2026-09-15,program_akron,program_louisiana,False,stadium_akron,False,False,14:30 CT,Streaming,scheduled,,
game_2026_w02_0097,2026,2,2026-09-15,program_virginia,program_tcu,False,stadium_virginia,False,False,14:30 CT,TBD,scheduled,,
game_2026_w02_0098,2026,2,2026-09-15,program_washington_state,program_penn_state,False,stadium_washington_state,False,False,19:00 CT,NBC,scheduled,,
game_2026_w02_0099,2026,2,2026-09-15,program_illinois,program_missouri_state,False,stadium_illinois,False,False,14:30 CT,FS1,scheduled,,
game_2026_w02_0100,2026,2,2026-09-15,program_iowa,program_western_kentucky,False,stadium_iowa,False,False,19:00 CT,TBD,scheduled,,
game_2026_w02_0101,2026,2,2026-09-15,program_east_carolina,program_central_michigan,False,stadium_east_carolina,False,False,18:30 CT,NBC,scheduled,,
game_2026_w02_0102,2026,2,2026-09-15,program_delaware,program_florida_atlantic,False,stadium_delaware,False,False,19:00 CT,CW,scheduled,,
game_2026_w02_0103,2026,2,2026-09-15,program_colorado,program_liberty,False,stadium_colorado,False,False,11:00 CT,TBD,scheduled,,
game_2026_w02_0104,2026,2,2026-09-15,program_west_virginia,program_lsu,False,stadium_west_virginia,False,False,18:30 CT,ESPN2,scheduled,,
game_2026_w02_0105,2026,2,2026-09-15,program_kansas_state,program_georgia_state,False,stadium_kansas_state,False,False,14:30 CT,ABC,scheduled,,
game_2026_w02_0106,2026,2,2026-09-15,program_utah,program_auburn,False,stadium_utah,False,False,19:00 CT,CW,scheduled,,
game_2026_w02_0107,2026,2,2026-09-15,program_southern_miss,program_syracuse,False,stadium_southern_miss,False,False,19:00 CT,ESPN,scheduled,,
game_2026_w02_0108,2026,2,2026-09-15,program_hawaii,program_cincinnati,False,stadium_hawaii,False,False,18:30 CT,CW,scheduled,,
game_2026_w02_0109,2026,2,2026-09-15,program_michigan_state,program_boise_state,False,stadium_michigan_state,False,False,19:00 CT,ESPN,scheduled,,
game_2026_w02_0110,2026,2,2026-09-15,program_temple,program_byu,False,stadium_temple,False,False,19:00 CT,Streaming,scheduled,,
game_2026_w02_0111,2026,2,2026-09-15,program_sam_houston,program_northern_illinois,False,stadium_sam_houston,False,False,11:00 CT,CW,scheduled,,
game_2026_w02_0112,2026,2,2026-09-15,program_air_force,program_middle_tennessee,False,stadium_air_force,False,False,14:30 CT,ABC,scheduled,,
game_2026_w02_0113,2026,2,2026-09-15,program_michigan,program_georgia_tech,False,stadium_michigan,False,False,19:00 CT,CW,scheduled,,
game_2026_w02_0114,2026,2,2026-09-15,program_usc,program_mississippi_state,False,stadium_usc,False,False,11:00 CT,ESPN2,scheduled,,
game_2026_w02_0115,2026,2,2026-09-15,program_south_carolina,program_clemson,False,stadium_south_carolina,False,False,19:00 CT,CW,scheduled,,
game_2026_w02_0116,2026,2,2026-09-15,program_utsa,program_nebraska,False,stadium_utsa,False,False,19:00 CT,ESPN2,scheduled,,
game_2026_w02_0117,2026,2,2026-09-15,program_vanderbilt,program_louisville,False,stadium_vanderbilt,False,False,19:00 CT,Streaming,scheduled,,
game_2026_w02_0118,2026,2,2026-09-15,program_troy,program_san_diego_state,False,stadium_troy,False,False,11:00 CT,CBS,scheduled,,
game_2026_w02_0119,2026,2,2026-09-15,program_arkansas,program_miami_fl,False,stadium_arkansas,False,False,19:00 CT,ESPN,scheduled,,
game_2026_w02_0120,2026,2,2026-09-15,program_stanford,program_eastern_michigan,False,stadium_stanford,False,False,14:30 CT,FOX,scheduled,,
game_2026_w02_0121,2026,2,2026-09-15,program_louisiana_tech,program_uconn,False,stadium_louisiana_tech,False,False,19:00 CT,CBS,scheduled,,
game_2026_w02_0122,2026,2,2026-09-15,program_arizona_state,program_usf,False,stadium_arizona_state,False,False,19:00 CT,FS1,scheduled,,
game_2026_w02_0123,2026,2,2026-09-15,program_charlotte,program_umass,False,stadium_charlotte,False,False,19:00 CT,ESPN2,scheduled,,
game_2026_w02_0124,2026,2,2026-09-15,program_nc_state,program_tulsa,False,stadium_nc_state,False,False,18:30 CT,Streaming,scheduled,,
game_2026_w02_0125,2026,2,2026-09-15,program_northwestern,program_ulm,False,stadium_northwestern,False,False,18:30 CT,NBC,scheduled,,
game_2026_w02_0126,2026,2,2026-09-15,program_oregon_state,program_rutgers,False,stadium_oregon_state,False,False,19:00 CT,ESPN2,scheduled,,
game_2026_w02_0127,2026,2,2026-09-15,program_north_carolina,program_navy,False,stadium_north_carolina,False,False,19:00 CT,CBS,scheduled,,
game_2026_w02_0128,2026,2,2026-09-15,program_arkansas_state,program_nevada,False,stadium_arkansas_state,False,False,19:00 CT,CBS,scheduled,,
game_2026_w02_0129,2026,2,2026-09-15,program_kent_state,program_washington,False,stadium_kent_state,False,False,18:30 CT,CW,scheduled,,
game_2026_w02_0130,2026,2,2026-09-15,program_texas_a_m,program_utah_state,False,stadium_texas_a_m,False,False,11:00 CT,TBD,scheduled,,
game_2026_w02_0131,2026,2,2026-09-15,program_arizona,program_oregon,False,stadium_arizona,False,False,14:30 CT,FOX,scheduled,,
game_2026_w02_0132,2026,2,2026-09-15,program_california,program_san_jose_state,False,stadium_california,False,False,11:00 CT,NBC,scheduled,,
game_2026_w02_0133,2026,2,2026-09-15,program_maryland,program_florida_state,False,stadium_maryland,False,False,19:00 CT,ESPN,scheduled,,
game_2026_w02_0134,2026,2,2026-09-15,program_virginia_tech,program_new_mexico_state,False,stadium_virginia_tech,False,False,14:30 CT,ESPN2,scheduled,,
game_2026_w02_0135,2026,2,2026-09-15,program_kennesaw_state,program_georgia_southern,False,stadium_kennesaw_state,False,False,11:00 CT,FOX,scheduled,,
game_2026_w02_0136,2026,2,2026-09-15,program_notre_dame,program_colorado_state,False,stadium_notre_dame,False,False,18:30 CT,FOX,scheduled,,
game_2026_w02_0137,2026,2,2026-09-15,program_western_michigan,program_coastal_carolina,False,stadium_western_michigan,False,False,11:00 CT,ABC,scheduled,,
game_2026_w02_0138,2026,2,2026-09-15,program_toledo,program_duke,False,stadium_toledo,False,False,19:00 CT,CW,scheduled,,
game_2026_w03_0139,2026,3,2026-09-22,program_maryland,program_georgia_tech,False,stadium_maryland,False,False,19:00 CT,FS1,scheduled,,
game_2026_w03_0140,2026,3,2026-09-22,program_james_madison,program_kennesaw_state,False,stadium_james_madison,False,False,19:00 CT,ESPN2,scheduled,,
game_2026_w03_0141,2026,3,2026-09-22,program_ucf,program_texas_a_m,False,stadium_ucf,False,False,11:00 CT,NBC,scheduled,,
game_2026_w03_0142,2026,3,2026-09-22,program_southern_miss,program_iowa,False,stadium_southern_miss,False,False,14:30 CT,NBC,scheduled,,
game_2026_w03_0143,2026,3,2026-09-22,program_central_michigan,program_virginia_tech,False,stadium_central_michigan,False,False,18:30 CT,NBC,scheduled,,
game_2026_w03_0144,2026,3,2026-09-22,program_tennessee,program_tulsa,False,stadium_tennessee,False,False,14:30 CT,ESPN,scheduled,,
game_2026_w03_0145,2026,3,2026-09-22,program_kansas_state,program_stanford,False,stadium_kansas_state,False,False,18:30 CT,FOX,scheduled,,
game_2026_w03_0146,2026,3,2026-09-22,program_usc,program_florida,False,stadium_usc,False,False,11:00 CT,ESPN2,scheduled,,
game_2026_w03_0147,2026,3,2026-09-22,program_liberty,program_nevada,False,stadium_liberty,False,False,19:00 CT,FOX,scheduled,,
game_2026_w03_0148,2026,3,2026-09-22,program_boston_college,program_georgia_state,False,stadium_boston_college,False,False,19:00 CT,CW,scheduled,,
game_2026_w03_0149,2026,3,2026-09-22,program_minnesota,program_bowling_green,False,stadium_minnesota,False,False,14:30 CT,ESPN2,scheduled,,
game_2026_w03_0150,2026,3,2026-09-22,program_fresno_state,program_miami_oh,False,stadium_fresno_state,False,False,19:00 CT,Streaming,scheduled,,
game_2026_w03_0151,2026,3,2026-09-22,program_florida_state,program_toledo,False,stadium_florida_state,False,False,11:00 CT,FS1,scheduled,,
game_2026_w03_0152,2026,3,2026-09-22,program_baylor,program_smu,False,stadium_baylor,False,False,11:00 CT,ABC,scheduled,,
game_2026_w03_0153,2026,3,2026-09-22,program_middle_tennessee,program_texas_tech,False,stadium_middle_tennessee,False,False,18:30 CT,CW,scheduled,,
game_2026_w03_0154,2026,3,2026-09-22,program_florida_atlantic,program_nebraska,False,stadium_florida_atlantic,False,False,14:30 CT,Streaming,scheduled,,
game_2026_w03_0155,2026,3,2026-09-22,program_appalachian_state,program_louisville,False,stadium_appalachian_state,False,False,19:00 CT,FS1,scheduled,,
game_2026_w03_0156,2026,3,2026-09-22,program_houston,program_air_force,False,stadium_houston,False,False,11:00 CT,FOX,scheduled,,
game_2026_w03_0157,2026,3,2026-09-22,program_iowa_state,program_unlv,False,stadium_iowa_state,False,False,18:30 CT,CW,scheduled,,
game_2026_w03_0158,2026,3,2026-09-22,program_michigan,program_uconn,False,stadium_michigan,False,False,14:30 CT,ABC,scheduled,,
game_2026_w03_0159,2026,3,2026-09-22,program_north_carolina,program_washington_state,False,stadium_north_carolina,False,False,18:30 CT,ESPN2,scheduled,,
game_2026_w03_0160,2026,3,2026-09-22,program_nc_state,program_arizona_state,False,stadium_nc_state,False,False,11:00 CT,ABC,scheduled,,
game_2026_w03_0161,2026,3,2026-09-22,program_ohio_state,program_sam_houston,False,stadium_ohio_state,False,False,14:30 CT,CBS,scheduled,,
game_2026_w03_0162,2026,3,2026-09-22,program_marshall,program_notre_dame,False,stadium_marshall,False,False,19:00 CT,TBD,scheduled,,
game_2026_w03_0163,2026,3,2026-09-22,program_western_michigan,program_syracuse,False,stadium_western_michigan,False,False,18:30 CT,CW,scheduled,,
game_2026_w03_0164,2026,3,2026-09-22,program_northwestern,program_vanderbilt,False,stadium_northwestern,False,False,11:00 CT,Streaming,scheduled,,
game_2026_w03_0165,2026,3,2026-09-22,program_kentucky,program_washington,False,stadium_kentucky,False,False,18:30 CT,ABC,scheduled,,
game_2026_w03_0166,2026,3,2026-09-22,program_oregon,program_akron,False,stadium_oregon,False,False,19:00 CT,TBD,scheduled,,
game_2026_w03_0167,2026,3,2026-09-22,program_missouri_state,program_byu,False,stadium_missouri_state,False,False,14:30 CT,ABC,scheduled,,
game_2026_w03_0168,2026,3,2026-09-22,program_colorado_state,program_usf,False,stadium_colorado_state,False,False,11:00 CT,FS1,scheduled,,
game_2026_w03_0169,2026,3,2026-09-22,program_umass,program_illinois,False,stadium_umass,False,False,14:30 CT,NBC,scheduled,,
game_2026_w03_0170,2026,3,2026-09-22,program_oklahoma_state,program_georgia_southern,False,stadium_oklahoma_state,False,False,19:00 CT,ABC,scheduled,,
game_2026_w03_0171,2026,3,2026-09-22,program_virginia,program_uab,False,stadium_virginia,False,False,11:00 CT,CW,scheduled,,
game_2026_w03_0172,2026,3,2026-09-22,program_boise_state,program_louisiana_tech,False,stadium_boise_state,False,False,11:00 CT,ESPN2,scheduled,,
game_2026_w03_0173,2026,3,2026-09-22,program_cincinnati,program_auburn,False,stadium_cincinnati,False,False,19:00 CT,NBC,scheduled,,
game_2026_w03_0174,2026,3,2026-09-22,program_ole_miss,program_oregon_state,False,stadium_ole_miss,False,False,14:30 CT,FOX,scheduled,,
game_2026_w03_0175,2026,3,2026-09-22,program_navy,program_ulm,False,stadium_navy,False,False,14:30 CT,ABC,scheduled,,
game_2026_w03_0176,2026,3,2026-09-22,program_east_carolina,program_old_dominion,False,stadium_east_carolina,False,False,11:00 CT,FS1,scheduled,,
game_2026_w03_0177,2026,3,2026-09-22,program_colorado,program_temple,False,stadium_colorado,False,False,19:00 CT,FS1,scheduled,,
game_2026_w03_0178,2026,3,2026-09-22,program_pittsburgh,program_purdue,False,stadium_pittsburgh,False,False,14:30 CT,ABC,scheduled,,
game_2026_w03_0179,2026,3,2026-09-22,program_lsu,program_wisconsin,False,stadium_lsu,False,False,14:30 CT,FS1,scheduled,,
game_2026_w03_0180,2026,3,2026-09-22,program_ball_state,program_delaware,False,stadium_ball_state,False,False,14:30 CT,NBC,scheduled,,
game_2026_w03_0181,2026,3,2026-09-22,program_sacramento_state,program_mississippi_state,False,stadium_sacramento_state,False,False,19:00 CT,ESPN,scheduled,,
game_2026_w03_0182,2026,3,2026-09-22,program_wake_forest,program_ohio,False,stadium_wake_forest,False,False,19:00 CT,NBC,scheduled,,
game_2026_w03_0183,2026,3,2026-09-22,program_north_texas,program_fiu,False,stadium_north_texas,False,False,14:30 CT,ESPN,scheduled,,
game_2026_w03_0184,2026,3,2026-09-22,program_kansas,program_ucla,False,stadium_kansas,False,False,11:00 CT,Streaming,scheduled,,
game_2026_w03_0185,2026,3,2026-09-22,program_michigan_state,program_miami_fl,False,stadium_michigan_state,False,False,18:30 CT,TBD,scheduled,,
game_2026_w03_0186,2026,3,2026-09-22,program_troy,program_arizona,False,stadium_troy,False,False,11:00 CT,NBC,scheduled,,
game_2026_w03_0187,2026,3,2026-09-22,program_wyoming,program_penn_state,False,stadium_wyoming,False,False,14:30 CT,FOX,scheduled,,
game_2026_w03_0188,2026,3,2026-09-22,program_western_kentucky,program_duke,False,stadium_western_kentucky,False,False,14:30 CT,CW,scheduled,,
game_2026_w03_0189,2026,3,2026-09-22,program_tcu,program_eastern_michigan,False,stadium_tcu,False,False,18:30 CT,FS1,scheduled,,
game_2026_w03_0190,2026,3,2026-09-22,program_hawaii,program_jacksonville_state,False,stadium_hawaii,False,False,14:30 CT,FOX,scheduled,,
game_2026_w03_0191,2026,3,2026-09-22,program_indiana,program_new_mexico_state,False,stadium_indiana,False,False,11:00 CT,ESPN2,scheduled,,
game_2026_w03_0192,2026,3,2026-09-22,program_new_mexico,program_louisiana,False,stadium_new_mexico,False,False,11:00 CT,ABC,scheduled,,
game_2026_w03_0193,2026,3,2026-09-22,program_utah_state,program_missouri,False,stadium_utah_state,False,False,18:30 CT,CW,scheduled,,
game_2026_w03_0194,2026,3,2026-09-22,program_charlotte,program_coastal_carolina,False,stadium_charlotte,False,False,14:30 CT,NBC,scheduled,,
game_2026_w03_0195,2026,3,2026-09-22,program_northern_illinois,program_rutgers,False,stadium_northern_illinois,False,False,19:00 CT,TBD,scheduled,,
game_2026_w03_0196,2026,3,2026-09-22,program_california,program_georgia,False,stadium_california,False,False,19:00 CT,CBS,scheduled,,
