personId,programId,interestRank,interestLevel,offerStatus,officialVisitStatus,nilOffer,relationshipScore,pipelineBonus
person_016452,program_vanderbilt,4,25,not_offered,completed,1575197,27,False
person_016452,program_texas_state,5,35,offered,completed,853184,21,False
person_016453,program_jacksonville_state,1,30,offered,scheduled,390675,8,False
person_016453,program_memphis,2,63,not_offered,completed,749812,69,False
person_016453,program_unlv,3,15,offered,completed,711342,18,False
person_016453,program_bowling_green,4,39,not_offered,none,719690,51,False
person_016453,program_houston,5,54,not_offered,none,773337,33,False
person_016454,program_florida,1,63,not_offered,none,888697,22,False
person_016454,program_air_force,2,10,offered,none,413663,21,False
person_016454,program_tulsa,3,41,not_offered,none,697230,45,False
person_016454,program_nebraska,4,34,offered,scheduled,949052,23,False
person_016454,program_virginia_tech,5,15,not_offered,none,362587,15,False
person_016455,program_iowa,1,54,offered,none,809217,47,False
person_016455,program_georgia,2,53,not_offered,scheduled,526861,30,False
person_016455,program_tulane,3,35,offered,scheduled,927034,42,False
person_016455,program_akron,4,41,not_offered,completed,907148,38,False
person_016455,program_uconn,5,1,not_offered,completed,896890,3,False
person_016456,program_michigan,1,72,offered,completed,247228,79,False
person_016456,program_ucf,2,31,not_offered,none,149062,29,False
person_016456,program_florida_atlantic,3,15,offered,scheduled,274407,23,False
person_016456,program_hawaii,4,32,not_offered,completed,246711,19,False
person_016456,program_colorado_state,5,37,offered,none,234072,38,False
person_016457,program_arizona,1,49,offered,scheduled,1515889,54,False
person_016457,program_northern_illinois,2,59,not_offered,completed,2107930,55,False
person_016457,program_boston_college,3,46,offered,completed,1018328,40,False
person_016457,program_central_michigan,4,35,not_offered,none,1700722,16,False
person_016457,program_kansas_state,5,36,not_offered,scheduled,2836460,12,False
person_016458,program_minnesota,1,73,offered,none,656003,62,False
person_016458,program_texas_tech,2,61,offered,completed,1400736,41,False
person_016458,program_maryland,3,62,not_offered,none,1407536,87,False
person_016458,program_oregon,4,50,offered,none,995769,51,False
person_016458,program_michigan_state,5,20,not_offered,scheduled,1337972,25,False
person_016459,program_cincinnati,1,78,offered,none,100445,71,False
person_016459,program_middle_tennessee,2,41,offered,none,137246,43,False
person_016459,program_nebraska,3,57,not_offered,completed,282289,43,False
person_016459,program_ulm,4,48,not_offered,none,104944,53,False
person_016459,program_kent_state,5,20,not_offered,completed,149014,1,False
person_016460,program_nc_state,1,59,not_offered,none,5427588,48,False
person_016460,program_minnesota,2,50,offered,none,5896308,42,False
person_016460,program_north_dakota_state,3,28,not_offered,none,5217375,24,False
person_016460,program_sam_houston,4,18,offered,none,3444164,28,False
person_016460,program_oregon_state,5,30,offered,none,7744227,26,False
person_016461,program_memphis,1,89,offered,none,2420586,82,False
person_016461,program_wyoming,2,66,not_offered,completed,2381960,62,False
person_016461,program_troy,3,59,offered,completed,2196732,66,False
person_016461,program_washington,4,46,not_offered,scheduled,2306263,29,False
person_016461,program_tcu,5,22,offered,none,1566861,34,False
person_016462,program_bowling_green,1,50,not_offered,none,616202,44,False
person_016462,program_ohio_state,2,56,not_offered,none,886809,52,False
person_016462,program_texas_state,3,56,offered,scheduled,635756,43,False
person_016462,program_purdue,4,40,not_offered,completed,554963,53,False
person_016462,program_byu,5,60,offered,scheduled,400787,48,False
person_016463,program_cincinnati,1,68,offered,none,839730,60,False
person_016463,program_louisville,2,52,offered,none,646634,58,False
person_016463,program_liberty,3,46,offered,completed,864417,33,False
person_016463,program_baylor,4,28,not_offered,completed,782929,12,False
person_016463,program_wisconsin,5,50,offered,scheduled,829668,48,False
person_016464,program_miami_fl,1,77,offered,scheduled,3035637,72,False
person_016464,program_bowling_green,2,37,not_offered,scheduled,2938691,38,False
person_016464,program_miami_oh,3,40,offered,scheduled,2638313,36,False
person_016464,program_toledo,4,18,not_offered,scheduled,2224432,19,False
person_016464,program_middle_tennessee,5,22,offered,completed,1636826,32,False
person_016465,program_uab,1,57,not_offered,scheduled,1657309,75,False
person_016465,program_james_madison,2,41,offered,none,1713316,23,False
person_016465,program_sacramento_state,3,53,not_offered,none,2540507,66,False
person_016465,program_mississippi_state,4,31,offered,none,2118207,38,False
person_016465,program_baylor,5,52,not_offered,none,1941558,55,False
person_016466,program_iowa,1,62,not_offered,none,1701567,55,False
person_016466,program_san_diego_state,2,62,not_offered,none,1934015,60,False
person_016466,program_florida_atlantic,3,22,not_offered,scheduled,1904953,7,False
person_016466,program_kansas_state,4,27,offered,completed,1523815,27,False
person_016466,program_miami_oh,5,40,offered,scheduled,1553851,44,False
person_016467,program_minnesota,1,61,not_offered,scheduled,1022245,57,False
person_016467,program_kansas,2,51,not_offered,none,907504,61,False
person_016467,program_nc_state,3,38,not_offered,none,580748,27,False
person_016467,program_coastal_carolina,4,22,not_offered,scheduled,572406,23,False
person_016467,program_usf,5,26,offered,scheduled,1550935,23,False
person_016468,program_uab,1,66,offered,scheduled,192904,69,False
person_016468,program_ucla,2,32,not_offered,completed,188597,59,False
person_016468,program_arizona_state,3,32,offered,scheduled,245392,42,False
person_016468,program_colorado,4,27,not_offered,scheduled,269692,37,False
person_016468,program_ucf,5,27,offered,completed,211970,41,False
person_016469,program_alabama,1,80,offered,none,3277281,79,False
person_016469,program_bowling_green,2,33,offered,none,1669507,24,False
person_016469,program_syracuse,3,52,not_offered,scheduled,3823742,50,False
person_016469,program_north_texas,4,45,not_offered,completed,5109651,44,False
person_016469,program_uconn,5,15,offered,scheduled,3548755,22,False
person_016470,program_auburn,1,55,offered,completed,533501,34,False
person_016470,program_eastern_michigan,2,52,not_offered,none,491925,66,False
person_016470,program_north_texas,3,59,offered,scheduled,481425,64,False
person_016470,program_iowa_state,4,52,offered,completed,484231,58,False
person_016470,program_rutgers,5,21,offered,scheduled,267869,9,False
person_016471,program_houston,1,62,offered,scheduled,2988666,46,False
person_016471,program_south_carolina,2,60,offered,scheduled,3121094,88,False
person_016471,program_texas,3,69,not_offered,completed,2034073,68,False
person_016471,program_memphis,4,43,offered,completed,3012297,39,False
person_016471,program_ucf,5,31,offered,none,2321885,17,False
person_016472,program_akron,1,52,offered,none,1447929,54,False
person_016472,program_rice,2,7,offered,scheduled,545496,11,False
person_016472,program_kennesaw_state,3,86,offered,scheduled,1346931,64,False
person_016472,program_iowa_state,4,18,offered,completed,1608060,20,False
person_016472,program_florida,5,27,offered,none,819305,30,False
person_016473,program_tulane,1,82,offered,none,165095,75,False
person_016473,program_kansas,2,51,offered,scheduled,365398,49,False
person_016473,program_delaware,3,39,not_offered,none,257345,57,False
person_016473,program_akron,4,37,not_offered,none,262635,45,False
person_016473,program_louisville,5,21,not_offered,scheduled,234252,11,False
person_016474,program_uconn,1,51,offered,scheduled,333914,56,False
person_016474,program_miami_oh,2,8,not_offered,completed,312289,20,False
person_016474,program_delaware,3,66,offered,completed,587750,68,False
person_016474,program_southern_miss,4,15,offered,scheduled,622317,19,False
person_016474,program_utsa,5,39,not_offered,scheduled,689447,42,False
person_016475,program_oregon,1,63,not_offered,none,1197266,65,False
person_016475,program_nebraska,2,44,not_offered,scheduled,1108280,20,False
person_016475,program_new_mexico_state,3,45,not_offered,scheduled,1070886,69,False
person_016475,program_north_dakota_state,4,21,not_offered,completed,1142407,13,False
person_016475,program_michigan_state,5,42,offered,scheduled,659196,52,False
person_016476,program_missouri,1,83,not_offered,scheduled,628527,72,False
person_016476,program_georgia_state,2,55,offered,scheduled,394574,57,False
person_016476,program_miami_fl,3,47,not_offered,completed,324204,36,False
person_016476,program_rice,4,25,not_offered,scheduled,330702,4,False
person_016476,program_navy,5,58,not_offered,scheduled,248014,50,False
person_016477,program_notre_dame,1,60,offered,completed,2239657,59,False
person_016477,program_old_dominion,2,36,offered,scheduled,1334586,46,False
person_016477,program_kentucky,3,38,offered,scheduled,2027707,41,False
person_016477,program_kennesaw_state,4,35,offered,none,1378196,33,False
person_016477,program_georgia_southern,5,32,not_offered,scheduled,1547912,24,False
person_016478,program_virginia_tech,1,66,offered,scheduled,536009,53,False
person_016478,program_liberty,2,64,not_offered,none,231137,61,False
person_016478,program_byu,3,35,not_offered,none,437978,42,False
person_016478,program_new_mexico_state,4,35,not_offered,scheduled,473565,45,False
person_016478,program_smu,5,59,not_offered,none,294900,48,False
person_016479,program_boston_college,1,83,offered,none,1563721,84,False
person_016479,program_kansas_state,2,58,not_offered,completed,2865048,82,False
person_016479,program_arkansas,3,54,offered,scheduled,2631329,64,False
person_016479,program_navy,4,13,not_offered,scheduled,2662385,1,False
person_016479,program_colorado,5,42,offered,scheduled,1291381,56,False
person_016480,program_penn_state,1,57,offered,completed,607124,72,False
person_016480,program_uab,2,61,offered,scheduled,794371,39,False
person_016480,program_arkansas,3,39,offered,completed,979097,61,False
person_016480,program_umass,4,61,not_offered,completed,1759170,50,False
person_016480,program_utsa,5,1,offered,completed,1088971,1,False
person_016481,program_maryland,1,53,not_offered,none,1345869,35,False
person_016481,program_uconn,2,44,not_offered,none,1149756,40,False
person_016481,program_rutgers,3,56,offered,completed,1277935,66,False
person_016481,program_florida,4,61,not_offered,none,956815,68,False
person_016481,program_army,5,48,not_offered,scheduled,1474678,52,False
person_016482,program_missouri_state,1,65,offered,completed,319384,61,False
person_016482,program_houston,2,67,not_offered,completed,370068,84,False
person_016482,program_iowa,3,65,offered,none,278260,50,False
person_016482,program_lsu,4,37,offered,completed,133851,43,False
person_016482,program_michigan,5,32,offered,completed,135464,26,False
person_016483,program_texas_tech,1,61,offered,completed,1300748,66,False
person_016483,program_virginia_tech,2,50,not_offered,scheduled,2178403,48,False
person_016483,program_wisconsin,3,25,not_offered,completed,1926494,35,False
person_016483,program_indiana,4,73,not_offered,completed,1788548,76,False
person_016483,program_nc_state,5,40,offered,completed,1895679,52,False
person_016484,program_kansas,1,51,offered,completed,333939,40,False
person_016484,program_old_dominion,2,28,not_offered,completed,393088,35,False
person_016484,program_duke,3,51,not_offered,completed,307968,61,False
person_016484,program_fresno_state,4,45,offered,none,529084,23,False
person_016484,program_ulm,5,21,not_offered,completed,264934,1,False
person_016485,program_troy,1,59,offered,none,124198,68,False
person_016485,program_boston_college,2,50,not_offered,none,65601,59,False
person_016485,program_arizona,3,55,offered,completed,65196,65,False
person_016485,program_stanford,4,27,not_offered,completed,122139,28,False
person_016485,program_james_madison,5,41,offered,scheduled,48285,43,False
person_016486,program_eastern_michigan,1,74,offered,none,1101540,67,False
person_016486,program_new_mexico,2,64,offered,none,1949457,59,False
person_016486,program_tennessee,3,58,offered,completed,1638716,66,False
person_016486,program_tulane,4,48,not_offered,completed,1172099,53,False
person_016486,program_sacramento_state,5,19,offered,scheduled,1856410,26,False
person_016487,program_georgia_southern,1,62,offered,completed,128434,78,False
person_016487,program_western_kentucky,2,63,not_offered,none,155058,65,False
person_016487,program_oregon,3,72,not_offered,completed,89209,60,False
person_016487,program_texas_a_m,4,63,offered,none,164153,75,False
person_016487,program_arizona_state,5,38,not_offered,none,207844,33,False
person_016488,program_florida_atlantic,1,38,offered,scheduled,759681,55,False
person_016488,program_ole_miss,2,70,not_offered,completed,1612772,68,False
person_016488,program_utsa,3,40,not_offered,scheduled,1063540,37,False
person_016488,program_georgia_southern,4,37,not_offered,completed,1140702,21,False
person_016488,program_fiu,5,19,not_offered,none,1483801,14,False
person_016489,program_ucla,1,72,offered,none,2906354,76,False
person_016489,program_ole_miss,2,70,offered,completed,1440735,66,False
person_016489,program_cincinnati,3,41,offered,none,1464260,63,False
person_016489,program_missouri_state,4,50,offered,completed,3002129,56,False
person_016489,program_delaware,5,21,not_offered,none,1025304,12,False
person_016490,program_iowa,1,79,not_offered,none,99500,98,False
person_016490,program_arizona_state,2,47,offered,completed,179496,73,False
person_016490,program_baylor,3,46,offered,scheduled,209770,41,False
person_016490,program_purdue,4,44,offered,none,242726,46,False
person_016490,program_colorado,5,20,not_offered,scheduled,239787,1,False
person_016491,program_nc_state,1,74,not_offered,scheduled,389157,81,False
person_016491,program_fiu,2,54,offered,completed,288034,48,False
person_016491,program_stanford,3,47,not_offered,completed,375951,37,False
person_016491,program_illinois,4,18,offered,none,456389,32,False
person_016491,program_mississippi_state,5,30,offered,none,200559,45,False
person_016492,program_arkansas_state,1,60,not_offered,none,644979,68,False
person_016492,program_james_madison,2,37,not_offered,scheduled,643160,39,False
person_016492,program_jacksonville_state,3,51,not_offered,completed,916707,47,False
person_016492,program_baylor,4,44,not_offered,scheduled,828743,52,False
person_016492,program_arizona,5,40,offered,none,793738,35,False
person_016493,program_liberty,1,59,not_offered,completed,800568,55,False
person_016493,program_western_michigan,2,77,offered,none,469852,86,False
person_016493,program_syracuse,3,62,not_offered,none,512597,47,False
person_016493,program_army,4,45,offered,none,461458,37,False
person_016493,program_new_mexico_state,5,39,offered,scheduled,487175,50,False
person_016494,program_north_dakota_state,1,44,not_offered,completed,352024,38,False
person_016494,program_smu,2,68,not_offered,none,560430,56,False
person_016494,program_notre_dame,3,34,offered,none,354847,48,False
person_016494,program_arkansas_state,4,71,not_offered,scheduled,467870,75,False
person_016494,program_james_madison,5,52,offered,scheduled,421526,59,False
person_016495,program_louisiana_tech,1,57,offered,completed,1078152,58,False
person_016495,program_ohio,2,39,not_offered,scheduled,1823398,57,False
person_016495,program_tulsa,3,29,offered,none,1623761,35,False
person_016495,program_purdue,4,69,offered,scheduled,1004062,66,False
person_016495,program_oregon,5,30,not_offered,completed,586881,34,False
person_016496,program_southern_miss,1,58,offered,none,1272687,49,False
person_016496,program_pittsburgh,2,57,offered,none,1119697,60,False
person_016496,program_san_jose_state,3,56,not_offered,none,2312246,63,False
person_016496,program_georgia_tech,4,73,not_offered,scheduled,3016003,85,False
person_016496,program_usc,5,26,not_offered,scheduled,1576420,40,False
person_016497,program_iowa_state,1,86,offered,scheduled,65570,90,False
person_016497,program_byu,2,67,not_offered,scheduled,66786,61,False
person_016497,program_michigan,3,52,offered,none,97646,48,False
person_016497,program_stanford,4,28,offered,none,74326,11,False
person_016497,program_coastal_carolina,5,19,offered,completed,63518,28,False
person_016498,program_baylor,1,47,not_offered,scheduled,31296,57,False
person_016498,program_troy,2,31,offered,scheduled,49206,40,False
person_016498,program_smu,3,25,offered,none,29932,23,False
person_016498,program_sacramento_state,4,26,offered,scheduled,32112,32,False
person_016498,program_marshall,5,28,offered,none,27519,54,False
person_016499,program_umass,1,52,offered,completed,4684809,40,False
person_016499,program_lsu,2,56,offered,completed,4089012,49,False
person_016499,program_syracuse,3,42,not_offered,scheduled,4521349,42,False
person_016499,program_smu,4,32,not_offered,none,4422680,31,False
person_016499,program_florida_atlantic,5,35,offered,none,3168438,39,False
person_016500,program_northwestern,1,53,offered,none,1505376,56,False
person_016500,program_michigan_state,2,42,offered,none,1862502,44,False
person_016500,program_san_diego_state,3,43,offered,none,3103065,50,False
person_016500,program_nc_state,4,50,not_offered,none,2898636,52,False
person_016500,program_georgia_tech,5,44,not_offered,scheduled,2651045,42,False
person_016501,program_maryland,1,65,offered,none,210045,72,False
person_016501,program_memphis,2,50,not_offered,completed,383846,21,False
person_016501,program_california,3,33,offered,none,405303,56,False
person_016501,program_colorado,4,45,offered,scheduled,383542,53,False
person_016501,program_jacksonville_state,5,22,not_offered,scheduled,268245,18,False
person_016502,program_north_dakota_state,1,78,offered,scheduled,228969,64,False
person_016502,program_ucla,2,47,not_offered,none,205793,35,False
person_016502,program_oregon,3,69,offered,scheduled,149357,79,False
person_016502,program_texas_a_m,4,49,not_offered,none,152777,41,False
person_016502,program_stanford,5,14,offered,none,124085,4,False
person_016503,program_ucf,1,76,not_offered,scheduled,228765,78,False
person_016503,program_florida,2,81,not_offered,completed,406799,80,False
person_016503,program_arizona,3,43,offered,completed,422796,47,False
person_016503,program_nevada,4,12,offered,none,253743,6,False
person_016503,program_duke,5,17,not_offered,scheduled,258657,18,False
person_016504,program_south_carolina,1,63,offered,completed,103945,49,False
person_016504,program_southern_miss,2,31,offered,none,99234,25,False
person_016504,program_nc_state,3,52,not_offered,none,182686,50,False
person_016504,program_fresno_state,4,33,not_offered,none,124550,28,False
person_016504,program_wyoming,5,42,not_offered,scheduled,131504,48,False
person_016505,program_eastern_michigan,1,53,not_offered,scheduled,1316091,62,False
person_016505,program_texas_a_m,2,35,not_offered,scheduled,848627,42,False
person_016505,program_northern_illinois,3,11,offered,scheduled,575884,6,False
person_016505,program_charlotte,4,46,not_offered,none,779808,71,False
person_016505,program_minnesota,5,32,offered,completed,1664620,53,False
person_016506,program_ole_miss,1,78,not_offered,none,243265,74,False
person_016506,program_baylor,2,48,not_offered,none,233066,59,False
person_016506,program_washington,3,59,offered,none,139569,62,False
person_016506,program_louisiana,4,55,offered,scheduled,179868,44,False
person_016506,program_boise_state,5,50,offered,completed,139061,55,False
person_016507,program_kansas,1,48,offered,scheduled,258221,56,False
person_016507,program_marshall,2,72,offered,completed,105616,63,False
person_016507,program_middle_tennessee,3,50,offered,completed,91835,46,False
person_016507,program_uconn,4,15,offered,none,128901,25,False
person_016507,program_virginia,5,43,offered,none,204754,42,False
person_016508,program_south_alabama,1,55,not_offered,none,110875,54,False
person_016508,program_arkansas_state,2,31,offered,none,42414,39,False
person_016508,program_virginia_tech,3,43,offered,scheduled,104890,40,False
person_016508,program_nebraska,4,36,not_offered,scheduled,53876,26,False
person_016508,program_louisiana_tech,5,41,offered,none,81461,44,False
person_016509,program_army,1,48,offered,scheduled,262547,54,False
person_016509,program_texas_tech,2,71,offered,none,231706,64,False
person_016509,program_south_alabama,3,59,offered,scheduled,305585,57,False
person_016509,program_miami_oh,4,21,not_offered,scheduled,464691,34,False
person_016509,program_colorado_state,5,25,not_offered,completed,311394,27,False
person_016510,program_indiana,1,77,offered,completed,485695,79,False
person_016510,program_arkansas,2,71,offered,scheduled,527287,80,False
person_016510,program_utep,3,80,offered,none,275117,87,False
person_016510,program_north_carolina,4,20,offered,completed,381947,11,False
person_016510,program_northern_illinois,5,13,offered,scheduled,334866,20,False
person_016511,program_sam_houston,1,54,not_offered,completed,113625,51,False
person_016511,program_georgia_tech,2,58,offered,none,92362,50,False
person_016511,program_maryland,3,54,offered,scheduled,45590,57,False
person_016511,program_army,4,57,offered,completed,102628,62,False
person_016511,program_virginia_tech,5,15,offered,scheduled,66351,12,False
person_016512,program_southern_miss,1,57,offered,completed,3315410,30,False
person_016512,program_arizona_state,2,51,not_offered,completed,3668272,50,False
person_016512,program_louisiana,3,35,offered,scheduled,2658948,33,False
person_016512,program_texas_a_m,4,37,not_offered,completed,3442659,41,False
person_016512,program_illinois,5,32,not_offered,none,1912954,40,False
person_016513,program_vanderbilt,1,46,offered,scheduled,432043,25,False
person_016513,program_texas,2,61,offered,none,680858,57,False
person_016513,program_jacksonville_state,3,54,not_offered,completed,510404,35,False
