rosterMembershipId,programId,personId,seasonYear,rosterSlot,scholarshipStatus,scholarshipEquivalency,activeRoster,positionGroup
roster_program_boston_college_098,program_boston_college,person_000112,2026,98,scholarship,1.0,True,P
roster_program_boston_college_099,program_boston_college,person_000113,2026,99,scholarship,1.0,True,LS
roster_program_boston_college_100,program_boston_college,person_000114,2026,100,scholarship,1.0,True,ATH
roster_program_boston_college_101,program_boston_college,person_000115,2026,101,scholarship,1.0,True,ATH
roster_program_boston_college_102,program_boston_college,person_000116,2026,102,scholarship,1.0,True,ATH
roster_program_boston_college_103,program_boston_college,person_000117,2026,103,scholarship,1.0,True,ATH
roster_program_boston_college_104,program_boston_college,person_000118,2026,104,scholarship,1.0,True,ATH
roster_program_boston_college_105,program_boston_college,person_000119,2026,105,scholarship,1.0,True,ATH
roster_program_california_001,program_california,person_000134,2026,1,scholarship,1.0,True,QB
roster_program_california_002,program_california,person_000135,2026,2,scholarship,1.0,True,QB
roster_program_california_003,program_california,person_000136,2026,3,scholarship,1.0,True,QB
roster_program_california_004,program_california,person_000137,2026,4,scholarship,1.0,True,QB
roster_program_california_005,program_california,person_000138,2026,5,scholarship,1.0,True,QB
roster_program_california_006,program_california,person_000139,2026,6,scholarship,1.0,True,RB
roster_program_california_007,program_california,person_000140,2026,7,scholarship,1.0,True,RB
roster_program_california_008,program_california,person_000141,2026,8,scholarship,1.0,True,RB
roster_program_california_009,program_california,person_000142,2026,9,scholarship,1.0,True,RB
roster_program_california_010,program_california,person_000143,2026,10,scholarship,1.0,True,RB
roster_program_california_011,program_california,person_000144,2026,11,scholarship,1.0,True,RB
roster_program_california_012,program_california,person_000145,2026,12,scholarship,1.0,True,RB
roster_program_california_013,program_california,person_000146,2026,13,scholarship,1.0,True,WR
roster_program_california_014,program_california,person_000147,2026,14,scholarship,1.0,True,WR
roster_program_california_015,program_california,person_000148,2026,15,scholarship,1.0,True,WR
roster_program_california_016,program_california,person_000149,2026,16,scholarship,1.0,True,WR
roster_program_california_017,program_california,person_000150,2026,17,scholarship,1.0,True,WR
roster_program_california_018,program_california,person_000151,2026,18,scholarship,1.0,True,WR
roster_program_california_019,program_california,person_000152,2026,19,scholarship,1.0,True,WR
roster_program_california_020,program_california,person_000153,2026,20,scholarship,1.0,True,WR
roster_program_california_021,program_california,person_000154,2026,21,scholarship,1.0,True,WR
roster_program_california_022,program_california,person_000155,2026,22,scholarship,1.0,True,WR
roster_program_california_023,program_california,person_000156,2026,23,scholarship,1.0,True,WR
roster_program_california_024,program_california,person_000157,2026,24,scholarship,1.0,True,WR
roster_program_california_025,program_california,person_000158,2026,25,scholarship,1.0,True,WR
roster_program_california_026,program_california,person_000159,2026,26,scholarship,1.0,True,WR
roster_program_california_027,program_california,person_000160,2026,27,scholarship,1.0,True,TE
roster_program_california_028,program_california,person_000161,2026,28,scholarship,1.0,True,TE
roster_program_california_029,program_california,person_000162,2026,29,scholarship,1.0,True,TE
roster_program_california_030,program_california,person_000163,2026,30,scholarship,1.0,True,TE
roster_program_california_031,program_california,person_000164,2026,31,scholarship,1.0,True,TE
roster_program_california_032,program_california,person_000165,2026,32,scholarship,1.0,True,TE
roster_program_california_033,program_california,person_000166,2026,33,scholarship,1.0,True,OL
roster_program_california_034,program_california,person_000167,2026,34,scholarship,1.0,True,OL
roster_program_california_035,program_california,person_000168,2026,35,scholarship,1.0,True,OL
roster_program_california_036,program_california,person_000169,2026,36,scholarship,1.0,True,OL
roster_program_california_037,program_california,person_000170,2026,37,scholarship,1.0,True,OL
roster_program_california_038,program_california,person_000171,2026,38,scholarship,1.0,True,OL
roster_program_california_039,program_california,person_000172,2026,39,scholarship,1.0,True,OL
roster_program_california_040,program_california,person_000173,2026,40,scholarship,1.0,True,OL
roster_program_california_041,program_california,person_000174,2026,41,scholarship,1.0,True,OL
roster_program_california_042,program_california,person_000175,2026,42,scholarship,1.0,True,OL
roster_program_california_043,program_california,person_000176,2026,43,scholarship,1.0,True,OL
roster_program_california_044,program_california,person_000177,2026,44,scholarship,1.0,True,OL
roster_program_california_045,program_california,person_000178,2026,45,scholarship,1.0,True,OL
roster_program_california_046,program_california,person_000179,2026,46,scholarship,1.0,True,OL
roster_program_california_047,program_california,person_000180,2026,47,scholarship,1.0,True,OL
roster_program_california_048,program_california,person_000181,2026,48,scholarship,1.0,True,OL
roster_program_california_049,program_california,person_000182,2026,49,scholarship,1.0,True,OL
roster_program_california_050,program_california,person_000183,2026,50,scholarship,1.0,True,OL
roster_program_california_051,program_california,person_000184,2026,51,scholarship,1.0,True,DL
roster_program_california_052,program_california,person_000185,2026,52,scholarship,1.0,True,DL
roster_program_california_053,program_california,person_000186,2026,53,scholarship,1.0,True,DL
roster_program_california_054,program_california,person_000187,2026,54,scholarship,1.0,True,DL
roster_program_california_055,program_california,person_000188,2026,55,scholarship,1.0,True,DL
roster_program_california_056,program_california,person_000189,2026,56,scholarship,1.0,True,DL
roster_program_california_057,program_california,person_000190,2026,57,scholarship,1.0,True,DL
roster_program_california_058,program_california,person_000191,2026,58,scholarship,1.0,True,DL
roster_program_california_059,program_california,person_000192,2026,59,scholarship,1.0,True,DL
roster_program_california_060,program_california,person_000193,2026,60,scholarship,1.0,True,DL
roster_program_california_061,program_california,person_000194,2026,61,scholarship,1.0,True,EDGE
roster_program_california_062,program_california,person_000195,2026,62,scholarship,1.0,True,EDGE
roster_program_california_063,program_california,person_000196,2026,63,scholarship,1.0,True,EDGE
roster_program_california_064,program_california,person_000197,2026,64,scholarship,1.0,True,EDGE
roster_program_california_065,program_california,person_000198,2026,65,scholarship,1.0,True,EDGE
roster_program_california_066,program_california,person_000199,2026,66,scholarship,1.0,True,EDGE
roster_program_california_067,program_california,person_000200,2026,67,scholarship,1.0,True,EDGE
roster_program_california_068,program_california,person_000201,2026,68,scholarship,1.0,True,LB
roster_program_california_069,program_california,person_000202,2026,69,scholarship,1.0,True,LB
roster_program_california_070,program_california,person_000203,2026,70,scholarship,1.0,True,LB
roster_program_california_071,program_california,person_000204,2026,71,scholarship,1.0,True,LB
roster_program_california_072,program_california,person_000205,2026,72,scholarship,1.0,True,LB
roster_program_california_073,program_california,person_000206,2026,73,scholarship,1.0,True,LB
roster_program_california_074,program_california,person_000207,2026,74,scholarship,1.0,True,LB
roster_program_california_075,program_california,person_000208,2026,75,scholarship,1.0,True,LB
roster_program_california_076,program_california,person_000209,2026,76,scholarship,1.0,True,LB
roster_program_california_077,program_california,person_000210,2026,77,scholarship,1.0,True,LB
roster_program_california_078,program_california,person_000211,2026,78,scholarship,1.0,True,LB
roster_program_california_079,program_california,person_000212,2026,79,scholarship,1.0,True,CB
roster_program_california_080,program_california,person_000213,2026,80,scholarship,1.0,True,CB
roster_program_california_081,program_california,person_000214,2026,81,scholarship,1.0,True,CB
roster_program_california_082,program_california,person_000215,2026,82,scholarship,1.0,True,CB
roster_program_california_083,program_california,person_000216,2026,83,scholarship,1.0,True,CB
roster_program_california_084,program_california,person_000217,2026,84,scholarship,1.0,True,CB
roster_program_california_085,program_california,person_000218,2026,85,scholarship,1.0,True,CB
roster_program_california_086,program_california,person_000219,2026,86,scholarship,1.0,True,CB
roster_program_california_087,program_california,person_000220,2026,87,scholarship,1.0,True,CB
roster_program_california_088,program_california,person_000221,2026,88,scholarship,1.0,True,S
roster_program_california_089,program_california,person_000222,2026,89,scholarship,1.0,True,S
roster_program_california_090,program_california,person_000223,2026,90,scholarship,1.0,True,S
roster_program_california_091,program_california,person_000224,2026,91,scholarship,1.0,True,S
roster_program_california_092,program_california,person_000225,2026,92,scholarship,1.0,True,S
roster_program_california_093,program_california,person_000226,2026,93,scholarship,1.0,True,S
roster_program_california_094,program_california,person_000227,2026,94,scholarship,1.0,True,S
roster_program_california_095,program_california,person_000228,2026,95,scholarship,1.0,True,K
roster_program_california_096,program_california,person_000229,2026,96,scholarship,1.0,True,K
roster_program_california_097,program_california,person_000230,2026,97,scholarship,1.0,True,P
roster_program_california_098,program_california,person_000231,2026,98,scholarship,1.0,True,P
roster_program_california_099,program_california,person_000232,2026,99,scholarship,1.0,True,LS
roster_program_california_100,program_california,person_000233,2026,100,scholarship,1.0,True,ATH
roster_program_california_101,program_california,person_000234,2026,101,scholarship,1.0,True,ATH
roster_program_california_102,program_california,person_000235,2026,102,scholarship,1.0,True,ATH
roster_program_california_103,program_california,person_000236,2026,103,scholarship,1.0,True,ATH
roster_program_california_104,program_california,person_000237,2026,104,scholarship,1.0,True,ATH
roster_program_california_105,program_california,person_000238,2026,105,scholarship,1.0,True,ATH
roster_program_clemson_001,program_clemson,person_000253,2026,1,scholarship,1.0,True,QB
roster_program_clemson_002,program_clemson,person_000254,2026,2,scholarship,1.0,True,QB
roster_program_clemson_003,program_clemson,person_000255,2026,3,scholarship,1.0,True,QB
roster_program_clemson_004,program_clemson,person_000256,2026,4,scholarship,1.0,True,QB
roster_program_clemson_005,program_clemson,person_000257,2026,5,scholarship,1.0,True,QB
roster_program_clemson_006,program_clemson,person_000258,2026,6,scholarship,1.0,True,RB
roster_program_clemson_007,program_clemson,person_000259,2026,7,scholarship,1.0,True,RB
roster_program_clemson_008,program_clemson,person_000260,2026,8,scholarship,1.0,True,RB
roster_program_clemson_009,program_clemson,person_000261,2026,9,scholarship,1.0,True,RB
roster_program_clemson_010,program_clemson,person_000262,2026,10,scholarship,1.0,True,RB
roster_program_clemson_011,program_clemson,person_000263,2026,11,scholarship,1.0,True,RB
roster_program_clemson_012,program_clemson,person_000264,2026,12,scholarship,1.0,True,RB
roster_program_clemson_013,program_clemson,person_000265,2026,13,scholarship,1.0,True,WR
roster_program_clemson_014,program_clemson,person_000266,2026,14,scholarship,1.0,True,WR
roster_program_clemson_015,program_clemson,person_000267,2026,15,scholarship,1.0,True,WR
roster_program_clemson_016,program_clemson,person_000268,2026,16,scholarship,1.0,True,WR
roster_program_clemson_017,program_clemson,person_000269,2026,17,scholarship,1.0,True,WR
roster_program_clemson_018,program_clemson,person_000270,2026,18,scholarship,1.0,True,WR
roster_program_clemson_019,program_clemson,person_000271,2026,19,scholarship,1.0,True,WR
roster_program_clemson_020,program_clemson,person_000272,2026,20,scholarship,1.0,True,WR
roster_program_clemson_021,program_clemson,person_000273,2026,21,scholarship,1.0,True,WR
roster_program_clemson_022,program_clemson,person_000274,2026,22,scholarship,1.0,True,WR
roster_program_clemson_023,program_clemson,person_000275,2026,23,scholarship,1.0,True,WR
roster_program_clemson_024,program_clemson,person_000276,2026,24,scholarship,1.0,True,WR
roster_program_clemson_025,program_clemson,person_000277,2026,25,scholarship,1.0,True,WR
roster_program_clemson_026,program_clemson,person_000278,2026,26,scholarship,1.0,True,WR
roster_program_clemson_027,program_clemson,person_000279,2026,27,scholarship,1.0,True,TE
roster_program_clemson_028,program_clemson,person_000280,2026,28,scholarship,1.0,True,TE
roster_program_clemson_029,program_clemson,person_000281,2026,29,scholarship,1.0,True,TE
roster_program_clemson_030,program_clemson,person_000282,2026,30,scholarship,1.0,True,TE
roster_program_clemson_031,program_clemson,person_000283,2026,31,scholarship,1.0,True,TE
roster_program_clemson_032,program_clemson,person_000284,2026,32,scholarship,1.0,True,TE
roster_program_clemson_033,program_clemson,person_000285,2026,33,scholarship,1.0,True,OL
roster_program_clemson_034,program_clemson,person_000286,2026,34,scholarship,1.0,True,OL
roster_program_clemson_035,program_clemson,person_000287,2026,35,scholarship,1.0,True,OL
roster_program_clemson_036,program_clemson,person_000288,2026,36,scholarship,1.0,True,OL
roster_program_clemson_037,program_clemson,person_000289,2026,37,scholarship,1.0,True,OL
roster_program_clemson_038,program_clemson,person_000290,2026,38,scholarship,1.0,True,OL
roster_program_clemson_039,program_clemson,person_000291,2026,39,scholarship,1.0,True,OL
roster_program_clemson_040,program_clemson,person_000292,2026,40,scholarship,1.0,True,OL
roster_program_clemson_041,program_clemson,person_000293,2026,41,scholarship,1.0,True,OL
roster_program_clemson_042,program_clemson,person_000294,2026,42,scholarship,1.0,True,OL
roster_program_clemson_043,program_clemson,person_000295,2026,43,scholarship,1.0,True,OL
roster_program_clemson_044,program_clemson,person_000296,2026,44,scholarship,1.0,True,OL
roster_program_clemson_045,program_clemson,person_000297,2026,45,scholarship,1.0,True,OL
roster_program_clemson_046,program_clemson,person_000298,2026,46,scholarship,1.0,True,OL
roster_program_clemson_047,program_clemson,person_000299,2026,47,scholarship,1.0,True,OL
roster_program_clemson_048,program_clemson,person_000300,2026,48,scholarship,1.0,True,OL
roster_program_clemson_049,program_clemson,person_000301,2026,49,scholarship,1.0,True,OL
roster_program_clemson_050,program_clemson,person_000302,2026,50,scholarship,1.0,True,OL
roster_program_clemson_051,program_clemson,person_000303,2026,51,scholarship,1.0,True,DL
roster_program_clemson_052,program_clemson,person_000304,2026,52,scholarship,1.0,True,DL
roster_program_clemson_053,program_clemson,person_000305,2026,53,scholarship,1.0,True,DL
roster_program_clemson_054,program_clemson,person_000306,2026,54,scholarship,1.0,True,DL
roster_program_clemson_055,program_clemson,person_000307,2026,55,scholarship,1.0,True,DL
roster_program_clemson_056,program_clemson,person_000308,2026,56,scholarship,1.0,True,DL
roster_program_clemson_057,program_clemson,person_000309,2026,57,scholarship,1.0,True,DL
roster_program_clemson_058,program_clemson,person_000310,2026,58,scholarship,1.0,True,DL
roster_program_clemson_059,program_clemson,person_000311,2026,59,scholarship,1.0,True,DL
roster_program_clemson_060,program_clemson,person_000312,2026,60,scholarship,1.0,True,DL
roster_program_clemson_061,program_clemson,person_000313,2026,61,scholarship,1.0,True,EDGE
roster_program_clemson_062,program_clemson,person_000314,2026,62,scholarship,1.0,True,EDGE
roster_program_clemson_063,program_clemson,person_000315,2026,63,scholarship,1.0,True,EDGE
roster_program_clemson_064,program_clemson,person_000316,2026,64,scholarship,1.0,True,EDGE
roster_program_clemson_065,program_clemson,person_000317,2026,65,scholarship,1.0,True,EDGE
roster_program_clemson_066,program_clemson,person_000318,2026,66,scholarship,1.0,True,EDGE
roster_program_clemson_067,program_clemson,person_000319,2026,67,scholarship,1.0,True,EDGE
roster_program_clemson_068,program_clemson,person_000320,2026,68,scholarship,1.0,True,LB
roster_program_clemson_069,program_clemson,person_000321,2026,69,scholarship,1.0,True,LB
roster_program_clemson_070,program_clemson,person_000322,2026,70,scholarship,1.0,True,LB
roster_program_clemson_071,program_clemson,person_000323,2026,71,scholarship,1.0,True,LB
roster_program_clemson_072,program_clemson,person_000324,2026,72,scholarship,1.0,True,LB
roster_program_clemson_073,program_clemson,person_000325,2026,73,scholarship,1.0,True,LB
roster_program_clemson_074,program_clemson,person_000326,2026,74,scholarship,1.0,True,LB
roster_program_clemson_075,program_clemson,person_000327,2026,75,scholarship,1.0,True,LB
roster_program_clemson_076,program_clemson,person_000328,2026,76,scholarship,1.0,True,LB
roster_program_clemson_077,program_clemson,person_000329,2026,77,scholarship,1.0,True,LB
roster_program_clemson_078,program_clemson,person_000330,2026,78,scholarship,1.0,True,LB
roster_program_clemson_079,program_clemson,person_000331,2026,79,scholarship,1.0,True,CB
roster_program_clemson_080,program_clemson,person_000332,2026,80,scholarship,1.0,True,CB
roster_program_clemson_081,program_clemson,person_000333,2026,81,scholarship,1.0,True,CB
roster_program_clemson_082,program_clemson,person_000334,2026,82,scholarship,1.0,True,CB
roster_program_clemson_083,program_clemson,person_000335,2026,83,scholarship,1.0,True,CB
roster_program_clemson_084,program_clemson,person_000336,2026,84,scholarship,1.0,True,CB
roster_program_clemson_085,program_clemson,person_000337,2026,85,scholarship,1.0,True,CB
roster_program_clemson_086,program_clemson,person_000338,2026,86,scholarship,1.0,True,CB
roster_program_clemson_087,program_clemson,person_000339,2026,87,scholarship,1.0,True,CB
roster_program_clemson_088,program_clemson,person_000340,2026,88,scholarship,1.0,True,S
roster_program_clemson_089,program_clemson,person_000341,2026,89,scholarship,1.0,True,S
roster_program_clemson_090,program_clemson,person_000342,2026,90,scholarship,1.0,True,S
roster_program_clemson_091,program_clemson,person_000343,2026,91,scholarship,1.0,True,S
roster_program_clemson_092,program_clemson,person_000344,2026,92,scholarship,1.0,True,S
roster_program_clemson_093,program_clemson,person_000345,2026,93,scholarship,1.0,True,S
roster_program_clemson_094,program_clemson,person_000346,2026,94,scholarship,1.0,True,S
roster_program_clemson_095,program_clemson,person_000347,2026,95,scholarship,1.0,True,K
roster_program_clemson_096,program_clemson,person_000348,2026,96,scholarship,1.0,True,K
roster_program_clemson_097,program_clemson,person_000349,2026,97,scholarship,1.0,True,P
roster_program_clemson_098,program_clemson,person_000350,2026,98,scholarship,1.0,True,P
roster_program_clemson_099,program_clemson,person_000351,2026,99,scholarship,1.0,True,LS
roster_program_clemson_100,program_clemson,person_000352,2026,100,scholarship,1.0,True,ATH
roster_program_clemson_101,program_clemson,person_000353,2026,101,scholarship,1.0,True,ATH
roster_program_clemson_102,program_clemson,person_000354,2026,102,scholarship,1.0,True,ATH
roster_program_clemson_103,program_clemson,person_000355,2026,103,scholarship,1.0,True,ATH
roster_program_clemson_104,program_clemson,person_000356,2026,104,scholarship,1.0,True,ATH
roster_program_clemson_105,program_clemson,person_000357,2026,105,scholarship,1.0,True,ATH
roster_program_duke_001,program_duke,person_000372,2026,1,scholarship,1.0,True,QB
roster_program_duke_002,program_duke,person_000373,2026,2,scholarship,1.0,True,QB
roster_program_duke_003,program_duke,person_000374,2026,3,scholarship,1.0,True,QB
roster_program_duke_004,program_duke,person_000375,2026,4,scholarship,1.0,True,QB
roster_program_duke_005,program_duke,person_000376,2026,5,scholarship,1.0,True,QB
roster_program_duke_006,program_duke,person_000377,2026,6,scholarship,1.0,True,RB
roster_program_duke_007,program_duke,person_000378,2026,7,scholarship,1.0,True,RB
roster_program_duke_008,program_duke,person_000379,2026,8,scholarship,1.0,True,RB
roster_program_duke_009,program_duke,person_000380,2026,9,scholarship,1.0,True,RB
roster_program_duke_010,program_duke,person_000381,2026,10,scholarship,1.0,True,RB
roster_program_duke_011,program_duke,person_000382,2026,11,scholarship,1.0,True,RB
roster_program_duke_012,program_duke,person_000383,2026,12,scholarship,1.0,True,RB
roster_program_duke_013,program_duke,person_000384,2026,13,scholarship,1.0,True,WR
roster_program_duke_014,program_duke,person_000385,2026,14,scholarship,1.0,True,WR
roster_program_duke_015,program_duke,person_000386,2026,15,scholarship,1.0,True,WR
roster_program_duke_016,program_duke,person_000387,2026,16,scholarship,1.0,True,WR
roster_program_duke_017,program_duke,person_000388,2026,17,scholarship,1.0,True,WR
roster_program_duke_018,program_duke,person_000389,2026,18,scholarship,1.0,True,WR
roster_program_duke_019,program_duke,person_000390,2026,19,scholarship,1.0,True,WR
roster_program_duke_020,program_duke,person_000391,2026,20,scholarship,1.0,True,WR
roster_program_duke_021,program_duke,person_000392,2026,21,scholarship,1.0,True,WR
roster_program_duke_022,program_duke,person_000393,2026,22,scholarship,1.0,True,WR
roster_program_duke_023,program_duke,person_000394,2026,23,scholarship,1.0,True,WR
roster_program_duke_024,program_duke,person_000395,2026,24,scholarship,1.0,True,WR
roster_program_duke_025,program_duke,person_000396,2026,25,scholarship,1.0,True,WR
roster_program_duke_026,program_duke,person_000397,2026,26,scholarship,1.0,True,WR
roster_program_duke_027,program_duke,person_000398,2026,27,scholarship,1.0,True,TE
roster_program_duke_028,program_duke,person_000399,2026,28,scholarship,1.0,True,TE
roster_program_duke_029,program_duke,person_000400,2026,29,scholarship,1.0,True,TE
