staffAssignmentId,programId,personId,roleId,seasonYear,status
staff_program_duke_ol_coach,program_duke,person_000366,ol_coach,2026,active
staff_program_duke_dl_coach,program_duke,person_000367,dl_coach,2026,active
staff_program_duke_lb_coach,program_duke,person_000368,lb_coach,2026,active
staff_program_duke_db_coach,program_duke,person_000369,db_coach,2026,active
staff_program_duke_strength_coach,program_duke,person_000370,strength_coach,2026,active
staff_program_duke_nil_director,program_duke,person_000371,nil_director,2026,active
staff_program_florida_state_head_coach,program_florida_state,person_000477,head_coach,2026,active
staff_program_florida_state_offensive_coordinator,program_florida_state,person_000478,offensive_coordinator,2026,active
staff_program_florida_state_defensive_coordinator,program_florida_state,person_000479,defensive_coordinator,2026,active
staff_program_florida_state_special_teams_coordinator,program_florida_state,person_000480,special_teams_coordinator,2026,active
staff_program_florida_state_recruiting_coordinator,program_florida_state,person_000481,recruiting_coordinator,2026,active
staff_program_florida_state_qb_coach,program_florida_state,person_000482,qb_coach,2026,active
staff_program_florida_state_rb_coach,program_florida_state,person_000483,rb_coach,2026,active
staff_program_florida_state_wr_coach,program_florida_state,person_000484,wr_coach,2026,active
staff_program_florida_state_ol_coach,program_florida_state,person_000485,ol_coach,2026,active
staff_program_florida_state_dl_coach,program_florida_state,person_000486,dl_coach,2026,active
staff_program_florida_state_lb_coach,program_florida_state,person_000487,lb_coach,2026,active
staff_program_florida_state_db_coach,program_florida_state,person_000488,db_coach,2026,active
staff_program_florida_state_strength_coach,program_florida_state,person_000489,strength_coach,2026,active
staff_program_florida_state_nil_director,program_florida_state,person_000490,nil_director,2026,active
staff_program_georgia_tech_head_coach,program_georgia_tech,person_000596,head_coach,2026,active
staff_program_georgia_tech_offensive_coordinator,program_georgia_tech,person_000597,offensive_coordinator,2026,active
staff_program_georgia_tech_defensive_coordinator,program_georgia_tech,person_000598,defensive_coordinator,2026,active
staff_program_georgia_tech_special_teams_coordinator,program_georgia_tech,person_000599,special_teams_coordinator,2026,active
staff_program_georgia_tech_recruiting_coordinator,program_georgia_tech,person_000600,recruiting_coordinator,2026,active
staff_program_georgia_tech_qb_coach,program_georgia_tech,person_000601,qb_coach,2026,active
staff_program_georgia_tech_rb_coach,program_georgia_tech,person_000602,rb_coach,2026,active
staff_program_georgia_tech_wr_coach,program_georgia_tech,person_000603,wr_coach,2026,active
staff_program_georgia_tech_ol_coach,program_georgia_tech,person_000604,ol_coach,2026,active
staff_program_georgia_tech_dl_coach,program_georgia_tech,person_000605,dl_coach,2026,active
staff_program_georgia_tech_lb_coach,program_georgia_tech,person_000606,lb_coach,2026,active
staff_program_georgia_tech_db_coach,program_georgia_tech,person_000607,db_coach,2026,active
staff_program_georgia_tech_strength_coach,program_georgia_tech,person_000608,strength_coach,2026,active
staff_program_georgia_tech_nil_director,program_georgia_tech,person_000609,nil_director,2026,active
staff_program_louisville_head_coach,program_louisville,person_000715,head_coach,2026,active
staff_program_louisville_offensive_coordinator,program_louisville,person_000716,offensive_coordinator,2026,active
staff_program_louisville_defensive_coordinator,program_louisville,person_000717,defensive_coordinator,2026,active
staff_program_louisville_special_teams_coordinator,program_louisville,person_000718,special_teams_coordinator,2026,active
staff_program_louisville_recruiting_coordinator,program_louisville,person_000719,recruiting_coordinator,2026,active
staff_program_louisville_qb_coach,program_louisville,person_000720,qb_coach,2026,active
staff_program_louisville_rb_coach,program_louisville,person_000721,rb_coach,2026,active
staff_program_louisville_wr_coach,program_louisville,person_000722,wr_coach,2026,active
staff_program_louisville_ol_coach,program_louisville,person_000723,ol_coach,2026,active
staff_program_louisville_dl_coach,program_louisville,person_000724,dl_coach,2026,active
staff_program_louisville_lb_coach,program_louisville,person_000725,lb_coach,2026,active
staff_program_louisville_db_coach,program_louisville,person_000726,db_coach,2026,active
staff_program_louisville_strength_coach,program_louisville,person_000727,strength_coach,2026,active
staff_program_louisville_nil_director,program_louisville,person_000728,nil_director,2026,active
staff_program_miami_fl_head_coach,program_miami_fl,person_000834,head_coach,2026,active
staff_program_miami_fl_offensive_coordinator,program_miami_fl,person_000835,offensive_coordinator,2026,active
staff_program_miami_fl_defensive_coordinator,program_miami_fl,person_000836,defensive_coordinator,2026,active
staff_program_miami_fl_special_teams_coordinator,program_miami_fl,person_000837,special_teams_coordinator,2026,active
staff_program_miami_fl_recruiting_coordinator,program_miami_fl,person_000838,recruiting_coordinator,2026,active
staff_program_miami_fl_qb_coach,program_miami_fl,person_000839,qb_coach,2026,active
staff_program_miami_fl_rb_coach,program_miami_fl,person_000840,rb_coach,2026,active
staff_program_miami_fl_wr_coach,program_miami_fl,person_000841,wr_coach,2026,active
staff_program_miami_fl_ol_coach,program_miami_fl,person_000842,ol_coach,2026,active
staff_program_miami_fl_dl_coach,program_miami_fl,person_000843,dl_coach,2026,active
staff_program_miami_fl_lb_coach,program_miami_fl,person_000844,lb_coach,2026,active
staff_program_miami_fl_db_coach,program_miami_fl,person_000845,db_coach,2026,active
staff_program_miami_fl_strength_coach,program_miami_fl,person_000846,strength_coach,2026,active
staff_program_miami_fl_nil_director,program_miami_fl,person_000847,nil_director,2026,active
staff_program_nc_state_head_coach,program_nc_state,person_000953,head_coach,2026,active
staff_program_nc_state_offensive_coordinator,program_nc_state,person_000954,offensive_coordinator,2026,active
staff_program_nc_state_defensive_coordinator,program_nc_state,person_000955,defensive_coordinator,2026,active
staff_program_nc_state_special_teams_coordinator,program_nc_state,person_000956,special_teams_coordinator,2026,active
staff_program_nc_state_recruiting_coordinator,program_nc_state,person_000957,recruiting_coordinator,2026,active
staff_program_nc_state_qb_coach,program_nc_state,person_000958,qb_coach,2026,active
staff_program_nc_state_rb_coach,program_nc_state,person_000959,rb_coach,2026,active
staff_program_nc_state_wr_coach,program_nc_state,person_000960,wr_coach,2026,active
staff_program_nc_state_ol_coach,program_nc_state,person_000961,ol_coach,2026,active
staff_program_nc_state_dl_coach,program_nc_state,person_000962,dl_coach,2026,active
staff_program_nc_state_lb_coach,program_nc_state,person_000963,lb_coach,2026,active
staff_program_nc_state_db_coach,program_nc_state,person_000964,db_coach,2026,active
staff_program_nc_state_strength_coach,program_nc_state,person_000965,strength_coach,2026,active
staff_program_nc_state_nil_director,program_nc_state,person_000966,nil_director,2026,active
staff_program_north_carolina_head_coach,program_north_carolina,person_001072,head_coach,2026,active
staff_program_north_carolina_offensive_coordinator,program_north_carolina,person_001073,offensive_coordinator,2026,active
staff_program_north_carolina_defensive_coordinator,program_north_carolina,person_001074,defensive_coordinator,2026,active
staff_program_north_carolina_special_teams_coordinator,program_north_carolina,person_001075,special_teams_coordinator,2026,active
staff_program_north_carolina_recruiting_coordinator,program_north_carolina,person_001076,recruiting_coordinator,2026,active
staff_program_north_carolina_qb_coach,program_north_carolina,person_001077,qb_coach,2026,active
staff_program_north_carolina_rb_coach,program_north_carolina,person_001078,rb_coach,2026,active
staff_program_north_carolina_wr_coach,program_north_carolina,person_001079,wr_coach,2026,active
staff_program_north_carolina_ol_coach,program_north_carolina,person_001080,ol_coach,2026,active
staff_program_north_carolina_dl_coach,program_north_carolina,person_001081,dl_coach,2026,active
staff_program_north_carolina_lb_coach,program_north_carolina,person_001082,lb_coach,2026,active
staff_program_north_carolina_db_coach,program_north_carolina,person_001083,db_coach,2026,active
staff_program_north_carolina_strength_coach,program_north_carolina,person_001084,strength_coach,2026,active
staff_program_north_carolina_nil_director,program_north_carolina,person_001085,nil_director,2026,active
staff_program_pittsburgh_head_coach,program_pittsburgh,person_001191,head_coach,2026,active
staff_program_pittsburgh_offensive_coordinator,program_pittsburgh,person_001192,offensive_coordinator,2026,active
staff_program_pittsburgh_defensive_coordinator,program_pittsburgh,person_001193,defensive_coordinator,2026,active
staff_program_pittsburgh_special_teams_coordinator,program_pittsburgh,person_001194,special_teams_coordinator,2026,active
staff_program_pittsburgh_recruiting_coordinator,program_pittsburgh,person_001195,recruiting_coordinator,2026,active
staff_program_pittsburgh_qb_coach,program_pittsburgh,person_001196,qb_coach,2026,active
staff_program_pittsburgh_rb_coach,program_pittsburgh,person_001197,rb_coach,2026,active
staff_program_pittsburgh_wr_coach,program_pittsburgh,person_001198,wr_coach,2026,active
staff_program_pittsburgh_ol_coach,program_pittsburgh,person_001199,ol_coach,2026,active
staff_program_pittsburgh_dl_coach,program_pittsburgh,person_001200,dl_coach,2026,active
staff_program_pittsburgh_lb_coach,program_pittsburgh,person_001201,lb_coach,2026,active
staff_program_pittsburgh_db_coach,program_pittsburgh,person_001202,db_coach,2026,active
staff_program_pittsburgh_strength_coach,program_pittsburgh,person_001203,strength_coach,2026,active
staff_program_pittsburgh_nil_director,program_pittsburgh,person_001204,nil_director,2026,active
staff_program_smu_head_coach,program_smu,person_001310,head_coach,2026,active
staff_program_smu_offensive_coordinator,program_smu,person_001311,offensive_coordinator,2026,active
staff_program_smu_defensive_coordinator,program_smu,person_001312,defensive_coordinator,2026,active
staff_program_smu_special_teams_coordinator,program_smu,person_001313,special_teams_coordinator,2026,active
staff_program_smu_recruiting_coordinator,program_smu,person_001314,recruiting_coordinator,2026,active
staff_program_smu_qb_coach,program_smu,person_001315,qb_coach,2026,active
staff_program_smu_rb_coach,program_smu,person_001316,rb_coach,2026,active
staff_program_smu_wr_coach,program_smu,person_001317,wr_coach,2026,active
staff_program_smu_ol_coach,program_smu,person_001318,ol_coach,2026,active
staff_program_smu_dl_coach,program_smu,person_001319,dl_coach,2026,active
staff_program_smu_lb_coach,program_smu,person_001320,lb_coach,2026,active
staff_program_smu_db_coach,program_smu,person_001321,db_coach,2026,active
staff_program_smu_strength_coach,program_smu,person_001322,strength_coach,2026,active
staff_program_smu_nil_director,program_smu,person_001323,nil_director,2026,active
staff_program_stanford_head_coach,program_stanford,person_001429,head_coach,2026,active
staff_program_stanford_offensive_coordinator,program_stanford,person_001430,offensive_coordinator,2026,active
staff_program_stanford_defensive_coordinator,program_stanford,person_001431,defensive_coordinator,2026,active
staff_program_stanford_special_teams_coordinator,program_stanford,person_001432,special_teams_coordinator,2026,active
staff_program_stanford_recruiting_coordinator,program_stanford,person_001433,recruiting_coordinator,2026,active
staff_program_stanford_qb_coach,program_stanford,person_001434,qb_coach,2026,active
staff_program_stanford_rb_coach,program_stanford,person_001435,rb_coach,2026,active
staff_program_stanford_wr_coach,program_stanford,person_001436,wr_coach,2026,active
staff_program_stanford_ol_coach,program_stanford,person_001437,ol_coach,2026,active
staff_program_stanford_dl_coach,program_stanford,person_001438,dl_coach,2026,active
staff_program_stanford_lb_coach,program_stanford,person_001439,lb_coach,2026,active
staff_program_stanford_db_coach,program_stanford,person_001440,db_coach,2026,active
staff_program_stanford_strength_coach,program_stanford,person_001441,strength_coach,2026,active
staff_program_stanford_nil_director,program_stanford,person_001442,nil_director,2026,active
staff_program_syracuse_head_coach,program_syracuse,person_001548,head_coach,2026,active
staff_program_syracuse_offensive_coordinator,program_syracuse,person_001549,offensive_coordinator,2026,active
staff_program_syracuse_defensive_coordinator,program_syracuse,person_001550,defensive_coordinator,2026,active
staff_program_syracuse_special_teams_coordinator,program_syracuse,person_001551,special_teams_coordinator,2026,active
staff_program_syracuse_recruiting_coordinator,program_syracuse,person_001552,recruiting_coordinator,2026,active
staff_program_syracuse_qb_coach,program_syracuse,person_001553,qb_coach,2026,active
staff_program_syracuse_rb_coach,program_syracuse,person_001554,rb_coach,2026,active
staff_program_syracuse_wr_coach,program_syracuse,person_001555,wr_coach,2026,active
staff_program_syracuse_ol_coach,program_syracuse,person_001556,ol_coach,2026,active
staff_program_syracuse_dl_coach,program_syracuse,person_001557,dl_coach,2026,active
staff_program_syracuse_lb_coach,program_syracuse,person_001558,lb_coach,2026,active
staff_program_syracuse_db_coach,program_syracuse,person_001559,db_coach,2026,active
staff_program_syracuse_strength_coach,program_syracuse,person_001560,strength_coach,2026,active
staff_program_syracuse_nil_director,program_syracuse,person_001561,nil_director,2026,active
staff_program_virginia_head_coach,program_virginia,person_001667,head_coach,2026,active
staff_program_virginia_offensive_coordinator,program_virginia,person_001668,offensive_coordinator,2026,active
staff_program_virginia_defensive_coordinator,program_virginia,person_001669,defensive_coordinator,2026,active
staff_program_virginia_special_teams_coordinator,program_virginia,person_001670,special_teams_coordinator,2026,active
staff_program_virginia_recruiting_coordinator,program_virginia,person_001671,recruiting_coordinator,2026,active
staff_program_virginia_qb_coach,program_virginia,person_001672,qb_coach,2026,active
staff_program_virginia_rb_coach,program_virginia,person_001673,rb_coach,2026,active
staff_program_virginia_wr_coach,program_virginia,person_001674,wr_coach,2026,active
staff_program_virginia_ol_coach,program_virginia,person_001675,ol_coach,2026,active
staff_program_virginia_dl_coach,program_virginia,person_001676,dl_coach,2026,active
staff_program_virginia_lb_coach,program_virginia,person_001677,lb_coach,2026,active
staff_program_virginia_db_coach,program_virginia,person_001678,db_coach,2026,active
staff_program_virginia_strength_coach,program_virginia,person_001679,strength_coach,2026,active
staff_program_virginia_nil_director,program_virginia,person_001680,nil_director,2026,active
staff_program_virginia_tech_head_coach,program_virginia_tech,person_001786,head_coach,2026,active
staff_program_virginia_tech_offensive_coordinator,program_virginia_tech,person_001787,offensive_coordinator,2026,active
staff_program_virginia_tech_defensive_coordinator,program_virginia_tech,person_001788,defensive_coordinator,2026,active
staff_program_virginia_tech_special_teams_coordinator,program_virginia_tech,person_001789,special_teams_coordinator,2026,active
staff_program_virginia_tech_recruiting_coordinator,program_virginia_tech,person_001790,recruiting_coordinator,2026,active
staff_program_virginia_tech_qb_coach,program_virginia_tech,person_001791,qb_coach,2026,active
staff_program_virginia_tech_rb_coach,program_virginia_tech,person_001792,rb_coach,2026,active
staff_program_virginia_tech_wr_coach,program_virginia_tech,person_001793,wr_coach,2026,active
staff_program_virginia_tech_ol_coach,program_virginia_tech,person_001794,ol_coach,2026,active
staff_program_virginia_tech_dl_coach,program_virginia_tech,person_001795,dl_coach,2026,active
staff_program_virginia_tech_lb_coach,program_virginia_tech,person_001796,lb_coach,2026,active
staff_program_virginia_tech_db_coach,program_virginia_tech,person_001797,db_coach,2026,active
staff_program_virginia_tech_strength_coach,program_virginia_tech,person_001798,strength_coach,2026,active
staff_program_virginia_tech_nil_director,program_virginia_tech,person_001799,nil_director,2026,active
staff_program_wake_forest_head_coach,program_wake_forest,person_001905,head_coach,2026,active
staff_program_wake_forest_offensive_coordinator,program_wake_forest,person_001906,offensive_coordinator,2026,active
staff_program_wake_forest_defensive_coordinator,program_wake_forest,person_001907,defensive_coordinator,2026,active
staff_program_wake_forest_special_teams_coordinator,program_wake_forest,person_001908,special_teams_coordinator,2026,active
staff_program_wake_forest_recruiting_coordinator,program_wake_forest,person_001909,recruiting_coordinator,2026,active
staff_program_wake_forest_qb_coach,program_wake_forest,person_001910,qb_coach,2026,active
staff_program_wake_forest_rb_coach,program_wake_forest,person_001911,rb_coach,2026,active
staff_program_wake_forest_wr_coach,program_wake_forest,person_001912,wr_coach,2026,active
staff_program_wake_forest_ol_coach,program_wake_forest,person_001913,ol_coach,2026,active
staff_program_wake_forest_dl_coach,program_wake_forest,person_001914,dl_coach,2026,active
staff_program_wake_forest_lb_coach,program_wake_forest,person_001915,lb_coach,2026,active
staff_program_wake_forest_db_coach,program_wake_forest,person_001916,db_coach,2026,active
staff_program_wake_forest_strength_coach,program_wake_forest,person_001917,strength_coach,2026,active
staff_program_wake_forest_nil_director,program_wake_forest,person_001918,nil_director,2026,active
staff_program_illinois_head_coach,program_illinois,person_002024,head_coach,2026,active
staff_program_illinois_offensive_coordinator,program_illinois,person_002025,offensive_coordinator,2026,active
staff_program_illinois_defensive_coordinator,program_illinois,person_002026,defensive_coordinator,2026,active
staff_program_illinois_special_teams_coordinator,program_illinois,person_002027,special_teams_coordinator,2026,active
staff_program_illinois_recruiting_coordinator,program_illinois,person_002028,recruiting_coordinator,2026,active
staff_program_illinois_qb_coach,program_illinois,person_002029,qb_coach,2026,active
staff_program_illinois_rb_coach,program_illinois,person_002030,rb_coach,2026,active
staff_program_illinois_wr_coach,program_illinois,person_002031,wr_coach,2026,active
staff_program_illinois_ol_coach,program_illinois,person_002032,ol_coach,2026,active
staff_program_illinois_dl_coach,program_illinois,person_002033,dl_coach,2026,active
staff_program_illinois_lb_coach,program_illinois,person_002034,lb_coach,2026,active
staff_program_illinois_db_coach,program_illinois,person_002035,db_coach,2026,active
staff_program_illinois_strength_coach,program_illinois,person_002036,strength_coach,2026,active
staff_program_illinois_nil_director,program_illinois,person_002037,nil_director,2026,active
staff_program_indiana_head_coach,program_indiana,person_002143,head_coach,2026,active
staff_program_indiana_offensive_coordinator,program_indiana,person_002144,offensive_coordinator,2026,active
staff_program_indiana_defensive_coordinator,program_indiana,person_002145,defensive_coordinator,2026,active
staff_program_indiana_special_teams_coordinator,program_indiana,person_002146,special_teams_coordinator,2026,active
staff_program_indiana_recruiting_coordinator,program_indiana,person_002147,recruiting_coordinator,2026,active
staff_program_indiana_qb_coach,program_indiana,person_002148,qb_coach,2026,active
staff_program_indiana_rb_coach,program_indiana,person_002149,rb_coach,2026,active
staff_program_indiana_wr_coach,program_indiana,person_002150,wr_coach,2026,active
staff_program_indiana_ol_coach,program_indiana,person_002151,ol_coach,2026,active
staff_program_indiana_dl_coach,program_indiana,person_002152,dl_coach,2026,active
staff_program_indiana_lb_coach,program_indiana,person_002153,lb_coach,2026,active
staff_program_indiana_db_coach,program_indiana,person_002154,db_coach,2026,active
staff_program_indiana_strength_coach,program_indiana,person_002155,strength_coach,2026,active
staff_program_indiana_nil_director,program_indiana,person_002156,nil_director,2026,active
staff_program_iowa_head_coach,program_iowa,person_002262,head_coach,2026,active
staff_program_iowa_offensive_coordinator,program_iowa,person_002263,offensive_coordinator,2026,active
staff_program_iowa_defensive_coordinator,program_iowa,person_002264,defensive_coordinator,2026,active
staff_program_iowa_special_teams_coordinator,program_iowa,person_002265,special_teams_coordinator,2026,active
staff_program_iowa_recruiting_coordinator,program_iowa,person_002266,recruiting_coordinator,2026,active
staff_program_iowa_qb_coach,program_iowa,person_002267,qb_coach,2026,active
staff_program_iowa_rb_coach,program_iowa,person_002268,rb_coach,2026,active
staff_program_iowa_wr_coach,program_iowa,person_002269,wr_coach,2026,active
staff_program_iowa_ol_coach,program_iowa,person_002270,ol_coach,2026,active
staff_program_iowa_dl_coach,program_iowa,person_002271,dl_coach,2026,active
staff_program_iowa_lb_coach,program_iowa,person_002272,lb_coach,2026,active
staff_program_iowa_db_coach,program_iowa,person_002273,db_coach,2026,active
staff_program_iowa_strength_coach,program_iowa,person_002274,strength_coach,2026,active
staff_program_iowa_nil_director,program_iowa,person_002275,nil_director,2026,active
staff_program_maryland_head_coach,program_maryland,person_002381,head_coach,2026,active
staff_program_maryland_offensive_coordinator,program_maryland,person_002382,offensive_coordinator,2026,active
staff_program_maryland_defensive_coordinator,program_maryland,person_002383,defensive_coordinator,2026,active
staff_program_maryland_special_teams_coordinator,program_maryland,person_002384,special_teams_coordinator,2026,active
staff_program_maryland_recruiting_coordinator,program_maryland,person_002385,recruiting_coordinator,2026,active
staff_program_maryland_qb_coach,program_maryland,person_002386,qb_coach,2026,active
staff_program_maryland_rb_coach,program_maryland,person_002387,rb_coach,2026,active
staff_program_maryland_wr_coach,program_maryland,person_002388,wr_coach,2026,active
staff_program_maryland_ol_coach,program_maryland,person_002389,ol_coach,2026,active
staff_program_maryland_dl_coach,program_maryland,person_002390,dl_coach,2026,active
staff_program_maryland_lb_coach,program_maryland,person_002391,lb_coach,2026,active
staff_program_maryland_db_coach,program_maryland,person_002392,db_coach,2026,active
staff_program_maryland_strength_coach,program_maryland,person_002393,strength_coach,2026,active
staff_program_maryland_nil_director,program_maryland,person_002394,nil_director,2026,active
staff_program_michigan_head_coach,program_michigan,person_002500,head_coach,2026,active
staff_program_michigan_offensive_coordinator,program_michigan,person_002501,offensive_coordinator,2026,active
staff_program_michigan_defensive_coordinator,program_michigan,person_002502,defensive_coordinator,2026,active
staff_program_michigan_special_teams_coordinator,program_michigan,person_002503,special_teams_coordinator,2026,active
staff_program_michigan_recruiting_coordinator,program_michigan,person_002504,recruiting_coordinator,2026,active
staff_program_michigan_qb_coach,program_michigan,person_002505,qb_coach,2026,active
staff_program_michigan_rb_coach,program_michigan,person_002506,rb_coach,2026,active
staff_program_michigan_wr_coach,program_michigan,person_002507,wr_coach,2026,active
staff_program_michigan_ol_coach,program_michigan,person_002508,ol_coach,2026,active
staff_program_michigan_dl_coach,program_michigan,person_002509,dl_coach,2026,active
staff_program_michigan_lb_coach,program_michigan,person_002510,lb_coach,2026,active
staff_program_michigan_db_coach,program_michigan,person_002511,db_coach,2026,active
staff_program_michigan_strength_coach,program_michigan,person_002512,strength_coach,2026,active
staff_program_michigan_nil_director,program_michigan,person_002513,nil_director,2026,active
staff_program_michigan_state_head_coach,program_michigan_state,person_002619,head_coach,2026,active
staff_program_michigan_state_offensive_coordinator,program_michigan_state,person_002620,offensive_coordinator,2026,active
staff_program_michigan_state_defensive_coordinator,program_michigan_state,person_002621,defensive_coordinator,2026,active
staff_program_michigan_state_special_teams_coordinator,program_michigan_state,person_002622,special_teams_coordinator,2026,active
staff_program_michigan_state_recruiting_coordinator,program_michigan_state,person_002623,recruiting_coordinator,2026,active
staff_program_michigan_state_qb_coach,program_michigan_state,person_002624,qb_coach,2026,active
staff_program_michigan_state_rb_coach,program_michigan_state,person_002625,rb_coach,2026,active
staff_program_michigan_state_wr_coach,program_michigan_state,person_002626,wr_coach,2026,active
staff_program_michigan_state_ol_coach,program_michigan_state,person_002627,ol_coach,2026,active
staff_program_michigan_state_dl_coach,program_michigan_state,person_002628,dl_coach,2026,active
staff_program_michigan_state_lb_coach,program_michigan_state,person_002629,lb_coach,2026,active
staff_program_michigan_state_db_coach,program_michigan_state,person_002630,db_coach,2026,active
staff_program_michigan_state_strength_coach,program_michigan_state,person_002631,strength_coach,2026,active
staff_program_michigan_state_nil_director,program_michigan_state,person_002632,nil_director,2026,active
staff_program_minnesota_head_coach,program_minnesota,person_002738,head_coach,2026,active
staff_program_minnesota_offensive_coordinator,program_minnesota,person_002739,offensive_coordinator,2026,active
staff_program_minnesota_defensive_coordinator,program_minnesota,person_002740,defensive_coordinator,2026,active
staff_program_minnesota_special_teams_coordinator,program_minnesota,person_002741,special_teams_coordinator,2026,active
staff_program_minnesota_recruiting_coordinator,program_minnesota,person_002742,recruiting_coordinator,2026,active
staff_program_minnesota_qb_coach,program_minnesota,person_002743,qb_coach,2026,active
staff_program_minnesota_rb_coach,program_minnesota,person_002744,rb_coach,2026,active
staff_program_minnesota_wr_coach,program_minnesota,person_002745,wr_coach,2026,active
staff_program_minnesota_ol_coach,program_minnesota,person_002746,ol_coach,2026,active
staff_program_minnesota_dl_coach,program_minnesota,person_002747,dl_coach,2026,active
staff_program_minnesota_lb_coach,program_minnesota,person_002748,lb_coach,2026,active
staff_program_minnesota_db_coach,program_minnesota,person_002749,db_coach,2026,active
staff_program_minnesota_strength_coach,program_minnesota,person_002750,strength_coach,2026,active
staff_program_minnesota_nil_director,program_minnesota,person_002751,nil_director,2026,active
staff_program_nebraska_head_coach,program_nebraska,person_002857,head_coach,2026,active
staff_program_nebraska_offensive_coordinator,program_nebraska,person_002858,offensive_coordinator,2026,active
staff_program_nebraska_defensive_coordinator,program_nebraska,person_002859,defensive_coordinator,2026,active
staff_program_nebraska_special_teams_coordinator,program_nebraska,person_002860,special_teams_coordinator,2026,active
staff_program_nebraska_recruiting_coordinator,program_nebraska,person_002861,recruiting_coordinator,2026,active
staff_program_nebraska_qb_coach,program_nebraska,person_002862,qb_coach,2026,active
staff_program_nebraska_rb_coach,program_nebraska,person_002863,rb_coach,2026,active
staff_program_nebraska_wr_coach,program_nebraska,person_002864,wr_coach,2026,active
staff_program_nebraska_ol_coach,program_nebraska,person_002865,ol_coach,2026,active
staff_program_nebraska_dl_coach,program_nebraska,person_002866,dl_coach,2026,active
staff_program_nebraska_lb_coach,program_nebraska,person_002867,lb_coach,2026,active
