scheduleId,programId,gameId,seasonYear,week,opponentProgramId,homeAwayNeutral,result,score
sched_program_utah_state_w01,program_utah_state,game_2026_w01_0034,2026,1,program_troy,home,,
sched_program_troy_w01,program_troy,game_2026_w01_0034,2026,1,program_utah_state,away,,
sched_program_north_carolina_w01,program_north_carolina,game_2026_w01_0035,2026,1,program_maryland,home,,
sched_program_maryland_w01,program_maryland,game_2026_w01_0035,2026,1,program_north_carolina,away,,
sched_program_kansas_state_w01,program_kansas_state,game_2026_w01_0036,2026,1,program_tulsa,home,,
sched_program_tulsa_w01,program_tulsa,game_2026_w01_0036,2026,1,program_kansas_state,away,,
sched_program_oklahoma_w01,program_oklahoma,game_2026_w01_0037,2026,1,program_florida_atlantic,home,,
sched_program_florida_atlantic_w01,program_florida_atlantic,game_2026_w01_0037,2026,1,program_oklahoma,away,,
sched_program_ulm_w01,program_ulm,game_2026_w01_0038,2026,1,program_usf,home,,
sched_program_usf_w01,program_usf,game_2026_w01_0038,2026,1,program_ulm,away,,
sched_program_ball_state_w01,program_ball_state,game_2026_w01_0039,2026,1,program_wyoming,home,,
sched_program_wyoming_w01,program_wyoming,game_2026_w01_0039,2026,1,program_ball_state,away,,
sched_program_iowa_state_w01,program_iowa_state,game_2026_w01_0040,2026,1,program_mississippi_state,home,,
sched_program_mississippi_state_w01,program_mississippi_state,game_2026_w01_0040,2026,1,program_iowa_state,away,,
sched_program_miami_fl_w01,program_miami_fl,game_2026_w01_0041,2026,1,program_kennesaw_state,home,,
sched_program_kennesaw_state_w01,program_kennesaw_state,game_2026_w01_0041,2026,1,program_miami_fl,away,,
sched_program_san_diego_state_w01,program_san_diego_state,game_2026_w01_0042,2026,1,program_tcu,home,,
sched_program_tcu_w01,program_tcu,game_2026_w01_0042,2026,1,program_san_diego_state,away,,
sched_program_coastal_carolina_w01,program_coastal_carolina,game_2026_w01_0043,2026,1,program_wisconsin,home,,
sched_program_wisconsin_w01,program_wisconsin,game_2026_w01_0043,2026,1,program_coastal_carolina,away,,
sched_program_georgia_state_w01,program_georgia_state,game_2026_w01_0044,2026,1,program_rice,home,,
sched_program_rice_w01,program_rice,game_2026_w01_0044,2026,1,program_georgia_state,away,,
sched_program_northwestern_w01,program_northwestern,game_2026_w01_0045,2026,1,program_utah,home,,
sched_program_utah_w01,program_utah,game_2026_w01_0045,2026,1,program_northwestern,away,,
sched_program_oklahoma_state_w01,program_oklahoma_state,game_2026_w01_0046,2026,1,program_rutgers,home,,
sched_program_rutgers_w01,program_rutgers,game_2026_w01_0046,2026,1,program_oklahoma_state,away,,
sched_program_central_michigan_w01,program_central_michigan,game_2026_w01_0047,2026,1,program_arkansas_state,home,,
sched_program_arkansas_state_w01,program_arkansas_state,game_2026_w01_0047,2026,1,program_central_michigan,away,,
sched_program_old_dominion_w01,program_old_dominion,game_2026_w01_0048,2026,1,program_sam_houston,home,,
sched_program_sam_houston_w01,program_sam_houston,game_2026_w01_0048,2026,1,program_old_dominion,away,,
sched_program_south_alabama_w01,program_south_alabama,game_2026_w01_0049,2026,1,program_colorado_state,home,,
sched_program_colorado_state_w01,program_colorado_state,game_2026_w01_0049,2026,1,program_south_alabama,away,,
sched_program_stanford_w01,program_stanford,game_2026_w01_0050,2026,1,program_texas_tech,home,,
sched_program_texas_tech_w01,program_texas_tech,game_2026_w01_0050,2026,1,program_stanford,away,,
sched_program_tennessee_w01,program_tennessee,game_2026_w01_0051,2026,1,program_utsa,home,,
sched_program_utsa_w01,program_utsa,game_2026_w01_0051,2026,1,program_tennessee,away,,
sched_program_texas_a_m_w01,program_texas_a_m,game_2026_w01_0052,2026,1,program_california,home,,
sched_program_california_w01,program_california,game_2026_w01_0052,2026,1,program_texas_a_m,away,,
sched_program_arkansas_w01,program_arkansas,game_2026_w01_0053,2026,1,program_boston_college,home,,
sched_program_boston_college_w01,program_boston_college,game_2026_w01_0053,2026,1,program_arkansas,away,,
sched_program_georgia_w01,program_georgia,game_2026_w01_0054,2026,1,program_nc_state,home,,
sched_program_nc_state_w01,program_nc_state,game_2026_w01_0054,2026,1,program_georgia,away,,
sched_program_houston_w01,program_houston,game_2026_w01_0055,2026,1,program_kent_state,home,,
sched_program_kent_state_w01,program_kent_state,game_2026_w01_0055,2026,1,program_houston,away,,
sched_program_auburn_w01,program_auburn,game_2026_w01_0056,2026,1,program_fresno_state,home,,
sched_program_fresno_state_w01,program_fresno_state,game_2026_w01_0056,2026,1,program_auburn,away,,
sched_program_north_texas_w01,program_north_texas,game_2026_w01_0057,2026,1,program_ohio,home,,
sched_program_ohio_w01,program_ohio,game_2026_w01_0057,2026,1,program_north_texas,away,,
sched_program_vanderbilt_w01,program_vanderbilt,game_2026_w01_0058,2026,1,program_louisiana_tech,home,,
sched_program_louisiana_tech_w01,program_louisiana_tech,game_2026_w01_0058,2026,1,program_vanderbilt,away,,
sched_program_unlv_w01,program_unlv,game_2026_w01_0059,2026,1,program_missouri,home,,
sched_program_missouri_w01,program_missouri,game_2026_w01_0059,2026,1,program_unlv,away,,
sched_program_charlotte_w01,program_charlotte,game_2026_w01_0060,2026,1,program_liberty,home,,
sched_program_liberty_w01,program_liberty,game_2026_w01_0060,2026,1,program_charlotte,away,,
sched_program_miami_oh_w01,program_miami_oh,game_2026_w01_0061,2026,1,program_pittsburgh,home,,
sched_program_pittsburgh_w01,program_pittsburgh,game_2026_w01_0061,2026,1,program_miami_oh,away,,
sched_program_akron_w01,program_akron,game_2026_w01_0062,2026,1,program_wake_forest,home,,
sched_program_wake_forest_w01,program_wake_forest,game_2026_w01_0062,2026,1,program_akron,away,,
sched_program_georgia_southern_w01,program_georgia_southern,game_2026_w01_0063,2026,1,program_arizona,home,,
sched_program_arizona_w01,program_arizona,game_2026_w01_0063,2026,1,program_georgia_southern,away,,
sched_program_air_force_w01,program_air_force,game_2026_w01_0064,2026,1,program_jacksonville_state,home,,
sched_program_jacksonville_state_w01,program_jacksonville_state,game_2026_w01_0064,2026,1,program_air_force,away,,
sched_program_oregon_w01,program_oregon,game_2026_w01_0065,2026,1,program_virginia_tech,home,,
sched_program_virginia_tech_w01,program_virginia_tech,game_2026_w01_0065,2026,1,program_oregon,away,,
sched_program_missouri_state_w01,program_missouri_state,game_2026_w01_0066,2026,1,program_cincinnati,home,,
sched_program_cincinnati_w01,program_cincinnati,game_2026_w01_0066,2026,1,program_missouri_state,away,,
sched_program_james_madison_w01,program_james_madison,game_2026_w01_0067,2026,1,program_usc,home,,
sched_program_usc_w01,program_usc,game_2026_w01_0067,2026,1,program_james_madison,away,,
sched_program_oregon_state_w01,program_oregon_state,game_2026_w01_0068,2026,1,program_purdue,home,,
sched_program_purdue_w01,program_purdue,game_2026_w01_0068,2026,1,program_oregon_state,away,,
sched_program_utep_w01,program_utep,game_2026_w01_0069,2026,1,program_clemson,home,,
sched_program_clemson_w01,program_clemson,game_2026_w01_0069,2026,1,program_utep,away,,
sched_program_purdue_w02,program_purdue,game_2026_w02_0070,2026,2,program_ohio,home,,
sched_program_ohio_w02,program_ohio,game_2026_w02_0070,2026,2,program_purdue,away,,
sched_program_appalachian_state_w02,program_appalachian_state,game_2026_w02_0071,2026,2,program_minnesota,home,,
sched_program_minnesota_w02,program_minnesota,game_2026_w02_0071,2026,2,program_appalachian_state,away,,
sched_program_memphis_w02,program_memphis,game_2026_w02_0072,2026,2,program_boston_college,home,,
sched_program_boston_college_w02,program_boston_college,game_2026_w02_0072,2026,2,program_memphis,away,,
sched_program_houston_w02,program_houston,game_2026_w02_0073,2026,2,program_wyoming,home,,
sched_program_wyoming_w02,program_wyoming,game_2026_w02_0073,2026,2,program_houston,away,,
sched_program_tennessee_w02,program_tennessee,game_2026_w02_0074,2026,2,program_oklahoma_state,home,,
sched_program_oklahoma_state_w02,program_oklahoma_state,game_2026_w02_0074,2026,2,program_tennessee,away,,
sched_program_ball_state_w02,program_ball_state,game_2026_w02_0075,2026,2,program_utep,home,,
sched_program_utep_w02,program_utep,game_2026_w02_0075,2026,2,program_ball_state,away,,
sched_program_wake_forest_w02,program_wake_forest,game_2026_w02_0076,2026,2,program_missouri,home,,
sched_program_missouri_w02,program_missouri,game_2026_w02_0076,2026,2,program_wake_forest,away,,
sched_program_fiu_w02,program_fiu,game_2026_w02_0077,2026,2,program_buffalo,home,,
sched_program_buffalo_w02,program_buffalo,game_2026_w02_0077,2026,2,program_fiu,away,,
sched_program_pittsburgh_w02,program_pittsburgh,game_2026_w02_0078,2026,2,program_tulane,home,,
sched_program_tulane_w02,program_tulane,game_2026_w02_0078,2026,2,program_pittsburgh,away,,
sched_program_texas_w02,program_texas,game_2026_w02_0079,2026,2,program_james_madison,home,,
sched_program_james_madison_w02,program_james_madison,game_2026_w02_0079,2026,2,program_texas,away,,
sched_program_ole_miss_w02,program_ole_miss,game_2026_w02_0080,2026,2,program_smu,home,,
sched_program_smu_w02,program_smu,game_2026_w02_0080,2026,2,program_ole_miss,away,,
sched_program_alabama_w02,program_alabama,game_2026_w02_0081,2026,2,program_kansas,home,,
sched_program_kansas_w02,program_kansas,game_2026_w02_0081,2026,2,program_alabama,away,,
sched_program_new_mexico_w02,program_new_mexico,game_2026_w02_0082,2026,2,program_north_texas,home,,
sched_program_north_texas_w02,program_north_texas,game_2026_w02_0082,2026,2,program_new_mexico,away,,
sched_program_georgia_w02,program_georgia,game_2026_w02_0083,2026,2,program_marshall,home,,
sched_program_marshall_w02,program_marshall,game_2026_w02_0083,2026,2,program_georgia,away,,
sched_program_unlv_w02,program_unlv,game_2026_w02_0084,2026,2,program_south_alabama,home,,
sched_program_south_alabama_w02,program_south_alabama,game_2026_w02_0084,2026,2,program_unlv,away,,
sched_program_north_dakota_state_w02,program_north_dakota_state,game_2026_w02_0085,2026,2,program_jacksonville_state,home,,
sched_program_jacksonville_state_w02,program_jacksonville_state,game_2026_w02_0085,2026,2,program_north_dakota_state,away,,
sched_program_army_w02,program_army,game_2026_w02_0086,2026,2,program_iowa_state,home,,
sched_program_iowa_state_w02,program_iowa_state,game_2026_w02_0086,2026,2,program_army,away,,
sched_program_fresno_state_w02,program_fresno_state,game_2026_w02_0087,2026,2,program_ohio_state,home,,
sched_program_ohio_state_w02,program_ohio_state,game_2026_w02_0087,2026,2,program_fresno_state,away,,
sched_program_oklahoma_w02,program_oklahoma,game_2026_w02_0088,2026,2,program_rice,home,,
sched_program_rice_w02,program_rice,game_2026_w02_0088,2026,2,program_oklahoma,away,,
sched_program_old_dominion_w02,program_old_dominion,game_2026_w02_0089,2026,2,program_texas_tech,home,,
sched_program_texas_tech_w02,program_texas_tech,game_2026_w02_0089,2026,2,program_old_dominion,away,,
sched_program_ucf_w02,program_ucf,game_2026_w02_0090,2026,2,program_uab,home,,
sched_program_uab_w02,program_uab,game_2026_w02_0090,2026,2,program_ucf,away,,
sched_program_bowling_green_w02,program_bowling_green,game_2026_w02_0091,2026,2,program_kentucky,home,,
sched_program_kentucky_w02,program_kentucky,game_2026_w02_0091,2026,2,program_bowling_green,away,,
sched_program_indiana_w02,program_indiana,game_2026_w02_0092,2026,2,program_texas_state,home,,
sched_program_texas_state_w02,program_texas_state,game_2026_w02_0092,2026,2,program_indiana,away,,
sched_program_sacramento_state_w02,program_sacramento_state,game_2026_w02_0093,2026,2,program_ucla,home,,
sched_program_ucla_w02,program_ucla,game_2026_w02_0093,2026,2,program_sacramento_state,away,,
sched_program_baylor_w02,program_baylor,game_2026_w02_0094,2026,2,program_florida,home,,
sched_program_florida_w02,program_florida,game_2026_w02_0094,2026,2,program_baylor,away,,
sched_program_wisconsin_w02,program_wisconsin,game_2026_w02_0095,2026,2,program_miami_oh,home,,
sched_program_miami_oh_w02,program_miami_oh,game_2026_w02_0095,2026,2,program_wisconsin,away,,
sched_program_akron_w02,program_akron,game_2026_w02_0096,2026,2,program_louisiana,home,,
sched_program_louisiana_w02,program_louisiana,game_2026_w02_0096,2026,2,program_akron,away,,
sched_program_virginia_w02,program_virginia,game_2026_w02_0097,2026,2,program_tcu,home,,
sched_program_tcu_w02,program_tcu,game_2026_w02_0097,2026,2,program_virginia,away,,
sched_program_washington_state_w02,program_washington_state,game_2026_w02_0098,2026,2,program_penn_state,home,,
sched_program_penn_state_w02,program_penn_state,game_2026_w02_0098,2026,2,program_washington_state,away,,
sched_program_illinois_w02,program_illinois,game_2026_w02_0099,2026,2,program_missouri_state,home,,
sched_program_missouri_state_w02,program_missouri_state,game_2026_w02_0099,2026,2,program_illinois,away,,
sched_program_iowa_w02,program_iowa,game_2026_w02_0100,2026,2,program_western_kentucky,home,,
sched_program_western_kentucky_w02,program_western_kentucky,game_2026_w02_0100,2026,2,program_iowa,away,,
sched_program_east_carolina_w02,program_east_carolina,game_2026_w02_0101,2026,2,program_central_michigan,home,,
sched_program_central_michigan_w02,program_central_michigan,game_2026_w02_0101,2026,2,program_east_carolina,away,,
sched_program_delaware_w02,program_delaware,game_2026_w02_0102,2026,2,program_florida_atlantic,home,,
sched_program_florida_atlantic_w02,program_florida_atlantic,game_2026_w02_0102,2026,2,program_delaware,away,,
sched_program_colorado_w02,program_colorado,game_2026_w02_0103,2026,2,program_liberty,home,,
sched_program_liberty_w02,program_liberty,game_2026_w02_0103,2026,2,program_colorado,away,,
sched_program_west_virginia_w02,program_west_virginia,game_2026_w02_0104,2026,2,program_lsu,home,,
sched_program_lsu_w02,program_lsu,game_2026_w02_0104,2026,2,program_west_virginia,away,,
sched_program_kansas_state_w02,program_kansas_state,game_2026_w02_0105,2026,2,program_georgia_state,home,,
sched_program_georgia_state_w02,program_georgia_state,game_2026_w02_0105,2026,2,program_kansas_state,away,,
sched_program_utah_w02,program_utah,game_2026_w02_0106,2026,2,program_auburn,home,,
sched_program_auburn_w02,program_auburn,game_2026_w02_0106,2026,2,program_utah,away,,
sched_program_southern_miss_w02,program_southern_miss,game_2026_w02_0107,2026,2,program_syracuse,home,,
sched_program_syracuse_w02,program_syracuse,game_2026_w02_0107,2026,2,program_southern_miss,away,,
sched_program_hawaii_w02,program_hawaii,game_2026_w02_0108,2026,2,program_cincinnati,home,,
sched_program_cincinnati_w02,program_cincinnati,game_2026_w02_0108,2026,2,program_hawaii,away,,
sched_program_michigan_state_w02,program_michigan_state,game_2026_w02_0109,2026,2,program_boise_state,home,,
sched_program_boise_state_w02,program_boise_state,game_2026_w02_0109,2026,2,program_michigan_state,away,,
sched_program_temple_w02,program_temple,game_2026_w02_0110,2026,2,program_byu,home,,
sched_program_byu_w02,program_byu,game_2026_w02_0110,2026,2,program_temple,away,,
sched_program_sam_houston_w02,program_sam_houston,game_2026_w02_0111,2026,2,program_northern_illinois,home,,
sched_program_northern_illinois_w02,program_northern_illinois,game_2026_w02_0111,2026,2,program_sam_houston,away,,
sched_program_air_force_w02,program_air_force,game_2026_w02_0112,2026,2,program_middle_tennessee,home,,
sched_program_middle_tennessee_w02,program_middle_tennessee,game_2026_w02_0112,2026,2,program_air_force,away,,
sched_program_michigan_w02,program_michigan,game_2026_w02_0113,2026,2,program_georgia_tech,home,,
sched_program_georgia_tech_w02,program_georgia_tech,game_2026_w02_0113,2026,2,program_michigan,away,,
sched_program_usc_w02,program_usc,game_2026_w02_0114,2026,2,program_mississippi_state,home,,
sched_program_mississippi_state_w02,program_mississippi_state,game_2026_w02_0114,2026,2,program_usc,away,,
sched_program_south_carolina_w02,program_south_carolina,game_2026_w02_0115,2026,2,program_clemson,home,,
sched_program_clemson_w02,program_clemson,game_2026_w02_0115,2026,2,program_south_carolina,away,,
sched_program_utsa_w02,program_utsa,game_2026_w02_0116,2026,2,program_nebraska,home,,
sched_program_nebraska_w02,program_nebraska,game_2026_w02_0116,2026,2,program_utsa,away,,
sched_program_vanderbilt_w02,program_vanderbilt,game_2026_w02_0117,2026,2,program_louisville,home,,
sched_program_louisville_w02,program_louisville,game_2026_w02_0117,2026,2,program_vanderbilt,away,,
sched_program_troy_w02,program_troy,game_2026_w02_0118,2026,2,program_san_diego_state,home,,
sched_program_san_diego_state_w02,program_san_diego_state,game_2026_w02_0118,2026,2,program_troy,away,,
sched_program_arkansas_w02,program_arkansas,game_2026_w02_0119,2026,2,program_miami_fl,home,,
sched_program_miami_fl_w02,program_miami_fl,game_2026_w02_0119,2026,2,program_arkansas,away,,
sched_program_stanford_w02,program_stanford,game_2026_w02_0120,2026,2,program_eastern_michigan,home,,
sched_program_eastern_michigan_w02,program_eastern_michigan,game_2026_w02_0120,2026,2,program_stanford,away,,
sched_program_louisiana_tech_w02,program_louisiana_tech,game_2026_w02_0121,2026,2,program_uconn,home,,
sched_program_uconn_w02,program_uconn,game_2026_w02_0121,2026,2,program_louisiana_tech,away,,
sched_program_arizona_state_w02,program_arizona_state,game_2026_w02_0122,2026,2,program_usf,home,,
sched_program_usf_w02,program_usf,game_2026_w02_0122,2026,2,program_arizona_state,away,,
sched_program_charlotte_w02,program_charlotte,game_2026_w02_0123,2026,2,program_umass,home,,
sched_program_umass_w02,program_umass,game_2026_w02_0123,2026,2,program_charlotte,away,,
sched_program_nc_state_w02,program_nc_state,game_2026_w02_0124,2026,2,program_tulsa,home,,
sched_program_tulsa_w02,program_tulsa,game_2026_w02_0124,2026,2,program_nc_state,away,,
sched_program_northwestern_w02,program_northwestern,game_2026_w02_0125,2026,2,program_ulm,home,,
sched_program_ulm_w02,program_ulm,game_2026_w02_0125,2026,2,program_northwestern,away,,
sched_program_oregon_state_w02,program_oregon_state,game_2026_w02_0126,2026,2,program_rutgers,home,,
sched_program_rutgers_w02,program_rutgers,game_2026_w02_0126,2026,2,program_oregon_state,away,,
sched_program_north_carolina_w02,program_north_carolina,game_2026_w02_0127,2026,2,program_navy,home,,
sched_program_navy_w02,program_navy,game_2026_w02_0127,2026,2,program_north_carolina,away,,
sched_program_arkansas_state_w02,program_arkansas_state,game_2026_w02_0128,2026,2,program_nevada,home,,
sched_program_nevada_w02,program_nevada,game_2026_w02_0128,2026,2,program_arkansas_state,away,,
sched_program_kent_state_w02,program_kent_state,game_2026_w02_0129,2026,2,program_washington,home,,
sched_program_washington_w02,program_washington,game_2026_w02_0129,2026,2,program_kent_state,away,,
sched_program_texas_a_m_w02,program_texas_a_m,game_2026_w02_0130,2026,2,program_utah_state,home,,
sched_program_utah_state_w02,program_utah_state,game_2026_w02_0130,2026,2,program_texas_a_m,away,,
sched_program_arizona_w02,program_arizona,game_2026_w02_0131,2026,2,program_oregon,home,,
sched_program_oregon_w02,program_oregon,game_2026_w02_0131,2026,2,program_arizona,away,,
sched_program_california_w02,program_california,game_2026_w02_0132,2026,2,program_san_jose_state,home,,
sched_program_san_jose_state_w02,program_san_jose_state,game_2026_w02_0132,2026,2,program_california,away,,
sched_program_maryland_w02,program_maryland,game_2026_w02_0133,2026,2,program_florida_state,home,,
sched_program_florida_state_w02,program_florida_state,game_2026_w02_0133,2026,2,program_maryland,away,,
sched_program_virginia_tech_w02,program_virginia_tech,game_2026_w02_0134,2026,2,program_new_mexico_state,home,,
sched_program_new_mexico_state_w02,program_new_mexico_state,game_2026_w02_0134,2026,2,program_virginia_tech,away,,
sched_program_kennesaw_state_w02,program_kennesaw_state,game_2026_w02_0135,2026,2,program_georgia_southern,home,,
sched_program_georgia_southern_w02,program_georgia_southern,game_2026_w02_0135,2026,2,program_kennesaw_state,away,,
sched_program_notre_dame_w02,program_notre_dame,game_2026_w02_0136,2026,2,program_colorado_state,home,,
sched_program_colorado_state_w02,program_colorado_state,game_2026_w02_0136,2026,2,program_notre_dame,away,,
sched_program_western_michigan_w02,program_western_michigan,game_2026_w02_0137,2026,2,program_coastal_carolina,home,,
sched_program_coastal_carolina_w02,program_coastal_carolina,game_2026_w02_0137,2026,2,program_western_michigan,away,,
sched_program_toledo_w02,program_toledo,game_2026_w02_0138,2026,2,program_duke,home,,
sched_program_duke_w02,program_duke,game_2026_w02_0138,2026,2,program_toledo,away,,
sched_program_maryland_w03,program_maryland,game_2026_w03_0139,2026,3,program_georgia_tech,home,,
sched_program_georgia_tech_w03,program_georgia_tech,game_2026_w03_0139,2026,3,program_maryland,away,,
sched_program_james_madison_w03,program_james_madison,game_2026_w03_0140,2026,3,program_kennesaw_state,home,,
sched_program_kennesaw_state_w03,program_kennesaw_state,game_2026_w03_0140,2026,3,program_james_madison,away,,
sched_program_ucf_w03,program_ucf,game_2026_w03_0141,2026,3,program_texas_a_m,home,,
sched_program_texas_a_m_w03,program_texas_a_m,game_2026_w03_0141,2026,3,program_ucf,away,,
sched_program_southern_miss_w03,program_southern_miss,game_2026_w03_0142,2026,3,program_iowa,home,,
sched_program_iowa_w03,program_iowa,game_2026_w03_0142,2026,3,program_southern_miss,away,,
sched_program_central_michigan_w03,program_central_michigan,game_2026_w03_0143,2026,3,program_virginia_tech,home,,
sched_program_virginia_tech_w03,program_virginia_tech,game_2026_w03_0143,2026,3,program_central_michigan,away,,
sched_program_tennessee_w03,program_tennessee,game_2026_w03_0144,2026,3,program_tulsa,home,,
sched_program_tulsa_w03,program_tulsa,game_2026_w03_0144,2026,3,program_tennessee,away,,
sched_program_kansas_state_w03,program_kansas_state,game_2026_w03_0145,2026,3,program_stanford,home,,
sched_program_stanford_w03,program_stanford,game_2026_w03_0145,2026,3,program_kansas_state,away,,
sched_program_usc_w03,program_usc,game_2026_w03_0146,2026,3,program_florida,home,,
sched_program_florida_w03,program_florida,game_2026_w03_0146,2026,3,program_usc,away,,
sched_program_liberty_w03,program_liberty,game_2026_w03_0147,2026,3,program_nevada,home,,
sched_program_nevada_w03,program_nevada,game_2026_w03_0147,2026,3,program_liberty,away,,
