personId,programId,seasonYear,estimatedNilValue,nilStatus,marketability,socialFollowing
person_000083,program_boston_college,2026,4122005,national_brand,76,259670
person_000084,program_boston_college,2026,7130,collective_deal,69,139342
person_000085,program_boston_college,2026,3402737,none,64,40200
person_000086,program_boston_college,2026,5202,collective_deal,52,140397
person_000087,program_boston_college,2026,920359,collective_deal,64,448128
person_000088,program_boston_college,2026,4121161,pending,99,75662
person_000089,program_boston_college,2026,857927,none,63,184204
person_000090,program_boston_college,2026,733207,national_brand,70,36106
person_000091,program_boston_college,2026,1651633,none,46,60879
person_000092,program_boston_college,2026,1626913,none,70,88144
person_000093,program_boston_college,2026,1266630,pending,69,4876
person_000094,program_boston_college,2026,1751714,collective_deal,99,31126
person_000095,program_boston_college,2026,227561,local_deal,98,210872
person_000096,program_boston_college,2026,3711370,none,90,211066
person_000097,program_boston_college,2026,864633,national_brand,36,90039
person_000098,program_boston_college,2026,1153583,national_brand,71,26189
person_000099,program_boston_college,2026,739322,national_brand,68,87069
person_000100,program_boston_college,2026,625620,none,63,65756
person_000101,program_boston_college,2026,3838216,local_deal,99,254841
person_000102,program_boston_college,2026,3981281,pending,73,314866
person_000103,program_boston_college,2026,1712498,collective_deal,54,37458
person_000104,program_boston_college,2026,5338195,local_deal,73,298898
person_000105,program_boston_college,2026,2803444,local_deal,67,191882
person_000106,program_boston_college,2026,228167,national_brand,92,229208
person_000107,program_boston_college,2026,2732582,collective_deal,69,60888
person_000108,program_boston_college,2026,2561483,pending,78,125737
person_000109,program_boston_college,2026,1450225,pending,62,27009
person_000110,program_boston_college,2026,4119967,pending,60,308883
person_000111,program_boston_college,2026,3442732,pending,70,336373
person_000112,program_boston_college,2026,5588,pending,80,55385
person_000113,program_boston_college,2026,201092,none,67,264598
person_000114,program_boston_college,2026,3859143,none,59,45553
person_000115,program_boston_college,2026,2275296,pending,99,160879
person_000116,program_boston_college,2026,3482250,collective_deal,52,160557
person_000117,program_boston_college,2026,2687947,collective_deal,67,51415
person_000118,program_boston_college,2026,3735764,collective_deal,71,123535
person_000119,program_boston_college,2026,1968363,pending,86,148580
person_000134,program_california,2026,1459198,none,76,26106
person_000135,program_california,2026,1677661,national_brand,86,239321
person_000136,program_california,2026,4178,collective_deal,63,19095
person_000137,program_california,2026,1437938,national_brand,57,47134
person_000138,program_california,2026,2640,national_brand,43,48408
person_000139,program_california,2026,407283,local_deal,73,356840
person_000140,program_california,2026,3994879,none,62,299050
person_000141,program_california,2026,2772993,pending,77,108693
person_000142,program_california,2026,4267463,national_brand,64,100361
person_000143,program_california,2026,2446162,national_brand,70,19777
person_000144,program_california,2026,2837629,pending,53,22329
person_000145,program_california,2026,1980928,local_deal,72,15851
person_000146,program_california,2026,430840,pending,79,70957
person_000147,program_california,2026,2743744,collective_deal,99,339025
person_000148,program_california,2026,4549670,national_brand,51,216845
person_000149,program_california,2026,1302755,national_brand,83,251430
person_000150,program_california,2026,1251612,collective_deal,55,135509
person_000151,program_california,2026,3261903,national_brand,53,109509
person_000152,program_california,2026,515978,local_deal,47,129730
person_000153,program_california,2026,1227735,local_deal,65,158144
person_000154,program_california,2026,1091626,national_brand,98,26757
person_000155,program_california,2026,2181278,national_brand,86,13311
person_000156,program_california,2026,2297001,none,68,218517
person_000157,program_california,2026,116869,none,60,252862
person_000158,program_california,2026,1311934,none,95,48469
person_000159,program_california,2026,1007542,pending,99,64645
person_000160,program_california,2026,963972,collective_deal,75,178561
person_000161,program_california,2026,2585853,collective_deal,87,154886
person_000162,program_california,2026,2791331,none,72,61864
person_000163,program_california,2026,663325,local_deal,66,54767
person_000164,program_california,2026,2106289,collective_deal,70,133264
person_000165,program_california,2026,2888019,national_brand,57,16607
person_000166,program_california,2026,3859472,national_brand,62,316849
person_000167,program_california,2026,3478197,national_brand,77,301730
person_000168,program_california,2026,3452545,local_deal,52,109791
person_000169,program_california,2026,5789,pending,79,142797
person_000170,program_california,2026,5068,pending,37,8023
person_000171,program_california,2026,702097,local_deal,64,178098
person_000172,program_california,2026,678572,local_deal,75,55455
person_000173,program_california,2026,1897108,pending,58,376245
person_000174,program_california,2026,536497,local_deal,65,53907
person_000175,program_california,2026,2695517,collective_deal,72,12002
person_000176,program_california,2026,143130,national_brand,64,14235
person_000177,program_california,2026,7907,pending,82,22410
person_000178,program_california,2026,4238302,local_deal,68,152995
person_000179,program_california,2026,1203576,pending,81,58029
person_000180,program_california,2026,2271773,none,59,357026
person_000181,program_california,2026,1469855,collective_deal,86,176196
person_000182,program_california,2026,753146,national_brand,94,220438
person_000183,program_california,2026,2407612,national_brand,79,259074
person_000184,program_california,2026,3703613,none,65,146493
person_000185,program_california,2026,1687394,local_deal,79,257203
person_000186,program_california,2026,3011798,none,92,269525
person_000187,program_california,2026,905602,local_deal,58,101147
person_000188,program_california,2026,2171,none,41,134847
person_000189,program_california,2026,2833655,none,70,98884
person_000190,program_california,2026,1496783,local_deal,79,166505
person_000191,program_california,2026,131810,local_deal,52,246040
person_000192,program_california,2026,5762599,local_deal,74,161657
person_000193,program_california,2026,2118323,national_brand,63,213313
person_000194,program_california,2026,3072424,local_deal,81,257505
person_000195,program_california,2026,4204972,national_brand,90,89987
person_000196,program_california,2026,299924,pending,79,218380
person_000197,program_california,2026,5679,local_deal,70,69173
person_000198,program_california,2026,2559717,none,99,166668
person_000199,program_california,2026,121791,collective_deal,60,76240
person_000200,program_california,2026,4197472,pending,81,247775
person_000201,program_california,2026,3161322,none,77,214311
person_000202,program_california,2026,239000,pending,83,141085
person_000203,program_california,2026,3490698,local_deal,49,209544
person_000204,program_california,2026,2091792,pending,71,13474
person_000205,program_california,2026,1438272,collective_deal,72,180974
person_000206,program_california,2026,1085972,national_brand,88,242640
person_000207,program_california,2026,2070307,pending,83,253708
person_000208,program_california,2026,3522975,local_deal,67,281354
person_000209,program_california,2026,1548372,none,56,61980
person_000210,program_california,2026,3238018,local_deal,81,118195
person_000211,program_california,2026,655569,collective_deal,63,194565
person_000212,program_california,2026,397837,pending,82,157944
person_000213,program_california,2026,1960332,pending,73,161457
person_000214,program_california,2026,339590,none,70,184194
person_000215,program_california,2026,2873760,pending,73,114132
person_000216,program_california,2026,3119,national_brand,43,83025
person_000217,program_california,2026,656192,local_deal,85,117400
person_000218,program_california,2026,3259615,pending,77,67261
person_000219,program_california,2026,1965820,collective_deal,64,37256
person_000220,program_california,2026,2381851,pending,75,62344
person_000221,program_california,2026,4344264,pending,81,213259
person_000222,program_california,2026,4111839,none,84,159681
person_000223,program_california,2026,2290030,pending,68,215884
person_000224,program_california,2026,3791810,pending,74,169633
person_000225,program_california,2026,2758229,none,78,151843
person_000226,program_california,2026,457585,pending,68,89424
person_000227,program_california,2026,3943751,national_brand,75,140609
person_000228,program_california,2026,3164799,national_brand,92,249500
person_000229,program_california,2026,1984728,pending,81,183633
person_000230,program_california,2026,2520432,pending,71,110114
person_000231,program_california,2026,630377,local_deal,79,44548
person_000232,program_california,2026,4547965,local_deal,76,94547
person_000233,program_california,2026,236158,pending,76,79773
person_000234,program_california,2026,1191533,national_brand,87,230877
person_000235,program_california,2026,4023922,national_brand,64,131903
person_000236,program_california,2026,2685170,local_deal,94,381333
person_000237,program_california,2026,1515986,collective_deal,88,372161
person_000238,program_california,2026,2757403,none,62,118925
person_000253,program_clemson,2026,4027840,none,99,214344
person_000254,program_clemson,2026,3262512,pending,99,231608
person_000255,program_clemson,2026,1918155,collective_deal,99,32153
person_000256,program_clemson,2026,2209003,none,84,131160
person_000257,program_clemson,2026,3750125,national_brand,97,184283
person_000258,program_clemson,2026,220329,local_deal,73,214691
person_000259,program_clemson,2026,1619941,local_deal,86,167202
person_000260,program_clemson,2026,1338685,national_brand,99,305630
person_000261,program_clemson,2026,2245780,pending,73,114059
person_000262,program_clemson,2026,6087087,none,99,273978
person_000263,program_clemson,2026,351317,national_brand,81,77144
person_000264,program_clemson,2026,3314981,collective_deal,75,20162
person_000265,program_clemson,2026,152298,none,51,29122
person_000266,program_clemson,2026,2661309,none,93,110378
person_000267,program_clemson,2026,283453,none,99,353087
person_000268,program_clemson,2026,1065459,none,62,66358
person_000269,program_clemson,2026,4364930,pending,75,217345
person_000270,program_clemson,2026,1686713,none,94,389253
person_000271,program_clemson,2026,422866,national_brand,93,75815
person_000272,program_clemson,2026,3236371,national_brand,99,40349
person_000273,program_clemson,2026,3325670,none,95,97050
person_000274,program_clemson,2026,2042071,none,58,85890
person_000275,program_clemson,2026,2185697,national_brand,93,145727
person_000276,program_clemson,2026,4529851,collective_deal,87,79745
person_000277,program_clemson,2026,162947,none,99,185011
person_000278,program_clemson,2026,1948219,national_brand,90,119041
person_000279,program_clemson,2026,1480638,none,66,80731
person_000280,program_clemson,2026,4301595,pending,82,310929
person_000281,program_clemson,2026,3631175,none,76,352895
person_000282,program_clemson,2026,1791608,none,80,186423
person_000283,program_clemson,2026,1824777,none,66,222038
person_000284,program_clemson,2026,2854521,local_deal,99,112255
person_000285,program_clemson,2026,4554733,pending,99,52875
person_000286,program_clemson,2026,6172556,national_brand,99,95587
person_000287,program_clemson,2026,3065711,pending,93,12408
person_000288,program_clemson,2026,3117490,none,99,150307
person_000289,program_clemson,2026,5155825,none,99,44152
person_000290,program_clemson,2026,3816530,local_deal,73,398163
person_000291,program_clemson,2026,3490855,none,81,310191
person_000292,program_clemson,2026,3415558,pending,99,434724
person_000293,program_clemson,2026,3834504,collective_deal,99,384811
person_000294,program_clemson,2026,2445293,collective_deal,61,217744
person_000295,program_clemson,2026,1455202,none,72,209266
person_000296,program_clemson,2026,1124456,none,99,247048
person_000297,program_clemson,2026,4504407,local_deal,99,352876
person_000298,program_clemson,2026,3601039,national_brand,91,91001
person_000299,program_clemson,2026,1622357,national_brand,99,93611
person_000300,program_clemson,2026,2410304,national_brand,99,140369
person_000301,program_clemson,2026,2117892,national_brand,87,87257
person_000302,program_clemson,2026,4775310,local_deal,89,253307
person_000303,program_clemson,2026,889878,national_brand,90,252597
person_000304,program_clemson,2026,3906295,none,99,280291
person_000305,program_clemson,2026,3984853,local_deal,99,193789
person_000306,program_clemson,2026,4232060,pending,70,127344
person_000307,program_clemson,2026,1181425,pending,82,95462
person_000308,program_clemson,2026,1263227,collective_deal,91,58615
person_000309,program_clemson,2026,5459,local_deal,55,32807
person_000310,program_clemson,2026,2349414,collective_deal,92,324349
person_000311,program_clemson,2026,2660235,pending,99,211761
person_000312,program_clemson,2026,1222174,national_brand,86,256798
person_000313,program_clemson,2026,2610940,none,99,330467
person_000314,program_clemson,2026,1845705,national_brand,99,202419
person_000315,program_clemson,2026,3399333,pending,99,229411
person_000316,program_clemson,2026,3208030,pending,82,272326
person_000317,program_clemson,2026,582470,none,99,50855
person_000318,program_clemson,2026,1889051,none,99,215328
person_000319,program_clemson,2026,1861658,none,81,246821
person_000320,program_clemson,2026,1280013,pending,73,24744
person_000321,program_clemson,2026,3426061,collective_deal,71,218969
person_000322,program_clemson,2026,1902653,collective_deal,99,343412
person_000323,program_clemson,2026,858797,national_brand,99,40265
person_000324,program_clemson,2026,2678891,local_deal,99,164840
person_000325,program_clemson,2026,4094920,pending,99,99339
person_000326,program_clemson,2026,194021,national_brand,99,323266
person_000327,program_clemson,2026,1422,national_brand,61,38757
person_000328,program_clemson,2026,607963,national_brand,61,19431
person_000329,program_clemson,2026,4203176,none,87,100474
person_000330,program_clemson,2026,1573236,pending,61,62975
person_000331,program_clemson,2026,868159,local_deal,86,205542
person_000332,program_clemson,2026,2033400,none,99,256509
person_000333,program_clemson,2026,2447205,collective_deal,56,275730
person_000334,program_clemson,2026,2908,collective_deal,73,18638
person_000335,program_clemson,2026,4527640,none,82,168552
person_000336,program_clemson,2026,4457196,national_brand,53,60617
person_000337,program_clemson,2026,1209108,none,88,44645
person_000338,program_clemson,2026,5382228,none,88,423704
person_000339,program_clemson,2026,3253961,collective_deal,66,74183
person_000340,program_clemson,2026,3604868,pending,96,91003
person_000341,program_clemson,2026,2172482,none,63,68277
person_000342,program_clemson,2026,2558140,local_deal,81,357196
person_000343,program_clemson,2026,2229898,pending,88,140981
person_000344,program_clemson,2026,220449,local_deal,99,283479
person_000345,program_clemson,2026,2710618,collective_deal,77,71255
person_000346,program_clemson,2026,3087596,none,60,61779
person_000347,program_clemson,2026,1477275,local_deal,75,211405
person_000348,program_clemson,2026,1756382,local_deal,94,199352
person_000349,program_clemson,2026,1783346,none,74,372186
person_000350,program_clemson,2026,429881,pending,81,312364
person_000351,program_clemson,2026,5713444,none,89,133301
person_000352,program_clemson,2026,4836203,collective_deal,99,117026
person_000353,program_clemson,2026,3026241,national_brand,99,16304
person_000354,program_clemson,2026,1676176,collective_deal,87,181231
person_000355,program_clemson,2026,326160,national_brand,86,248571
person_000356,program_clemson,2026,3638959,pending,99,181921
person_000357,program_clemson,2026,3497914,none,81,182629
person_000372,program_duke,2026,623029,national_brand,46,12571
person_000373,program_duke,2026,948110,pending,82,99115
person_000374,program_duke,2026,4198177,collective_deal,52,84681
person_000375,program_duke,2026,2617,none,37,56568
person_000376,program_duke,2026,2754712,local_deal,72,114847
person_000377,program_duke,2026,5369,collective_deal,69,76402
person_000378,program_duke,2026,1112222,collective_deal,86,241290
person_000379,program_duke,2026,2487950,local_deal,68,144730
person_000380,program_duke,2026,298122,national_brand,52,92307
person_000381,program_duke,2026,1709762,collective_deal,51,108846
person_000382,program_duke,2026,545571,local_deal,65,260015
person_000383,program_duke,2026,3243116,collective_deal,82,94441
person_000384,program_duke,2026,1519995,none,62,6544
person_000385,program_duke,2026,2749527,pending,53,13266
person_000386,program_duke,2026,765614,local_deal,96,134688
person_000387,program_duke,2026,2613511,local_deal,38,75137
person_000388,program_duke,2026,4087067,pending,68,99755
person_000389,program_duke,2026,2956524,national_brand,91,46070
person_000390,program_duke,2026,953621,none,86,132179
person_000391,program_duke,2026,2694455,collective_deal,54,66210
person_000392,program_duke,2026,3458540,pending,59,200446
person_000393,program_duke,2026,3689696,collective_deal,92,159799
person_000394,program_duke,2026,1125509,national_brand,68,229316
person_000395,program_duke,2026,3073954,local_deal,99,83888
person_000396,program_duke,2026,2491501,none,69,43789
person_000397,program_duke,2026,1265957,none,83,143730
person_000398,program_duke,2026,2592692,national_brand,90,261707
person_000399,program_duke,2026,1813205,local_deal,49,187550
person_000400,program_duke,2026,1831875,none,75,33483
person_000401,program_duke,2026,3077,pending,69,79970
person_000402,program_duke,2026,3014368,pending,52,14397
person_000403,program_duke,2026,4623,collective_deal,47,157302
person_000404,program_duke,2026,3359211,pending,76,115012
person_000405,program_duke,2026,2589721,collective_deal,97,35982
person_000406,program_duke,2026,2365612,none,53,223794
person_000407,program_duke,2026,2803103,national_brand,68,69753
person_000408,program_duke,2026,1226098,pending,83,417474
person_000409,program_duke,2026,2285713,local_deal,56,74088
person_000410,program_duke,2026,337808,none,79,5091
person_000411,program_duke,2026,1909968,national_brand,66,119600
person_000412,program_duke,2026,996365,pending,51,169561
person_000413,program_duke,2026,2610274,local_deal,85,182924
person_000414,program_duke,2026,2194310,pending,49,123719
person_000415,program_duke,2026,3754,pending,79,80110
person_000416,program_duke,2026,508162,national_brand,73,171796
person_000417,program_duke,2026,1821752,pending,67,193702
person_000418,program_duke,2026,2176842,national_brand,50,123018
person_000419,program_duke,2026,428438,collective_deal,54,171188
person_000420,program_duke,2026,7315,collective_deal,67,7921
person_000421,program_duke,2026,827046,pending,99,107335
person_000422,program_duke,2026,5806,local_deal,40,13042
person_000423,program_duke,2026,646745,pending,99,63638
person_000424,program_duke,2026,2983479,pending,71,95364
person_000425,program_duke,2026,2747846,none,65,71676
person_000426,program_duke,2026,927232,collective_deal,90,88153
person_000427,program_duke,2026,1260831,pending,28,168016
person_000428,program_duke,2026,2063127,collective_deal,70,38880
person_000429,program_duke,2026,3448585,pending,76,149442
person_000430,program_duke,2026,2069688,local_deal,79,176900
person_000431,program_duke,2026,2484593,collective_deal,45,155853
person_000432,program_duke,2026,2287123,national_brand,67,11037
person_000433,program_duke,2026,2475608,pending,54,17907
person_000434,program_duke,2026,2875776,national_brand,73,127805
person_000435,program_duke,2026,1803000,local_deal,40,133688
person_000436,program_duke,2026,1732520,local_deal,76,51290
person_000437,program_duke,2026,650293,local_deal,73,76094
person_000438,program_duke,2026,2229409,national_brand,84,249464
person_000439,program_duke,2026,3414788,local_deal,65,16772
person_000440,program_duke,2026,1605746,national_brand,49,36508
person_000441,program_duke,2026,2374858,none,90,111701
person_000442,program_duke,2026,2764468,pending,76,92252
person_000443,program_duke,2026,4076,pending,69,49604
person_000444,program_duke,2026,382915,national_brand,50,99541
person_000445,program_duke,2026,3759445,local_deal,39,273529
person_000446,program_duke,2026,890988,collective_deal,64,165164
person_000447,program_duke,2026,2936717,local_deal,47,123366
person_000448,program_duke,2026,1782520,pending,67,197412
person_000449,program_duke,2026,2497552,local_deal,76,179027
person_000450,program_duke,2026,4345737,collective_deal,76,30344
person_000451,program_duke,2026,3070037,national_brand,70,163751
person_000452,program_duke,2026,488088,national_brand,56,278658
person_000453,program_duke,2026,5249841,pending,77,106444
person_000454,program_duke,2026,780865,none,72,227492
person_000455,program_duke,2026,6635,none,59,128180
person_000456,program_duke,2026,3916353,pending,93,16477
person_000457,program_duke,2026,847703,none,49,112909
person_000458,program_duke,2026,946657,collective_deal,72,85034
person_000459,program_duke,2026,1144165,pending,58,154675
person_000460,program_duke,2026,542504,national_brand,50,257500
person_000461,program_duke,2026,6330,pending,45,64700
person_000462,program_duke,2026,2014494,local_deal,76,187482
person_000463,program_duke,2026,2251322,none,66,124087
person_000464,program_duke,2026,437997,local_deal,69,110167
person_000465,program_duke,2026,1331071,local_deal,91,95004
person_000466,program_duke,2026,3443406,pending,75,144602
person_000467,program_duke,2026,4027764,collective_deal,69,158428
person_000468,program_duke,2026,1145759,local_deal,74,22383
person_000469,program_duke,2026,72619,none,74,161333
person_000470,program_duke,2026,3041073,pending,67,80000
person_000471,program_duke,2026,2174987,pending,74,343847
person_000472,program_duke,2026,2418583,local_deal,45,77163
person_000473,program_duke,2026,1756539,none,44,343972
person_000474,program_duke,2026,1963421,collective_deal,50,194366
person_000475,program_duke,2026,2110151,none,40,183183
person_000476,program_duke,2026,496339,pending,60,62543
person_000491,program_florida_state,2026,4226014,local_deal,93,207498
person_000492,program_florida_state,2026,147546,none,79,50148
person_000493,program_florida_state,2026,2171219,national_brand,99,345677
person_000494,program_florida_state,2026,4241855,local_deal,99,115049
person_000495,program_florida_state,2026,759865,pending,97,283113
person_000496,program_florida_state,2026,2854890,pending,99,54965
person_000497,program_florida_state,2026,233850,none,72,333407
person_000498,program_florida_state,2026,4357490,local_deal,67,332621
person_000499,program_florida_state,2026,2797637,none,99,195192
person_000500,program_florida_state,2026,3108023,local_deal,83,23620
person_000501,program_florida_state,2026,618043,none,55,218435
person_000502,program_florida_state,2026,6175629,collective_deal,99,360542
person_000503,program_florida_state,2026,1889074,pending,97,346123
person_000504,program_florida_state,2026,151430,pending,70,37438
person_000505,program_florida_state,2026,2401958,pending,83,211705
person_000506,program_florida_state,2026,2190081,pending,85,215152
person_000507,program_florida_state,2026,3801174,local_deal,79,218158
person_000508,program_florida_state,2026,457631,local_deal,90,207756
person_000509,program_florida_state,2026,2420,national_brand,45,97954
person_000510,program_florida_state,2026,3706625,none,80,214312
person_000511,program_florida_state,2026,1052407,pending,90,121060
person_000512,program_florida_state,2026,1197612,collective_deal,59,244336
person_000513,program_florida_state,2026,226566,pending,94,56138
person_000514,program_florida_state,2026,1042329,none,98,221462
person_000515,program_florida_state,2026,1724389,local_deal,87,152211
person_000516,program_florida_state,2026,2420438,national_brand,99,168029
person_000517,program_florida_state,2026,449024,pending,85,267616
person_000518,program_florida_state,2026,699443,local_deal,84,301805
person_000519,program_florida_state,2026,4023756,none,99,44616
person_000520,program_florida_state,2026,1163407,collective_deal,73,166555
person_000521,program_florida_state,2026,5854479,pending,90,95058
person_000522,program_florida_state,2026,1698765,national_brand,99,82738
person_000523,program_florida_state,2026,1076964,none,94,57838
person_000524,program_florida_state,2026,1132793,local_deal,99,196304
person_000525,program_florida_state,2026,1660510,collective_deal,53,185402
person_000526,program_florida_state,2026,3670743,none,99,318621
person_000527,program_florida_state,2026,3701601,pending,97,73201
person_000528,program_florida_state,2026,1729437,pending,78,239795
person_000529,program_florida_state,2026,858790,pending,89,56649
person_000530,program_florida_state,2026,2899670,local_deal,63,128698
person_000531,program_florida_state,2026,4550953,pending,94,211916
person_000532,program_florida_state,2026,1851506,national_brand,75,135014
person_000533,program_florida_state,2026,5639049,local_deal,88,329886
person_000534,program_florida_state,2026,4258513,pending,75,356358
person_000535,program_florida_state,2026,4554083,none,87,220343
person_000536,program_florida_state,2026,4919526,pending,95,83753
person_000537,program_florida_state,2026,6457146,pending,99,441256
person_000538,program_florida_state,2026,194885,pending,94,29651
person_000539,program_florida_state,2026,1802282,local_deal,94,280937
person_000540,program_florida_state,2026,4127912,national_brand,99,165150
person_000541,program_florida_state,2026,5900827,national_brand,85,173789
person_000542,program_florida_state,2026,225453,national_brand,64,321650
person_000543,program_florida_state,2026,1509417,none,99,16305
person_000544,program_florida_state,2026,4004818,national_brand,99,431395
person_000545,program_florida_state,2026,2850009,national_brand,96,66061
person_000546,program_florida_state,2026,3534138,national_brand,73,192969
person_000547,program_florida_state,2026,162958,collective_deal,66,138937
person_000548,program_florida_state,2026,2195965,local_deal,89,11575
person_000549,program_florida_state,2026,4690415,none,99,238639
person_000550,program_florida_state,2026,748268,national_brand,58,132727
person_000551,program_florida_state,2026,2232804,none,90,205855
person_000552,program_florida_state,2026,1597597,national_brand,99,246864
person_000553,program_florida_state,2026,4372122,local_deal,99,171196
person_000554,program_florida_state,2026,1698735,none,76,267160
person_000555,program_florida_state,2026,2809848,collective_deal,82,153160
person_000556,program_florida_state,2026,1541018,national_brand,99,171277
person_000557,program_florida_state,2026,1325656,collective_deal,90,287583
person_000558,program_florida_state,2026,3418875,national_brand,73,172183
person_000559,program_florida_state,2026,219455,pending,83,388769
person_000560,program_florida_state,2026,134256,pending,75,191637
person_000561,program_florida_state,2026,1560418,collective_deal,91,251951
person_000562,program_florida_state,2026,2602392,pending,68,78270
person_000563,program_florida_state,2026,1691365,local_deal,99,286366
person_000564,program_florida_state,2026,3421240,national_brand,93,284389
person_000565,program_florida_state,2026,1021601,local_deal,89,213085
person_000566,program_florida_state,2026,142575,collective_deal,93,375623
person_000567,program_florida_state,2026,4953259,collective_deal,76,315302
person_000568,program_florida_state,2026,8483,collective_deal,53,68856
person_000569,program_florida_state,2026,2223697,local_deal,99,313308
person_000570,program_florida_state,2026,2836026,local_deal,94,384631
person_000571,program_florida_state,2026,5697925,local_deal,95,343003
person_000572,program_florida_state,2026,1098929,local_deal,62,157650
person_000573,program_florida_state,2026,2085417,none,63,193615
person_000574,program_florida_state,2026,5339466,national_brand,88,362734
person_000575,program_florida_state,2026,2029978,national_brand,90,78213
person_000576,program_florida_state,2026,1768547,none,94,38437
person_000577,program_florida_state,2026,3402,collective_deal,71,83973
person_000578,program_florida_state,2026,4558822,pending,87,29520
person_000579,program_florida_state,2026,2655456,none,74,315162
person_000580,program_florida_state,2026,1148853,pending,99,256364
person_000581,program_florida_state,2026,972069,collective_deal,79,85460
person_000582,program_florida_state,2026,2030015,pending,87,18392
person_000583,program_florida_state,2026,850142,national_brand,99,289897
person_000584,program_florida_state,2026,4932582,pending,89,296155
person_000585,program_florida_state,2026,2462608,national_brand,99,320108
person_000586,program_florida_state,2026,3181731,collective_deal,93,45244
person_000587,program_florida_state,2026,4397611,pending,99,107301
person_000588,program_florida_state,2026,5274101,national_brand,83,70006
person_000589,program_florida_state,2026,3054082,collective_deal,99,260830
person_000590,program_florida_state,2026,1513929,pending,46,33001
person_000591,program_florida_state,2026,4499195,national_brand,99,313003
person_000592,program_florida_state,2026,1105865,national_brand,73,219315
person_000593,program_florida_state,2026,2108291,national_brand,86,250734
